WKT_GEOM;ID_A_PEDO;DENOMINAZI;CIRCOSCRIZ;ORD_IST;SUPERFICIE;COORD_X;COORD_Y
POLYGON ((1396050.246 4991861.439,1396042.868 4991865.954,1396038.956 4991859.504,1396029.77 4991851.391,1396016.264 4991845.126,1396015.445 4991846.617,1396003.799 4991852.733,1396008.509 4991860.715,1396003.63 4991864.247,1396001.434 4991865.834,1395999.074 4991867.538,1395994.552 4991870.441,1396000.721 4991880.252,1396005.609 4991888.514,1396013.649 4991892.895,1396030.031 4991924.474,1396024.973 4991927.314,1396042.12 4991962.82,1396037.97 4991964.35,1396035.592 4991959.1,1396034.498 4991958.391,1396027.621 4991944.241,1396027.12 4991944.436,1396020.78202216 4991930.96663206,1396014.59 4991917.834,1396003.49 4991894.27,1395959.452 4991916.697,1395958.861 4991915.693,1395952.235 4991918.538,1395931.215 4991931.862,1395929.25 4991928.42,1395960.91 4991910.212,1396000.997 4991889.645,1395990.606 4991872.888,1395981.371 4991857.998,1395964.76 4991825.11,1395975.33 4991819.925,1395991.013 4991850.825,1396006.809 4991842.311,1395992.122 4991811.623,1395996.466 4991807.413,1395996.257 4991808.276,1395996.369 4991809.421,1395996.742 4991809.778,1396003.286 4991821.261,1396004.436 4991825.076,1396009.505 4991834.741,1396012.359 4991838.077,1396018.494 4991842.652,1396030.706 4991848.501,1396033.49 4991850.344,1396035.255 4991852.157,1396042.801 4991848.046,1396048.9 4991860.74,1396049.067 4991860.957,1396049.833 4991861.387,1396050.246 4991861.439));122;garibaldi;1;3000;2423;1395989,75;4991860
POLYGON ((1396137.972 4991657.729,1396135.653 4991652.989,1396149.38 4991654.41,1396148.646 4991660.847,1396169.968 4991700.771,1396177.345 4991703.376,1396163.584 4991710.046,1396137.972 4991657.729));123;garibaldi;1;960;575;1396156,5;4991685,5
POLYGON ((1396478.641 4991735.872,1396483.864 4991746.215,1396411.149 4991783.718,1396406.419 4991773.529,1396478.641 4991735.872));124;garibaldi;1;3000;931;1396445,125;4991760
POLYGON ((1396442.17 4991875.11,1396444.238 4991879.345,1396373.684 4991913.808,1396370.153 4991904.598,1396373.543 4991905.509,1396385.307 4991901.49,1396414.959 4991888.304,1396442.17 4991875.11));125;garibaldi;1;3000;429;1396407,1875;4991894,5
POLYGON ((1396286.473 4991746.012,1396284.209 4991741.303,1396266.8307663 4991708.01848623,1396271.448 4991705.61,1396288.333 4991738.936,1396289.532 4991739.051,1396358.098 4991702.822,1396362.077 4991710.38,1396357.286 4991709.04,1396340.56 4991718.167,1396340.31 4991717.29,1396320.616 4991728.562,1396291.576 4991742.907,1396291.308 4991743.778,1396291.396 4991744.56,1396303 4991768.23621348,1396303.763 4991769.793,1396308.438 4991778.133,1396315.752 4991795.358,1396315.55 4991795.456,1396325.033 4991815.693,1396393.91245989 4991778.14528503,1396400.354 4991789.505,1396329.471 4991825.81,1396329.361 4991826.913,1396338.131 4991844.92,1396338.225 4991846.26,1396349.119 4991868.699,1396345.49321492 4991870.34705982,1396342.229 4991863.431,1396325.7 4991828.11,1396320.41 4991817.247,1396313.662 4991802.71,1396306.422 4991788.091,1396300.274 4991773.969,1396286.473 4991746.012));126;garibaldi;1;3000;2202;1396388,5625;4991786,5
POLYGON ((1396320.57946159 4991817.5949889,1396325.7 4991828.11,1396254.834 4991864.95,1396273.468 4991902.327,1396269.652 4991904.09,1396260.46492671 4991884.92703188,1396260.18 4991885.058,1396251.609 4991867.255,1396250.811 4991866.741,1396203.8 4991891.48,1396198.6753794 4991881.4268089,1396245.965 4991856.68,1396225.747 4991820.584,1396224.453 4991819.974,1396220.627 4991812.956,1396214.901 4991805.822,1396204.73 4991787.72,1396192.201 4991794.344,1396182.422 4991800.142,1396171.80901442 4991805.008316,1396172.421 4991806.343,1396161.357 4991812.323,1396158.017 4991805.661,1396162.64 4991803.113,1396164.534 4991802.936,1396202.46 4991782.9,1396203.263 4991779.574,1396195.667 4991764.652,1396188.70800621 4991752.20568561,1396193.406 4991749.579,1396198.753 4991759.499,1396198.511 4991759.608,1396209.2 4991780.63,1396242.579 4991764.062,1396240.226 4991759.201,1396263.844 4991746.954,1396266.85 4991752.48,1396283.901 4991742.105,1396284.209 4991741.303,1396286.473 4991746.012,1396269.446 4991755.236,1396263.898 4991758.877,1396253.379 4991764.373,1396225.039 4991777.182,1396209.2 4991785.62,1396217.379 4991799.16,1396232.531 4991822.84,1396249.213 4991852.819,1396249.6 4991853.271,1396250.95 4991853.839,1396320.57946159 4991817.5949889));127;garibaldi;1;3000;3176;1396241,875;4991865,25
POLYGON ((1396331.947 4991950.72,1396357.201 4991963.688,1396365.09110696 4991967.43952256,1396317.801 4991971.498,1396314.38 4991970.021,1396313.63891305 4991970.07696106,1396307.59203824 4991969.97090854,1396304.734 4991967.792,1396303.351 4991964.148,1396304.278 4991962.54,1396298.028 4991943.533,1396299.688 4991942.972,1396303.817 4991941.123,1396304.114 4991941.327,1396319.61 4991935.116,1396321.667 4991937.849,1396317.513 4991941.302,1396323.832 4991946.495,1396331.947 4991950.72));128;4marzo;1;2715;1169;1396319,125;4991953,5
POLYGON ((1396379.935 4991976.688,1396366.985 4991993.131,1396360.002 4992001.925,1396358.527 4992003.208,1396356.486 4992004.804,1396347.102 4992010.748,1396346.9 4992010.306,1396338.98 4992013.437,1396329.808 4992018.507,1396324.164 4992023.057,1396325.187 4992019.17,1396324.727 4992014.759,1396323.292 4992014.414,1396322.418 4992012.111,1396323.635 4992010.343,1396313.36 4991985.716,1396311.244 4991984.944,1396310.74932392 4991982.61645775,1396311.103 4991980.538,1396312.315 4991978.576,1396315.32618601 4991976.47887783,1396317.986 4991975.428,1396373.378 4991971.26,1396375.793 4991973.137,1396380.44932188 4991972.84508403,1396380.672 4991976.397,1396379.935 4991976.688));129;4marzo;1;2715;1999;1396340,9375;4991997
POLYGON ((1396190.14546552 4990871.44176568,1396208.962 4990906.893,1396209.43 4990907.41,1396245.769 4990887.71,1396250.7903127 4990897.67444018,1396214.14999999 4990917.01000001,1396232.954 4990951.08,1396224.96 4990957.99,1396206.722 4990923.734,1396197.585 4990906.572,1396181.34 4990876.06,1396190.14546552 4990871.44176568));130;lagrange;1;5096;1364;1396216,125;4990931
POLYGON ((1396343.05817737 4991156.96371343,1396333.27903292 4991162.1899824,1396298.19 4991095.82,1396307.66 4991090.73,1396343.05817737 4991156.96371343));131;lagrange;1;5096;820;1396320,625;4991126,75
POLYGON ((1396377.692 4991220.844,1396447.996 4991353.465,1396437.965 4991358.08,1396367.762 4991226.084,1396377.692 4991220.844));132;lagrange;1;5096;1667;1396407,875;4991289,75
POLYGON ((1396496.9 4991444.95,1396487.753 4991450.202,1396486.76 4991448.344,1396486.081 4991448.707,1396482.686 4991442.357,1396483.365 4991441.994,1396482.501 4991440.376,1396481.822 4991440.739,1396478.866 4991435.21,1396479.545 4991434.847,1396478.599 4991433.076,1396477.92 4991433.439,1396474.671 4991427.362,1396475.35 4991426.999,1396474.491 4991425.391,1396473.812 4991425.754,1396470.499 4991419.557,1396471.178 4991419.194,1396470.337 4991417.619,1396469.658 4991417.982,1396460.234 4991400.352,1396460.913 4991399.989,1396460.03 4991398.337,1396459.351 4991398.7,1396456.016 4991392.461,1396456.695 4991392.098,1396455.853 4991390.523,1396455.174 4991390.886,1396451.839 4991384.647,1396452.518 4991384.284,1396451.676 4991382.709,1396450.997 4991383.072,1396448.006 4991377.475,1396448.685 4991377.112,1396447.82 4991375.495,1396447.141 4991375.858,1396443.765 4991369.541,1396444.444 4991369.178,1396443.52 4991367.45,1396452.868 4991362.631,1396496.9 4991444.95));133;area musei;1;;1043;1396470,25;4991406,25
POLYGON ((1396632.565 4991477.796,1396632.011 4991485.419,1396544.533 4991533.783,1396572.159 4991586.042,1396571.953 4991586.11,1396576.07 4991593.644,1396576.849 4991593.219,1396577.657 4991595.058,1396578.055 4991595.297,1396578.566 4991595.219,1396579.467 4991596.961,1396568.30493026 4991602.73271183,1396566.98 4991600.736,1396566.939 4991600.461,1396566.094 4991598.81,1396566.72 4991598.495,1396562.899 4991590.902,1396562.631 4991591.037,1396534.941 4991539.103,1396455.308 4991583.055,1396450.072 4991572.927,1396489.787 4991550.61,1396490.39750667 4991551.70307844,1396503.373 4991544.456,1396503.501 4991544.645,1396508.24 4991542.06,1396507.65 4991540.884,1396507.9 4991540.767,1396506.447 4991537.897,1396506.193 4991538.039,1396504.191 4991534.156,1396504.388 4991534.067,1396503.019 4991531.45,1396502.826 4991531.545,1396500.995 4991527.978,1396501.174 4991527.875,1396499.843 4991525.296,1396499.661 4991525.38,1396499.105 4991524.296,1396497.852 4991524.953,1396497.757 4991524.758,1396494.811 4991526.292,1396494.924 4991526.489,1396494.52729317 4991526.70042642,1396486.599 4991511.821,1396488.061 4991510.922,1396488.285 4991509.527,1396486.252 4991505.497,1396484.963 4991504.776,1396483.248 4991505.547,1396475.457 4991490.961,1396475.79 4991490.77,1396475.872 4991490.958,1396478.819 4991489.389,1396478.679 4991489.112,1396479.735 4991488.506,1396479.358 4991487.682,1396479.652 4991487.505,1396478.205 4991484.78,1396477.948 4991484.945,1396476.104 4991481.434,1396476.324 4991481.287,1396474.692 4991478.188,1396474.513 4991478.278,1396472.821 4991474.994,1396472.993 4991474.89,1396471.491 4991471.975,1396471.303 4991472.047,1396470.815 4991471.098,1396501.7 4991453.49,1396502.756 4991455.472,1396503.109 4991455.284,1396504.35330765 4991457.61376751,1396503.999 4991457.803,1396504.611 4991458.951,1396504.963 4991458.763,1396508.393 4991465.2,1396508.041 4991465.388,1396508.694 4991466.613,1396509.046 4991466.425,1396510.243 4991468.671,1396509.891 4991468.859,1396510.631 4991470.247,1396511.409 4991469.991,1396512.65 4991469.909,1396513.265 4991470.048,1396513.851 4991470.333,1396514.685 4991470.984,1396515.602 4991472.175,1396515.874 4991472.846,1396515.998 4991473.555,1396516.212 4991473.564,1396516.571 4991477.417,1396516.338 4991477.443,1396516.532 4991481.15,1396516.869 4991481.059,1396517.678 4991483.134,1396517.445 4991483.287,1396519.386 4991485.95,1396519.808 4991485.724,1396520.165 4991486.839,1396522.425 4991491.065,1396523.211 4991491.977,1396522.807 4991492.171,1396524.061 4991495.09,1396524.247 4991495.001,1396526.053 4991497.078,1396525.919 4991497.249,1396528.298 4991499.357,1396528.473 4991499.138,1396531.5 4991501.742,1396531.318 4991501.989,1396532.022 4991503.075,1396532.429 4991504.314,1396532.509 4991505.123,1396532.281 4991506.489,1396531.655 4991507.818,1396531.049 4991508.556,1396531.556 4991509.506,1396531.905 4991509.32,1396533.376 4991512.08,1396533.027 4991512.266,1396533.552 4991513.251,1396533.9 4991513.065,1396537.354 4991519.545,1396537.005 4991519.731,1396537.448 4991520.562,1396537.796 4991520.376,1396539.272 4991523.145,1396538.924 4991523.33,1396539.48 4991524.386,1396606.237 4991487.608,1396606.859 4991488.672,1396614.849 4991483.818,1396614.649 4991483.433,1396615.19 4991483.071,1396613.819 4991480.557,1396613.635 4991480.657,1396613.402 4991480.165,1396613.195 4991480.281,1396612.94 4991479.768,1396612.714 4991479.889,1396610.741 4991476.276,1396611.092 4991476.084,1396610.342 4991474.712,1396609.991 4991474.904,1396607.738 4991470.78,1396608.089 4991470.588,1396607.221 4991468.999,1396606.87 4991469.191,1396604.837 4991465.469,1396605.188 4991465.277,1396604.978 4991464.876,1396607.234 4991463.614,1396605.586 4991460.643,1396603.39 4991461.843,1396601.92 4991459.036,1396604.039 4991457.855,1396602.374 4991454.853,1396600.333 4991456.004,1396599.935 4991455.244,1396599.408 4991455.532,1396597.149 4991451.397,1396597.676 4991451.109,1396596.879 4991449.65,1396596.352 4991449.938,1396594.248 4991446.086,1396594.775 4991445.798,1396593.894 4991444.186,1396593.367 4991444.474,1396591.347 4991440.775,1396591.874 4991440.487,1396591.356 4991439.578,1396593.299 4991438.497,1396591.76 4991435.721,1396589.805 4991436.854,1396588.484 4991434.534,1396590.484 4991433.423,1396588.596 4991430.018,1396586.564 4991431.163,1396586.269 4991430.645,1396585.918 4991430.837,1396583.772 4991426.909,1396584.123 4991426.717,1396583.285 4991425.182,1396582.933 4991425.374,1396580.87 4991421.598,1396581.222 4991421.406,1396580.329 4991419.772,1396579.978 4991419.964,1396578.082 4991416.493,1396578.433 4991416.301,1396577.98 4991415.472,1396578.236 4991415.332,1396576.757 4991412.622,1396632.081 4991381.274,1396633.846 4991384.488,1396634.048 4991384.39,1396636.792 4991389.413,1396636.489 4991389.61,1396638.055 4991392.583,1396638.407 4991392.446,1396648.502 4991411.266,1396647.847 4991411.504,1396653.725 4991422.553,1396654.621 4991422.105,1396664.689 4991440.9,1396664.087 4991441.212,1396665.752 4991444.299,1396666.082 4991444.149,1396666.381 4991444.56,1396666.685 4991444.462,1396668.864 4991448.42,1396668.516 4991448.556,1396668.688 4991448.94,1396668.313 4991449.039,1396669.997 4991452.289,1396672.613 4991455.26,1396632.565 4991477.796));134;area musei;1;;11383;1396499,5625;4991492
POLYGON ((1397600.98040042 4991047.89244136,1397591.64931612 4991061.72546951,1397578.313 4991051.93,1397579.971 4991049.872,1397573.644 4991044.774,1397572.839 4991046.036,1397544.837 4991024.03,1397528.903 4991009.658,1397527.119 4991008.302,1397458.836 4990936.781,1397448.041 4990924.759,1397435.00449132 4990911.06151686,1397434.436 4990911.591,1397431.965 4990908.863,1397430.537 4990903.77,1397431.076 4990901.515,1397432.735 4990898.795,1397452.833 4990920.078,1397454.383 4990921.745,1397454.953 4990921.212,1397501.122 4990967.225,1397525.713 4990992.846,1397536.261 4991003.428,1397557.053 4991022.719,1397558.89 4991022.177,1397561.657 4991022.221,1397565.25 4991024.736,1397567.916 4991027.096,1397569.678 4991029.572,1397570.162 4991031.467,1397569.92 4991033.813,1397585.102 4991045.041,1397589.422 4991043.806,1397591.882 4991043.814,1397596.454 4991045.208,1397599.817 4991047.066,1397600.98040042 4991047.89244136));135;murazzi nord;1;5086;2082;1397515,75;4990989,5
POLYGON ((1395930.03 4992021.118,1395963.68 4992003.57,1395961.293 4991998.188,1395961.84 4991997.886,1395954.41 4991981.621,1395947.775 4991970.882,1395947.573 4991971.08,1395934.688 4991951.065,1395931.7726312 4991945.3181579,1395931.495 4991945.459,1395926.073 4991936.519,1395931.215 4991931.862,1395938.53 4991947.37,1395950.999 4991968.209,1395954.047 4991974.131,1395958.4 4991979.565,1395968.158 4991999.967,1395968.392 4992000.235,1395968.938 4992000.444,1395969.486 4992000.367,1396037.97 4991964.35,1396042.12 4991962.82,1396111.25 4991926.671,1396097.16880896 4991901.64541143,1396097.521 4991901.447,1396094.327 4991895.318,1396093.523 4991895.61,1396086.44503038 4991882.95459833,1396086.759 4991882.779,1396073.76 4991859.96,1396013.649 4991892.895,1396005.609 4991888.514,1396042.868 4991865.954,1396050.246 4991861.439,1396069.128 4991851.764,1396038.547 4991783.371,1396043.6971218 4991781.02987504,1396045.07 4991784.05,1396073.978 4991847.621,1396074.439 4991848.255,1396074.806 4991848.562,1396125.167 4991821.727,1396142.58 4991811.832,1396143.636 4991807.443,1396148.322 4991813.901,1396125.335 4991827.66,1396098.341 4991841.683,1396094.707 4991844.244,1396075.877 4991853.551,1396084.81 4991869.294,1396084.405 4991869.69,1396091.192 4991880.425,1396093.761 4991883.441,1396115.727 4991924.241,1396188.03 4991886.94,1396193.9 4991896.6,1396120.979 4991934.357,1396141.08 4991971.708,1396164.252 4992014.743,1396158.44646923 4992017.61774478,1396138.11 4991978.644,1396116.43 4991936.93,1396047.248 4991972.749,1396060.337 4991998.471,1396067.676 4992012.898,1396077.042 4992031.299,1396088.71 4992054.23,1396085.45650194 4992055.98821081,1396055.912 4991999.386,1396043.016 4991974.68,1395974.26 4992011.23,1395984.414 4992029.957,1395989.164 4992038.727,1395988.792 4992038.949,1395990.925 4992043.377,1395991.283 4992043.251,1395997.079 4992053.558,1396009.241 4992075.128,1396014.3 4992086.08,1396009.889 4992091.871,1395993.176 4992060.326,1395986.462 4992047.673,1395986.202 4992047.802,1395982.958 4992041.779,1395982.657 4992041.876,1395970.627 4992018.075,1395969.939 4992018.45,1395967.51 4992014.45,1395879.62 4992059.98,1395874.46 4992049.89,1395920.182 4992026.436,1395930.03 4992021.118));136;garibaldi;1;3000;7890;1396107,3125;4991936,5
POLYGON ((1396723.468 4991689.71,1396734.931 4991687.616,1396811.958 4991644.859,1396819.867 4991660.191,1396756.35 4991692.995,1396751.836 4991690.572,1396729.994 4991702.201,1396723.468 4991689.71));137;mollino;1;;1477;1396777,125;4991673,5
POLYGON ((1393134.59799996 4992754.28999944,1393134.41388113 4992750.01993041,1393129.47779807 4992750.23502924,1393128.76199996 4992733.55499944,1393161.41697683 4992732.39541109,1393161.89575927 4992748.96942873,1393155.68030179 4992749.23084085,1393155.85899996 4992753.37699944,1393134.59799996 4992754.28999944));138;chironi;4;4634;631;1393145,4375;4992743,5
POLYGON ((1393133.34728154 4992703.45897015,1393154.99899996 4992702.41999944,1393155.22230178 4992706.86864757,1393160.08684337 4992706.64642944,1393160.71233103 4992721.22198161,1393128.28233581 4992722.37752908,1393127.67438652 4992708.21066808,1393133.674 4992707.853,1393133.34728154 4992703.45897015));139;chironi;4;4634;564;1393144,125;4992712,5
POLYGON ((1395334.82542771 4993267.53952967,1395317.02737793 4993255.15400318,1395371.17574506 4993230.92366299,1395364.24979664 4993254.58955673,1395388.07754258 4993299.46112457,1395392.72299996 4993296.99899944,1395399.23099996 4993300.89199944,1395390.25599996 4993325.97299944,1395380.78499996 4993330.42399944,1395352.50199996 4993322.23199944,1395354.02299996 4993314.83199944,1395358.78399996 4993312.29799944,1395334.82099996 4993267.52899944,1395334.82542771 4993267.53952967));140;spina 3;4;;3360;1395358,125;4993274
POLYGON ((1395387.27379669 4993342.68558479,1395395.93599996 4993338.43199944,1395422.78899996 4993346.48699944,1395421.37399996 4993355.35499944,1395418.70281624 4993356.8142868,1395450.6410105 4993416.62098657,1395461.76426197 4993432.54961945,1395414.89899996 4993441.68599944,1395423.69949527 4993421.50787168,1395402.33799996 4993425.36699944,1395403.27299996 4993419.07899944,1395413.06399996 4993413.84299944,1395389.12999996 4993369.08999944,1395384.26999996 4993371.68899944,1395377.60911624 4993368.35047426,1395387.27379669 4993342.68558479));141;spina 3;4;;3686;1395419,625;4993390,25
POLYGON ((1395440.32199996 4993487.40099944,1395453.13407489 4993463.40255073,1395474.33310017 4993461.00946778,1395480.24899996 4993472.72399944,1395488.48299996 4993493.67599944,1395509.67299996 4993483.18699944,1395517.02099996 4993488.71599944,1395517.81199996 4993488.10399944,1395523.15499996 4993502.46299944,1395528.10099996 4993508.01399944,1395543.66099996 4993515.88299944,1395548.59899996 4993528.47499944,1395472.83099996 4993552.99899944,1395464.50218107 4993522.37853844,1395452.22593919 4993489.50683666,1395446.43199995 4993491.71599944,1395440.32199996 4993487.40099944));142;spina 3;4;;4867;1395493;4993507
POLYGON ((1395432.15633422 4993204.08300692,1395457.87755043 4993192.56495192,1395461.06781147 4993211.74032814,1395492.92399996 4993268.11199944,1395492.10899996 4993270.70099944,1395479.20899996 4993276.95399944,1395476.50099996 4993276.19499944,1395445.28599996 4993219.08799944,1395433.47999996 4993206.99899944,1395432.15633422 4993204.08300692));143;spina 3;4;;1629;1395462,5;4993232,5
