Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data Segnalazione;Ora Segnalazione
Qualità Urbana;Altro;7;CASALE/(CORSO)                                                        ;;24/10/2013;14.13
Qualità Urbana;Altro;10;BERTANI/AGOSTINO (VIA)                                                ;Area Verde;25/10/2013;
Qualità Urbana;Altro;1;MINZONI/DON GIOVANNI (VIA)                                            ;;28/10/2013;
Qualità Urbana;Altro;1;VITTORIO EMANUELE II/(CORSO)                                          ;;31/10/2013;
Qualità Urbana;Altro;3;BIXIO/NINO (VIA)                                                      ;;31/10/2013;
Qualità Urbana;Altro;3;CREA/(VIA)                                                            ;;04/11/2013;
Qualità Urbana;Altro;6;GIULIO CESARE/(CORSO)                                                 ;;06/11/2013;
Qualità Urbana;Altro;7;FARINI/CARLO LUIGI (CORSO)                                            ;;10/11/2013;
Qualità Urbana;Altro;1;GARIBALDI/GIUSEPPE (VIA)                                              ;;12/11/2013;
Qualità Urbana;Altro;5;CASTELDELFINO/(VIA)                                                   ;;12/11/2013;
Qualità Urbana;Altro;1;SOMMEILLER/GERMANO (CORSO)                                            ;;15/11/2013;
Qualità Urbana;Altro;2;CATTANEO/RICCARDO (PIAZZA)                                            ;;15/11/2013;
Qualità Urbana;Altro;5;SANSOVINO/ANDREA (VIA)                                                ;;15/11/2013;
Qualità Urbana;Altro;1;GRAMSCI/ANTONIO (VIA)                                                 ;;17/11/2013;
Qualità Urbana;Altro;1;CAVOUR (VIA)                                                          ;;18/11/2013;
Qualità Urbana;Altro;7;COMO/(VIA)                                                            ;;18/11/2013;
Qualità Urbana;Altro;;;;19/11/2013;
Qualità Urbana;Altro;4;S. DONATO/(VIA)                                                       ;;19/11/2013;
Qualità Urbana;Altro;3;TRAPANI/(CORSO)                                                       ;;26/11/2013;
Qualità Urbana;Altro;7;BALBO/CESARE (VIA)                                                    ;;28/11/2013;
Qualità Urbana;Altro;4;COSSA/PIETRO (VIA)                                                    ;;29/11/2013;
Qualità Urbana;Altro;6;TARANTO/(CORSO)                                                       ;;29/11/2013;
Qualità Urbana;Altro;6;LEINI'/(VIA)                                                          ;;02/12/2013;
Qualità Urbana;Altro;5;FOLIGNO/(VIA)                                                         ;;03/12/2013;
Qualità Urbana;Altro;8;D'AZEGLIO/MASSIMO (CORSO)                                             ;;04/12/2013;
Qualità Urbana;Altro;10;TORRAZZA PIEMONTE/(VIA)                                               ;;04/12/2013;
Qualità Urbana;Altro;3;CAVALLI/GIOVANNI CARLO (VIA)                                          ;;05/12/2013;
Qualità Urbana;Altro;7;MARTINI/LORENZO (VIA)                                                 ;;06/12/2013;
Qualità Urbana;Altro;9;SPANO/GIOVANNI (VIA)                                                  ;;12/12/2013;
Qualità Urbana;Altro;7;TORTONA/(CORSO)                                                       ;;13/12/2013;
Qualità Urbana;Altro;6;FRANCESE/(STRADA DEL)                                                 ;;16/12/2013;
Qualità Urbana;Altro;2;FILADELFIA/(VIA)                                                      ;;17/12/2013;
Qualità Urbana;Altro;9;VALENZA/(VIA)                                                         ;;17/12/2013;
Qualità Urbana;Altro;7;REGGIO/(VIA)                                                          ;;17/12/2013;10.48
Qualità Urbana;Altro;3;ISONZO/(VIA)                                                          ;;18/12/2013;
Qualità Urbana;Altro;7;BRESCIA/(CORSO)                                                       ;;18/12/2013;
Qualità Urbana;Altro;6;PORPORA/NICOLA (VIA)                                                  ;;19/12/2013;
Qualità Urbana;Altro;6;PORPORA/NICOLA (VIA)                                                  ;;19/12/2013;
Qualità Urbana;Altro;7;CARCANO/GIULIO (VIA)                                                  ;;24/12/2013;
Qualità Urbana;Altro;10;TONALE/(VIA)                                                          ;;30/12/2013;
Qualità Urbana;Altro;10;VIGLIANI/ONORATO (VIA)                                                ;;30/12/2013;11.53
Qualità Urbana;Decoro e degrado urbano;5;VILLAR/(VIA)                                                          ;;02/01/2012;08.00
Qualità Urbana;Decoro e degrado urbano;10;VALLARSA/(VIA)                                                        ;;02/01/2012;14.21
Qualità Urbana;Decoro e degrado urbano;1;VERDI/GIUSEPPE (VIA)                                                  ;;16/01/2012;
Qualità Urbana;Decoro e degrado urbano;2;ORBASSANO/(CORSO)                                                     ;;16/01/2012;12.00
Qualità Urbana;Decoro e degrado urbano;2;FRINCO/(VIA)                                                          ;;16/01/2012;14.50
Qualità Urbana;Decoro e degrado urbano;5;BARACCA/FRANCESCO (VIA)                                               ;;17/01/2012;
Qualità Urbana;Decoro e degrado urbano;3;LANCIA/VINCENZO (VIA)                                                 ;;17/01/2012;12.22
Qualità Urbana;Decoro e degrado urbano;6;SCARLATTI/ALESSANDRO (VIA)                                            ;;18/01/2012;
Qualità Urbana;Decoro e degrado urbano;6;MALONE/(VIA)                                                          ;;20/01/2012;
Qualità Urbana;Decoro e degrado urbano;6;VERCELLI/(CORSO)                                                      ;;20/01/2012;
Qualità Urbana;Decoro e degrado urbano;4;ARONA/(VIA)                                                           ;;23/01/2012;
Qualità Urbana;Decoro e degrado urbano;5;PIANEZZA/(VIA)                                                        ;;23/01/2012;
Qualità Urbana;Decoro e degrado urbano;7;CASALE/(CORSO)                                                        ;;23/01/2012;
Qualità Urbana;Decoro e degrado urbano;5;SANSOVINO/ANDREA (VIA)                                                ;Area Verde;23/01/2012;10.01
Qualità Urbana;Decoro e degrado urbano;10;ARTOM/EMANUELE (VIA)                                                  ;;23/01/2012;10.17
Qualità Urbana;Decoro e degrado urbano;2;NOMIS DI COSSILLA/AUGUSTO (VIA)                                       ;;23/01/2012;11.22
Qualità Urbana;Decoro e degrado urbano;6;BELLACOMBA/(STRADA)                                                   ;;24/01/2012;
Qualità Urbana;Decoro e degrado urbano;1;CARLO EMANUELE II/(PIAZZA)                                            ;;25/01/2012;
Qualità Urbana;Decoro e degrado urbano;4;PESSINETTO/(VIA)                                                      ;;25/01/2012;
Qualità Urbana;Decoro e degrado urbano;5;PIANEZZA/(VIA)                                                        ;;25/01/2012;
Qualità Urbana;Decoro e degrado urbano;7;AGRIGENTO/(LUNGO DORA)                                                ;;25/01/2012;
Qualità Urbana;Decoro e degrado urbano;9;GIACOMINI/CARLO (PIAZZA)                                              ;;25/01/2012;
Qualità Urbana;Decoro e degrado urbano;3;TRAPANI/(CORSO)                                                       ;Area Verde;26/01/2012;
Qualità Urbana;Decoro e degrado urbano;2;CASALEGNO/CARLO (VIA)                                                 ;;30/01/2012;09.46
Qualità Urbana;Decoro e degrado urbano;5;GROSSETO/(CORSO)                                                      ;;31/01/2012;
Qualità Urbana;Decoro e degrado urbano;1;S. TERESA/(VIA)                                                       ;;03/02/2012;
Qualità Urbana;Decoro e degrado urbano;7;PASINI/ALBERTO (PIAZZA)                                               ;;03/02/2012;
Qualità Urbana;Decoro e degrado urbano;6;PALERMO/(CORSO)                                                       ;;03/02/2012;12.50
Qualità Urbana;Decoro e degrado urbano;5;POTENZA/(CORSO)                                                       ;;06/02/2012;
Qualità Urbana;Decoro e degrado urbano;8;S. VITO/(STRADA ANTICA DI)                                            ;;07/02/2012;
Qualità Urbana;Decoro e degrado urbano;4;ZUMAGLIA/(VIA)                                                        ;;07/02/2012;08.00
Qualità Urbana;Decoro e degrado urbano;1;REGINA MARGHERITA/(CORSO)                                             ;;08/02/2012;
Qualità Urbana;Decoro e degrado urbano;4;COLLEGNO/(STRADA ANTICA DI)                                           ;;08/02/2012;
Qualità Urbana;Decoro e degrado urbano;4;DIGIONE/(VIA)                                                         ;;08/02/2012;
Qualità Urbana;Decoro e degrado urbano;8;PELLICO/SILVIO (VIA)                                                  ;;08/02/2012;
Qualità Urbana;Decoro e degrado urbano;2;SARPI/PAOLO (VIA)                                                     ;;09/02/2012;
Qualità Urbana;Decoro e degrado urbano;7;MONDOVI'/(VIA)                                                        ;;10/02/2012;
Qualità Urbana;Decoro e degrado urbano;4;PACCHIOTTI/GIACINTO (VIA)                                             ;;13/02/2012;
Qualità Urbana;Decoro e degrado urbano;8;SICILIA/(CORSO)                                                       ;;13/02/2012;
Qualità Urbana;Decoro e degrado urbano;1;FERRARIS/GALILEO (CORSO)                                              ;;13/02/2012;08.00
Qualità Urbana;Decoro e degrado urbano;3;ADRIANO/(PIAZZA)                                                      ;;14/02/2012;
Qualità Urbana;Decoro e degrado urbano;4;PACCHIOTTI/GIACINTO (VIA)                                             ;;15/02/2012;
Qualità Urbana;Decoro e degrado urbano;3;SAGRA DI S. MICHELE/(VIA)                                             ;;16/02/2012;
Qualità Urbana;Decoro e degrado urbano;5;REISS ROMOLI/GUGLIELMO (VIA)                                          ;;16/02/2012;
Qualità Urbana;Decoro e degrado urbano;7;MONTEMAGNO/(VIA)                                                      ;;16/02/2012;
Qualità Urbana;Decoro e degrado urbano;10;TORRAZZA PIEMONTE/(VIA)                                               ;;17/02/2012;
Qualità Urbana;Decoro e degrado urbano;3;TOLMINO/(VIA)                                                         ;;18/02/2012;
Qualità Urbana;Decoro e degrado urbano;9;BRAMANTE/(CORSO)                                                      ;;20/02/2012;
Qualità Urbana;Decoro e degrado urbano;4;MURRONI/(STRADA)                                                      ;;20/02/2012;12.15
Qualità Urbana;Decoro e degrado urbano;4;ZUMAGLIA/(VIA)                                                        ;;20/02/2012;12.41
Qualità Urbana;Decoro e degrado urbano;1;MATTEOTTI/GIACOMO (CORSO)                                             ;;22/02/2012;
Qualità Urbana;Decoro e degrado urbano;3;REVELLO/(VIA)                                                         ;;22/02/2012;
Qualità Urbana;Decoro e degrado urbano;8;BRAMANTE/(CORSO)                                                      ;;22/02/2012;08.00
Qualità Urbana;Decoro e degrado urbano;1;S. FRANCESCO DA PAOLA/(VIA)                                           ;;23/02/2012;
Qualità Urbana;Decoro e degrado urbano;2;TAZZOLI/ENRICO (CORSO)                                                ;;23/02/2012;
Qualità Urbana;Decoro e degrado urbano;5;LANZO/(VIA)                                                           ;;23/02/2012;
Qualità Urbana;Decoro e degrado urbano;9;BERRUTI E FERRERO/(VIA)                                               ;;23/02/2012;
Qualità Urbana;Decoro e degrado urbano;10;CASTELLO DI MIRAFIORI/(STRADA)                                        ;Area Verde;23/02/2012;
