WKT_GEOM;ID_AREE;DENOM;AMBITO;TIPO;LOTTO;GESTIONE;COORD_X;COORD_Y
POLYGON ((1393212.425 4993136.543,1393210.035 4993136.661,1393210.156 4993139.983,1393211.518 4993140.471,1393211.585 4993142.512,1393210.268 4993143.068,1393210.408 4993146.917,1393211.75 4993147.469,1393211.83 4993149.889,1393210.528 4993150.21,1393210.683 4993154.459,1393211.998 4993154.94,1393212.149 4993159.512,1393210.897 4993160.348,1393211.093 4993165.721,1393212.052 4993165.068,1393212.76 4993164.104,1393213.39 4993162.748,1393213.601 4993161.346,1393212.425 4993136.543));6989;VIA DOMODOSSOLA;VIA DOMODOSSOLA / VIA LESSONA\;BANCHINA ALBERATA;4;COMUNALE;1393211,875;4993143
POLYGON ((1398331.854 4997425.987,1398315.068 4997421.74,1398085.999 4997376.068,1398088.51 4997377.303,1398091.877 4997378.485,1398096.064 4997379.412,1398314.786 4997423.035,1398331.554 4997427.279,1398331.854 4997425.987));5992;VIALE FALCHERA;VIALE FALCHERA / STRADA CUORGNE';BANCHINA ALBERATA;6;COMUNALE;1398211;4997401,5
POLYGON ((1398550.553 4993674.918,1398552.438 4993674.012,1398556.205 4993672.821,1398560.101 4993672.174,1398564.05 4993672.084,1398567.559 4993672.476,1398571.391 4993673.436,1398574.395 4993674.662,1398575.177 4993674.81,1398575.955 4993674.641,1398576.606 4993674.182,1398578.434 4993671.154,1398577.216 4993670.452,1398573.237 4993668.803,1398569.078 4993667.684,1398564.804 4993666.9,1398563.369 4993666.823,1398560.217 4993666.887,1398557.088 4993667.27,1398554.014 4993667.969,1398551.026 4993668.975,1398548.155 4993670.278,1398550.553 4993674.918));7986;PIAZZALE CROCE ROSSA ITALIANA;PIAZZALE CROCE ROSSA ITALIANA;GIARDINO;6;COMUNALE;1398563,25;4993671
POLYGON ((1392406.869 4985694.963,1392422.15 4985690.645,1392416.701 4985670.106,1392401.443 4985674.278,1392406.869 4985694.963));8984;VIA FARINELLI ARTURO;VIA FARINELLI ARTURO;VERDE VARIO;10;COMUNALE;1392411,75;4985682,5
POLYGON ((1393224.303 4993161.973,1393223.318 4993161.412,1393223.23 4993159.632,1393221.972 4993158.882,1393221.889 4993157.019,1393223.063 4993156.266,1393222.85 4993151.977,1393221.631 4993151.2,1393221.545 4993149.255,1393222.685 4993148.668,1393222.46 4993144.142,1393221.277 4993143.205,1393221.179 4993140.981,1393222.264 4993140.19,1393222.077 4993136.42,1393220.941 4993135.608,1393220.85 4993133.548,1393221.904 4993132.932,1393221.743 4993129.701,1393219.255 4993129.676,1393220.355 4993161.07,1393220.465 4993161.535,1393220.729 4993161.988,1393221.175 4993162.373,1393221.943 4993162.625,1393223.543 4993162.751,1393224.33 4993162.733,1393224.303 4993161.973));6990;VIA DOMODOSSOLA;VIA DOMODOSSOLA / VIA LESSONA;BANCHINA ALBERATA;4;COMUNALE;1393221,75;4993157
POLYGON ((1398237.951 4997624.367,1398236.024 4997559.535,1398249.788 4997530.59,1398275.858 4997531.377,1398275.829 4997532.62,1398279.819 4997532.708,1398383.487 4997535.251,1398454.301 4997537.206,1398451.034 4997528.794,1398450.289 4997527.13,1398447.528 4997521.876,1398445.499 4997518.3,1398443.469 4997514.975,1398441.258 4997511.77,1398438.853 4997508.722,1398423.905 4997494.908,1398420.905 4997492.478,1398385.322 4997470.964,1398353.152 4997451.931,1398340.429 4997445.604,1398326.984 4997440.611,1398323.441 4997440.252,1398320.95 4997441.386,1398275.434 4997468.584,1398219.929 4997501.964,1398144.861 4997547.412,1398151.502 4997583.353,1398160.58 4997631.022,1398237.951 4997624.367));5993;SPORT;CAMPO DA CALCIO FALCHERA;VERDE SPORTIVO;6;COMUNALE;1398205,8125;4997535,5
POLYGON ((1398585.867 4993676.611,1398583.847 4993679.155,1398583.448 4993680.032,1398583.461 4993680.828,1398583.783 4993681.556,1398586.555 4993685.465,1398588.445 4993689.175,1398588.893 4993689.884,1398589.516 4993690.374,1398594.767 4993692.089,1398593.094 4993687.263,1398591.16 4993683.415,1398588.743 4993679.85,1398585.867 4993676.611));7987;PIAZZALE CROCE ROSSA ITALIANA;PIAZZALE CROCE ROSSA ITALIANA / VIA ROSA;BANCHINA ALBERATA;6;COMUNALE;1398589,125;4993685,25
POLYGON ((1392388.34 4985579.796,1392374.799 4985583.422,1392398.509 4985670.413,1392412.284 4985666.728,1392388.34 4985579.796));8985;VIA TOGLIATTI PALMIRO;VIA TOGLIATTI PALMIRO;VERDE VARIO;10;COMUNALE;1392393,5;4985625,25
POLYGON ((1393239.33 4992868.33,1393285.568 4992864.73,1393281.745 4992789.342,1393279.337 4992785.04,1393278.229 4992764.052,1393280.208 4992759.028,1393278.717 4992729.622,1393213.93 4992732.76,1393213.599 4992844.878,1393239.33 4992868.33));6991;SCUOLA;SCUOLA ITALO CALVINO;VERDE SCOLASTICO;4;COMUNALE;1393249,625;4992799,25
POLYGON ((1398421.499 4993851.881,1398422.04 4993851.266,1398422.647 4993850.315,1398423.076 4993849.272,1398423.315 4993848.17,1398423.356 4993847.043,1398423.198 4993845.927,1398422.845 4993844.856,1398422.309 4993843.863,1398421.607 4993842.981,1398420.759 4993842.237,1398419.794 4993841.653,1398418.742 4993841.249,1398417.634 4993841.037,1398416.506 4993841.023,1398415.394 4993841.209,1398414.332 4993841.587,1398413.353 4993842.147,1398412.488 4993842.871,1398411.764 4993843.736,1398411.204 4993844.715,1398410.826 4993845.777,1398410.641 4993846.89,1398410.654 4993848.017,1398410.867 4993849.125,1398411.271 4993850.178,1398411.855 4993851.143,1398412.599 4993851.99,1398413.481 4993852.692,1398414.474 4993853.228,1398415.545 4993853.581,1398416.661 4993853.739,1398417.788 4993853.698,1398418.891 4993853.458,1398419.933 4993853.029,1398420.884 4993852.422,1398421.499 4993851.881));7988;VIA GHEDINI GIORGIO;VIA GHEDINI GIORGIO / VIA MADDALENE;AIUOLA SPARTITRAFFICO;6;COMUNALE;1398417;4993847,5
POLYGON ((1398481.166 4997548.766,1398482.065 4997551.893,1398484.587 4997561.444,1398486.799 4997571.071,1398488.698 4997580.764,1398490.282 4997590.514,1398491.549 4997600.311,1398495.88 4997599.821,1398500.623 4997591.236,1398501.139 4997590.63,1398501.739 4997590.307,1398565.254 4997569.032,1398566.082 4997568.498,1398567.332 4997567.155,1398481.166 4997548.766));5994;VIA SANT'ELIA ANTONIO;VIA SANT'ELIA ANTONIO / VIALE FALCHERA;GIARDINO;6;COMUNALE;1398518,1875;4997574,5
POLYGON ((1392315.765 4985727.929,1392316.254 4985728.437,1392316.984 4985728.502,1392319.699 4985727.547,1392320.309 4985727.023,1392320.355 4985726.188,1392291.329 4985655.143,1392290.949 4985654.921,1392290.424 4985654.997,1392287.004 4985656.411,1392286.788 4985656.618,1392286.782 4985656.915,1392315.765 4985727.929));8986;VIA TOGLIATTI PALMIRO;VIA TOGLIATTI PALMIRO;BANCHINA ALBERATA;10;COMUNALE;1392303,625;4985691,5
POLYGON ((1392861.177 4992710.885,1392861.013 4992734.598,1392896.709 4992733.061,1392899.325 4992730.167,1392899.472 4992709.835,1392861.188 4992709.1,1392861.177 4992710.885));6992;VIA CARRERA VALENTINO;GIARDINO CARRERA / FOGAZZARO;PIAZZALE ALBERATO;4;COMUNALE;1392880,25;4992722
POLYGON ((1398457.858 4993853.542,1398430.669 4993846.06,1398430.347 4993846.065,1398430.094 4993846.241,1398427.768 4993854.466,1398427.789 4993854.754,1398427.991 4993854.987,1398455.303 4993862.695,1398455.607 4993862.572,1398455.783 4993862.302,1398458.059 4993854.135,1398458.05 4993853.806,1398457.858 4993853.542));7989;VIA GHEDINI GIORGIO;VIA GHEDINI GIORGIO / VIA MADDALENE;AIUOLA SPARTITRAFFICO;6;COMUNALE;1398442,875;4993854,5
POLYGON ((1398600.969 4997585.94,1398615.753 4997569.391,1398614.944 4997568.666,1398614.144 4997568.426,1398613.721 4997568.424,1398594.369 4997570.221,1398594.027 4997570.28,1398593.272 4997570.637,1398592.704 4997571.25,1398592.405 4997572.03,1398592.419 4997572.865,1398592.743 4997573.635,1398600.969 4997585.94));5995;VIA SANT'ELIA ANTONIO;VIA SANT'ELIA ANTONIO / VIA OLMI;AIUOLA SPARTITRAFFICO;6;COMUNALE;1398601,9375;4997577
POLYGON ((1392310.498 4985731.184,1392280.851 4985658.102,1392274.272 4985660.68,1392304.167 4985734.57,1392310.498 4985731.184));8987;VIA TOGLIATTI PALMIRO;VIA TOGLIATTI PALMIRO;BANCHINA ALBERATA;10;COMUNALE;1392292,375;4985696
POLYGON ((1392864.901 4992672.135,1392882.724 4992672.339,1392882.776 4992671.029,1392883.512 4992670.249,1392883.786 4992670.106,1392884.847 4992669.949,1392885.238 4992670.032,1392886.515 4992671.884,1392892.14 4992672.155,1392894.061 4992670.073,1392898.172 4992670.105,1392899.345 4992671.861,1392903.861 4992671.977,1392940.25 4992677.004,1392986.874 4992687.224,1392995.11 4992680.06,1392976.72 4992556.01,1392924.524 4992564.565,1392932.145 4992611.91,1392913.549 4992621.227,1392913.743 4992622.353,1392910.273 4992622.941,1392910.737 4992626.238,1392897.638 4992628.056,1392897.216 4992625.058,1392893.358 4992625.86,1392890.604 4992625.946,1392882.906 4992625.834,1392880.187 4992625.576,1392873.607 4992624.454,1392873.919 4992622.589,1392868.149 4992621.637,1392868.468 4992619.667,1392862.141 4992618.625,1392862.771 4992613.766,1392860.926 4992613.397,1392858.845 4992626.751,1392855.28 4992627.221,1392857.453 4992643.618,1392861.152 4992643.138,1392864.901 4992672.135));6993;SCUOLA;LICEO CATTANEO;VERDE SCOLASTICO;4;COMUNALE;1392950,0625;4992621,5
POLYGON ((1398470.99 4993867.604,1398472.387 4993867.421,1398473.362 4993867.058,1398474.249 4993866.515,1398475.017 4993865.813,1398475.637 4993864.978,1398476.086 4993864.039,1398476.347 4993863.032,1398476.412 4993861.993,1398476.277 4993860.962,1398475.947 4993859.975,1398475.435 4993859.069,1398474.76 4993858.277,1398473.946 4993857.629,1398473.023 4993857.149,1398472.026 4993856.853,1398470.99 4993856.753,1398469.954 4993856.853,1398468.957 4993857.148,1398468.034 4993857.629,1398467.22 4993858.277,1398466.544 4993859.068,1398466.032 4993859.974,1398465.702 4993860.961,1398465.567 4993861.992,1398465.631 4993863.031,1398465.893 4993864.038,1398466.341 4993864.977,1398466.961 4993865.813,1398467.729 4993866.515,1398468.616 4993867.058,1398469.591 4993867.421,1398470.99 4993867.604));7990;VIA GHEDINI GIORGIO;VIA GHEDINI GIORGIO / VIA MADDALENE;AIUOLA SPARTITRAFFICO;6;COMUNALE;1398471;4993862
POLYGON ((1398592.853 4997559.178,1398581.6 4997558.833,1398580.933 4997559.127,1398580.453 4997559.676,1398580.251 4997560.376,1398580.364 4997561.096,1398580.772 4997561.7,1398581.539 4997562.116,1398672.548 4997565.112,1398712.925 4997566.617,1398750.152 4997568.209,1398750.898 4997568.058,1398751.519 4997567.617,1398751.906 4997566.962,1398751.984 4997566.632,1398751.93 4997565.873,1398751.573 4997565.201,1398750.973 4997564.732,1398750.072 4997564.55,1398592.853 4997559.178));5996;VIA SANT'ELIA ANTONIO;VIA SANT'ELIA ANTONIO;BANCHINA ALBERATA;6;COMUNALE;1398672,125;4997563,5
POLYGON ((1392171.578 4985809.379,1392177.057 4985806.481,1392168.912 4985796.336,1392164.925 4985799.538,1392164.62 4985800.282,1392164.838 4985801.085,1392171.578 4985809.379));8988;VIA RIGOLA GIUSEPPE;VIA RIGOLA GIUSEPPE;BANCHINA ALBERATA;10;COMUNALE;1392170,875;4985803,5
POLYGON ((1392848.464 4992671.993,1392864.901 4992672.135,1392861.152 4992643.138,1392857.453 4992643.618,1392855.28 4992627.221,1392858.845 4992626.751,1392860.926 4992613.397,1392862.771 4992613.766,1392862.141 4992618.625,1392868.468 4992619.667,1392868.149 4992621.637,1392873.919 4992622.589,1392873.607 4992624.454,1392880.187 4992625.576,1392882.906 4992625.834,1392890.604 4992625.946,1392893.358 4992625.86,1392897.216 4992625.058,1392897.638 4992628.056,1392910.737 4992626.238,1392910.273 4992622.941,1392913.743 4992622.353,1392913.549 4992621.227,1392932.145 4992611.91,1392924.524 4992564.565,1392835.505 4992579.153,1392848.464 4992671.993));6994;SCUOLA;SCUOLA MATERNA TESORIERA;VERDE SCOLASTICO;4;COMUNALE;1392890,6875;4992618,5
POLYGON ((1398477.87 4997537.41,1398479.372 4997542.585,1398567.933 4997561.482,1398568.729 4997561.49,1398569.465 4997561.187,1398570.025 4997560.62,1398570.319 4997559.881,1398570.535 4997554.494,1398509.037 4997543.014,1398477.87 4997537.41));5997;VIA SANT'ELIA ANTONIO;VIA SANT'ELIA ANTONIO / VIALE FALCHERA / VIA TOCE;BANCHINA ALBERATA;6;COMUNALE;1398527,5;4997549,5
POLYGON ((1398555.309 4993914.08,1398584.06 4993931.75,1398599.391 4993913.115,1398589.714 4993866.674,1398575.181 4993855.072,1398488.042 4993861.497,1398485.36 4993871.09,1398555.309 4993914.08));7991;SCUOLA;"ASILO NIDO ""PINETA""";VERDE SCOLASTICO;6;COMUNALE;1398558,4375;4993893,5
POLYGON ((1392159.634 4985816.436,1392146.701 4985800.882,1392143.518 4985797.317,1392139.794 4985792.419,1392108.101 4985753.398,1392107.064 4985752.682,1392106.077 4985752.604,1392105.074 4985753.037,1392100.149 4985756.855,1392101.324 4985756.828,1392102.317 4985757.299,1392135.321 4985797.487,1392153.41 4985819.66,1392159.634 4985816.436));8989;VIA RIGOLA GIUSEPPE;VIA RIGOLA GIUSEPPE;BANCHINA ALBERATA;10;COMUNALE;1392129,875;4985785,5
POLYGON ((1392757.925 4992485.383,1392758.946 4992494.142,1392758.983 4992495.192,1392760.961 4992514.643,1392763.995 4992546.821,1392798.579 4992537.978,1392818.265 4992668.772,1392818.915 4992671.695,1392848.464 4992671.993,1392835.505 4992579.153,1392924.524 4992564.565,1392976.72 4992556.01,1392971.973 4992523.785,1392936.406 4992282.888,1392935.569 4992282.021,1392934.232 4992269.992,1392934.15 4992265.14,1392914.79 4992264.335,1392855.278 4992261.651,1392855.161 4992264.263,1392854.242 4992266.277,1392852.976 4992268.094,1392851.405 4992269.654,1392849.942 4992270.695,1392847.953 4992271.668,1392846.514 4992272.118,1392844.325 4992272.452,1392842.257 4992272.404,1392840.086 4992271.969,1392838.779 4992271.5,1392836.773 4992270.419,1392836.012 4992269.87,1392834.398 4992268.355,1392833.655 4992267.435,1392832.516 4992265.536,1392831.779 4992263.614,1392831.807 4992260.601,1392783 4992259.01,1392742.36 4992257.158,1392749.436 4992326.089,1392739.842 4992327.24,1392744.452 4992372.445,1392750.889 4992429.53,1392751.662 4992429.53,1392753.149 4992441.9,1392755.633 4992465.735,1392757.925 4992485.383));6995;PARCO TESORIERA;PARCO TESORIERA;PARCO;4;COMUNALE;1392858,25;4992418,75
POLYGON ((1397335.186 4995320.411,1397333.437 4995315.637,1397328.729 4995316.078,1397234.271 4995335.028,1397233.808 4995332.571,1397229.76 4995333.248,1397225.522 4995334.504,1397221.476 4995336.284,1397217.688 4995338.561,1397215.183 4995340.464,1397211.973 4995343.502,1397208.578 4995347.674,1397206.067 4995351.391,1397204.038 4995355.392,1397202.523 4995359.615,1397201.512 4995364.211,1397201.115 4995368.68,1397201.276 4995373.163,1397201.995 4995377.591,1397202.374 4995379.126,1397203.562 4995381.923,1397211.775 4995378.221,1397211.826 4995372.714,1397278.387 4995342.713,1397275.106 4995335.434,1397320.161 4995325.725,1397335.186 4995320.411));5001;CORSO GROSSETO;CORSO GROSSETO / VIA VERONESE;GIARDINO;6;DI QUARTIERE;1397236,375;4995349
POLYGON ((1397930.553 4997769.805,1398068.995 4997746.243,1398070.486 4997746.219,1398070.052 4997744.963,1398070.116 4997744.388,1397930.044 4997767.32,1397930.553 4997769.805));5998;CASCINA;CASCINA FALCHERA;BANCHINA ALBERATA;6;COMUNALE;1397998,875;4997757
POLYGON ((1398278.13 4993673.301,1398254.81 4993711.63,1398258.256 4993726.666,1398259.801 4993732.251,1398286.715 4993748.812,1398317.89 4993697.984,1398313.39 4993695.202,1398310.832 4993693.792,1398303.122 4993689.063,1398301.954 4993688.143,1398278.13 4993673.301));7992;EDIFICIO COMUNALE;"COMUNITA' ALLOGGIO ""CIMAROSA""";VERDE VARIO;6;COMUNALE;1398286,375;4993713,5
POLYGON ((1392163.422 4985789.502,1392114.065 4985728.019,1392108.748 4985732.112,1392157.909 4985792.569,1392158.641 4985792.957,1392159.544 4985792.71,1392163.422 4985789.502));8990;VIA RIGOLA GIUSEPPE;VIA RIGOLA GIUSEPPE;BANCHINA ALBERATA;10;COMUNALE;1392136,125;4985760,5
POLYGON ((1397928.739 4997760.942,1397929.049 4997762.457,1398070.719 4997739.019,1398071.082 4997738.74,1398070.465 4997735.913,1397928.739 4997760.942));5999;CASCINA;CASCINA FALCHERA;BANCHINA ALBERATA;6;COMUNALE;1398002,3125;4997749
POLYGON ((1398278.13 4993673.301,1398301.954 4993688.143,1398303.122 4993689.063,1398310.832 4993693.792,1398313.39 4993695.202,1398317.89 4993697.984,1398347.689 4993716.388,1398357.446 4993722.1,1398363.771 4993711.731,1398284.407 4993662.983,1398278.13 4993673.301));7993;VIA MONCRIVELLO;VIA CIMAROSA DOMENICO / VIA MONCRIVELLO;GIARDINO;6;COMUNALE;1398320,625;4993692,5
POLYGON ((1398944.271 4991823.082,1398945.728 4991824.809,1398947.36 4991826.371,1398949.149 4991827.752,1398951.074 4991828.935,1398953.113 4991829.908,1398954.138 4991830.301,1398956.517 4991830.91,1398958.655 4991831.193,1398960.811 4991831.237,1398962.958 4991831.041,1398965.07 4991830.608,1398967.121 4991829.944,1398969.086 4991829.055,1399004.223 4991806.958,1399005.929 4991805.67,1399007.481 4991804.2,1399008.858 4991802.565,1399010.043 4991800.785,1399011.022 4991798.885,1399011.781 4991796.887,1399012.312 4991794.816,1399012.629 4991792.412,1399012.64 4991790.207,1399012.412 4991788.014,1399011.947 4991785.859,1399011.251 4991783.767,1399010.331 4991781.762,1399009.549 4991780.406,1398995.218 4991758.344,1398993.861 4991756.719,1398992.33 4991755.257,1398990.593 4991753.945,1398988.716 4991752.874,1398986.732 4991752.017,1398984.665 4991751.386,1398982.541 4991750.987,1398980.386 4991750.826,1398978.227 4991750.905,1398976.089 4991751.223,1398974 4991751.775,1398971.984 4991752.556,1398970.448 4991753.335,1398935.292 4991775.399,1398933.637 4991776.731,1398932.142 4991778.241,1398930.827 4991779.91,1398929.709 4991781.717,1398928.802 4991783.637,1398928.116 4991785.648,1398927.662 4991787.724,1398927.445 4991789.837,1398927.467 4991791.962,1398927.728 4991794.07,1398928.058 4991795.609,1398928.732 4991797.78,1398929.63 4991799.868,1398930.743 4991801.849,1398944.271 4991823.082));5002;PIAZZA TOTI ENRICO;PIAZZA TOTI ENRICO;GIARDINO;7P;DI QUARTIERE;1398970,0625;4991791
POLYGON ((1392127.237 4985717.181,1392116.18 4985726.58,1392129.252 4985742.553,1392131.937 4985729.196,1392127.237 4985717.181));8991;VIA RIGOLA GIUSEPPE;VIA RIGOLA GIUSEPPE;VERDE VARIO;10;COMUNALE;1392124;4985728
POLYGON ((1393346.256 4992480.892,1393351.459 4992490.443,1393360.072 4992506.539,1393361.738 4992507.645,1393363.11 4992508.004,1393364.536 4992507.798,1393366.063 4992506.821,1393366.908 4992505.882,1393367.329 4992505.026,1393367.642 4992503.63,1393353.289 4992477.163,1393265.851 4992315.777,1393262.82 4992310.334,1393262.556 4992310.055,1393262.216 4992309.868,1393261.836 4992309.793,1393261.451 4992309.837,1393256.29 4992312.531,1393255.903 4992312.899,1393255.776 4992313.224,1393255.765 4992313.572,1393255.873 4992313.903,1393258.413 4992318.659,1393346.256 4992480.892));6997;CORSO LECCE;CORSO LECCE / VIA RIVOLI / VIA PILO;BANCHINA ALBERATA;4;COMUNALE;1393311,75;4992408,75
POLYGON ((1397633.103 4992806.461,1397650.045 4992779.264,1397650.291 4992778.597,1397650.244 4992777.46,1397650.023 4992776.971,1397649.664 4992776.622,1397637.396 4992769.24,1397636.541 4992768.947,1397635.813 4992768.921,1397634.769 4992769.191,1397634.343 4992769.463,1397634.024 4992769.827,1397600.522 4992823.868,1397600.21 4992824.775,1397600.191 4992825.551,1397600.497 4992826.662,1397600.795 4992827.115,1397601.187 4992827.451,1397613.042 4992834.624,1397613.463 4992834.788,1397614.287 4992834.761,1397615.525 4992834.163,1397616.444 4992833.203,1397633.103 4992806.461));5003;CORSO NOVARA;CORSO NOVARA / VIA PERUGIA;PIAZZALE ALBERATO;7P;DI QUARTIERE;1397625,25;4992801,5
POLYGON ((1398315.389 4993579.375,1398310.982 4993576.913,1398167.082 4993812.87,1398171.548 4993815.532,1398199.816 4993768.969,1398198.631 4993765.125,1398205.655 4993753.507,1398209.632 4993752.953,1398315.389 4993579.375));7994;VIA CIMAROSA DOMENICO;VIA CIMAROSA DOMENICO;BANCHINA ALBERATA;6;COMUNALE;1398241,25;4993696,25
POLYGON ((1398573.105 4997188.85,1398603.052 4997201.155,1398655.172 4997223.467,1398751.562 4997264.532,1398754.215 4997261.471,1398751.734 4997260.215,1398749.092 4997258.723,1398745.954 4997255.857,1398744.109 4997254.043,1398737.734 4997246.618,1398736.446 4997245.363,1398733.086 4997242.719,1398696.279 4997152.5,1398677.52 4997106.018,1398661.723 4997046.351,1398654.214 4997037.289,1398647.068 4997029.96,1398639.273 4997022.205,1398575.219 4997183.593,1398573.105 4997188.85));6000;CORSO VERCELLI;CORSO VERCELLI / VIA MARINUZZI (AUTOSTRADA TO-MI);GIARDINO;6;COMUNALE;1398663,625;4997140,25
POLYGON ((1391508.377 4992670.482,1391483.402 4992671.937,1391482.163 4992672.078,1391481.567 4992672.3,1391480.993 4992672.714,1391480.647 4992673.14,1391480.395 4992673.83,1391480.366 4992674.55,1391482.945 4992729.889,1391483.154 4992731.049,1391483.446 4992731.547,1391483.927 4992731.897,1391484.873 4992732.19,1391485.825 4992732.214,1391558.381 4992725.058,1391559.137 4992724.821,1391559.74 4992724.307,1391560.093 4992723.598,1391560.14 4992722.807,1391559.8 4992721.949,1391524.289 4992670.966,1391523.616 4992670.273,1391522.755 4992669.836,1391521.713 4992669.705,1391508.377 4992670.482));5004;VIA COSSA PIETRO;VIA COSSA PIETRO / VIA PERRERO;GIARDINO;4;DI QUARTIERE;1391513,375;4992701
POLYGON ((1392096.92 4985752.172,1392101.785 4985748.203,1392102.426 4985747.435,1392102.505 4985746.913,1392102.297 4985746.411,1392070.541 4985707.259,1392065.709 4985711.259,1392097.233 4985749.927,1392097.464 4985750.329,1392097.56 4985750.764,1392097.393 4985751.52,1392096.92 4985752.172));8992;VIA RIGOLA GIUSEPPE;VIA RIGOLA GIUSEPPE;BANCHINA ALBERATA;10;COMUNALE;1392084,125;4985729
POLYGON ((1393381.133 4992496.716,1393386.869 4992507.308,1393387.309 4992507.849,1393387.835 4992508.307,1393388.431 4992508.668,1393389.08 4992508.922,1393389.764 4992509.061,1393390.461 4992509.081,1393391.151 4992508.981,1393391.814 4992508.765,1393392.43 4992508.439,1393392.981 4992508.011,1393393.451 4992507.496,1393393.826 4992506.908,1393394.094 4992506.265,1393394.249 4992505.585,1393394.285 4992504.888,1393394.204 4992504.21,1393388.103 4992492.942,1393283.415 4992299.609,1393282.874 4992299.261,1393282.452 4992299.164,1393282.02 4992299.186,1393276.791 4992301.902,1393276.437 4992302.212,1393276.291 4992302.524,1393276.259 4992302.866,1393276.347 4992303.199,1393381.133 4992496.716));6998;CORSO LECCE;CORSO LECCE / VIA RIVOLI / VIA PILO;BANCHINA ALBERATA;4;COMUNALE;1393335,25;4992403,75
POLYGON ((1397923.05 4993705.08,1398033.375 4993751.689,1398039.648 4993754.325,1398074.83 4993769.19,1398081.632 4993773.337,1398083.085 4993774.223,1398159.12 4993820.57,1398215.43 4993728.05,1398149.781 4993687.992,1398136.495 4993709.652,1398120.48 4993699.767,1398115.138 4993708.418,1398099.241 4993698.534,1398093.924 4993707.235,1398078.143 4993697.4,1398069.949 4993710.709,1398061.044 4993705.158,1398028.606 4993661.219,1398012.883 4993610.921,1398004.773 4993605.525,1397965.734 4993668.704,1397951.51 4993660.149,1397940.936 4993676.335,1397923.05 4993705.08));7995;SPORT;"CAMPO SPORTIVO ""CITTA' DI BAGNEUX""";CONCESSIONE;6;COMUNALE;1398066,375;4993713
