WKT_GEOM;ID_STALLO;ELEM_RIL;NUM_STALLI;ORDINANZA;NOTE;VIA;NUM_CIVICO;DATA_RIL;COORD_X;COORD_Y
POINT (1399004.45810596 4991202.00964932);2937;Stalli disabili;1;ND;lun_ven 8_17;VIA MONTEMAGNO;57;20160201000000;;
POINT (1398568.11518291 4991238.27411395);2938;Stalli disabili;1;2000;Nessuna;VIA BARDASSANO;5;20160201000000;;
POINT (1398589.04303081 4991192.9984486);2939;Stalli disabili;1;2004;8_18;VIA BARDASSANO;5;20160201000000;;
POINT (1398598.73952143 4991178.52977546);2940;Stalli disabili;1;2003_04745;7_18 salita e discesa bambini;VIA BARDASSANO;5;20160201000000;;
POINT (1400203.70993351 4992614.56695638);2942;Stalli disabili;1;ND;lun_ven 08:00_20:00;PIAZZA MODENA GUSTAVO;2;20160202000000;;
POINT (1402985.47812019 4992602.09088363);2944;Stalli disabili;1;ND;Nessuna;STRADA COMUNALE DELLA BASILICA DI SOPERGA;0;20160204000000;;
POINT (1403014.11701265 4992496.48097357);2945;Stalli disabili;1;ND;Nessuna;STRADA COMUNALE DELLA BASILICA DI SOPERGA;0;20160204000000;;
POINT (1398511.41502676 4987351.61316674);2947;Stalli disabili;1;ND;Nessuna;STRADA COMUNALE DI S_ VITO_REVIGLIASCO;460;20160217000000;;
POINT (1396952.18613931 4991151.4553107);2959;Stalli disabili;1;ND;Nessuna;VIA S_ MASSIMO;9;20160520000000;;
POINT (1394674.46117999 4993093.61819743);2960;Stalli disabili;1;2016_81545;Nessuna;VIA PRINCIPESSA CLOTILDE;75;20160524000000;;
POINT (1394384.44130367 4994278.70494765);2961;Stalli disabili;1;2016_81543;Nessuna;VIA VAL DELLA TORRE;59_61;20160524000000;;
POINT (1395319.97984788 4994003.9110646);2963;Stalli disabili;1;ND;Nessuna;VIA ORVIETO;1_9;20160524000000;;
POINT (1395327.63557629 4994052.18067028);2964;Stalli disabili;1;ND;Nessuna;VIA ORVIETO;1_11;20160524000000;;
POINT (1395332.43483504 4994080.82325384);2965;Stalli disabili;1;ND;Nessuna;VIA ORVIETO;1_27;20160524000000;;
POINT (1395342.38962682 4994140.52191673);2966;Stalli disabili;1;ND;Nessuna;VIA ORVIETO;1_35;20160524000000;;
POINT (1396110.77403663 4995129.84588185);2967;Stalli disabili;1;2016_80933;Nessuna;VIA PALLI NATALE;47;20160524000000;;
POINT (1398596.92284077 4994678.44833657);2968;Stalli disabili;1;2016_81117;Nessuna;VIA BOTTICELLI SANDRO;118;20160524000000;;
POINT (1399679.68083694 4994911.4222901);2969;Stalli disabili;1;2016_80771;Nessuna;VIA CHIESA DAMIANO;3;20160524000000;;
POINT (1399407.37330292 4992293.77295424);2970;Stalli disabili;1;2016_81009;Nessuna;LUNGO DORA VOGHERA;130;20160524000000;;
POINT (1399450.77944616 4992281.26826773);2971;Stalli disabili;1;2016_80937;Nessuna;CORSO CADORE;2;20160524000000;;
POINT (1398536.89849997 4991669.62311381);2972;Stalli disabili;1;2016_81222;Nessuna;VIA ANDORNO;17;20160524000000;;
POINT (1395810.29482432 4991713.14518717);2973;Stalli disabili;1;2016_81855;Nessuna;VIA S_ DALMAZZO;26;20160526000000;;
POINT (1395308.39528556 4991141.61085658);2975;Stalli disabili;1;2016_81104;Nessuna;CORSO VITTORIO EMANUELE II;93;20160526000000;;
POINT (1393781.63318919 4991166.47134876);2976;Stalli disabili;1;2016_80451;Nessuna;VIA DI NANNI DANTE;81;20160526000000;;
POINT (1396515.89533515 4990548.35401235);2977;Stalli disabili;1;2016_81105;Nessuna;CORSO VITTORIO EMANUELE II;34;20160526000000;;
POINT (1396475.46034573 4990568.57612641);2978;Stalli disabili;1;2016_81106;Nessuna;CORSO VITTORIO EMANUELE II;32;20160526000000;;
POINT (1393948.77700706 4991216.78642351);2979;Stalli disabili;1;2016_80120;Nessuna;VIA GERMANASCA;22;20160526000000;;
POINT (1396575.90428396 4992443.93205671);2980;Stalli disabili;1;2016_80979;Nessuna;PIAZZA ALBERA DON PAOLO;15;20160527000000;;
POINT (1396547.00638591 4992424.60274501);2981;Stalli disabili;1;2016_80980;Nessuna;PIAZZA ALBERA DON PAOLO;5;20160527000000;;
POINT (1394069.42074526 4990696.31637844);2983;Stalli disabili;1;2016_82129;Nessuna;VIA SPALATO;7;20160826000000;;
POINT (1395821.90462657 4987538.57359285);2984;Stalli disabili;1;2016_82133;Nessuna;VIALE THAON DI REVEL PAOLO;10;20160826000000;;
POINT (1396568.94428873 4993820.2178968);2985;Stalli disabili;1;2016_82223;Nessuna;VIA CIGNA FRANCESCO;96;20160826000000;;
POINT (1394665.74582512 4996495.28901218);2989;Stalli disabili;1;2016_83134;Nessuna;VIA QUINCINETTO;11;20160831000000;;
POINT (1395698.12380539 4987749.43577226);1127;Stalli disabili;11;;ND;PIAZZA POLONIA;94;20160105000000;;
POINT (1391302.04415552 4990957.72063899);2600;Stalli disabili;1;2012;Nessuna;VIA OZIERI;18;20151218000000;;
POINT (1397678.11122156 4994140.03774835);2602;Stalli disabili;1;2012;Nessuna;VIA SPONTINI GASPARE;34;20151218000000;;
POINT (1397535.92151587 4994215.35326649);2603;Stalli disabili;1;2012;Nessuna;VIA SPONTINI GASPARE;23;20151218000000;;
POINT (1397466.05786929 4993886.20732017);2604;Stalli disabili;1;2009;Nessuna;VIA SANTHIA_;21;20151218000000;;
POINT (1397594.17148787 4995418.64887416);2605;Stalli disabili;1;1998;Nessuna;VIA VALLAURI TOMMASO;24;20151221000000;;
POINT (1397803.45632439 4995365.19866407);2606;Stalli disabili;1;2010;Nessuna;carlo porta;6;20151221000000;;
POINT (1397854.81268444 4995654.6691894);2608;Stalli disabili;1;2009_01262;Nessuna;VIA SCOTELLARO ROCCO;19;20151221000000;;
POINT (1397902.75095235 4995590.94875627);2609;Stalli disabili;1;ND;Nessuna;VIA SCOTELLARO ROCCO;8;20151221000000;;
POINT (1397793.30761503 4995557.78716254);2610;Stalli disabili;1;ND;Nessuna;VIA SCOTELLARO ROCCO;7;20151221000000;;
POINT (1397607.84607809 4995848.1460666);2611;Stalli disabili;1;1998;Nessuna;VIA CAMPOBASSO;7;20151221000000;;
POINT (1397157.18245801 4993724.0855003);2612;Stalli disabili;1;2007;Nessuna;VIA MALONE;19;20151221000000;;
POINT (1397144.4064022 4995103.31232416);2614;Stalli disabili;1;ND;Nessuna;VIA BOCCHERINI LUIGI;43;20151221000000;;
POINT (1397416.2952304 4994869.86594786);2615;Stalli disabili;1;2007;Nessuna;VIA TRONZANO;19;20151221000000;;
POINT (1397451.71888683 4994778.65386692);2616;Stalli disabili;1;ND;Nessuna;VIA POGGIO GIOVANNI;16;20151221000000;;
POINT (1397654.65000213 4994644.2461601);2617;Stalli disabili;1;2001_03198;Nessuna;VIA PORPORA NICOLA;42;20151221000000;;
POINT (1397428.43649096 4995075.59331242);2619;Stalli disabili;1;2003_02576;Nessuna;VIA PORPORA NICOLA;9;20151221000000;;
POINT (1390593.14556687 4992127.56817443);2620;Stalli disabili;1;2007;07:30_17:00 scuolabus;CORSO FRANCIA;377;20151222000000;;
POINT (1390629.26583351 4992130.45037523);2621;Stalli disabili;1;2009;08:00_17:00;CORSO FRANCIA;375;20151222000000;;
POINT (1391248.51291015 4991961.44525592);2624;Stalli disabili;1;2003;Nessuna;VIA SOLDATI MARIO;30;20151222000000;;
POINT (1391232.86727662 4991960.44961813);2625;Stalli disabili;1;2003;Nessuna;VIA SOLDATI MARIO;30;20151222000000;;
POINT (1391231.92084735 4992028.66423369);2626;Stalli disabili;1;2003;Nessuna;VIA SOLDATI MARIO;20;20151222000000;;
POINT (1392353.26372311 4991044.72481217);2628;Stalli disabili;1;1998;Nessuna;VIA MONGINEVRO;154;20151222000000;;
POINT (1392385.64616828 4990913.86080174);2629;Stalli disabili;1;1998;Nessuna;VIA MONTE VODICE;2;20151222000000;;
POINT (1392229.09275755 4991407.01932101);2630;Stalli disabili;1;2009_03035;Nessuna;VIA MONTE ORTIGARA;50;20151222000000;;
POINT (1392291.94459704 4991515.85624271);2631;Stalli disabili;1;2008_05802;lun_ven 8_18 salita e discesa;VIA CASTELLINO ONORATO;10;20151222000000;;
POINT (1392332.90555305 4991700.58764334);2632;Stalli disabili;1;2010;Nessuna;VIA ARVIER;9;20151222000000;;
POINT (1391303.08814171 4991464.4233102);2634;Stalli disabili;1;2014;Nessuna;VIA POSTUMIA;44;20151223000000;;
POINT (1398513.12787958 4997935.67778582);2635;Stalli disabili;1;ND;Nessuna;VIA DEI PIOPPI;1;20151224000000;;
POINT (1398760.96656758 4997823.75519868);2636;Stalli disabili;1;ND;Nessuna;VIA DEI PIOPPI;45;20151224000000;;
POINT (1398612.89052904 4998253.30231845);2637;Stalli disabili;1;ND;Nessuna;VIA DEGLI ABETI;7;20151224000000;;
POINT (1398553.30679769 4998314.6357967);2638;Stalli disabili;1;ND;Nessuna;VIA DEGLI ABETI;13;20151224000000;;
POINT (1396509.60393911 4998477.71089583);2640;Stalli disabili;1;ND;Nessuna;STRADA COMUNALE DEL VILLARETTO;204;20151224000000;;
POINT (1396743.48993144 4998396.64068914);2641;Stalli disabili;1;ND;Nessuna;STRADA COMUNALE DEL VILLARETTO;157;20151224000000;;
POINT (1396570.28379013 4998271.15808832);2642;Stalli disabili;1;ND;Nessuna;STRADA COMUNALE DEL VILLARETTO;187;20151224000000;;
POINT (1396563.53155322 4998313.21760686);2643;Stalli disabili;1;ND;Nessuna;STRADA COMUNALE DEL VILLARETTO;187;20151224000000;;
POINT (1396628.67421961 4998367.09774358);2644;Stalli disabili;1;ND;Nessuna;STRADA COMUNALE DEL VILLARETTO;181;20151224000000;;
POINT (1397613.26216252 4993410.23927488);2648;Stalli disabili;1;ND;Nessuna;VIA PACINI GIOVANNI;12;20151228000000;;
POINT (1397516.65003535 4993351.40026634);2649;Stalli disabili;1;ND;Nessuna;VIA TERNENGO;22;20151228000000;;
POINT (1398386.86857248 4996772.02299845);2650;Stalli disabili;1;ND;Nessuna;VIA TEMPIA STEFANO;6;20151228000000;;
POINT (1398094.08209029 4996717.98855922);2652;Stalli disabili;1;2008;Nessuna;VIA CAVAGNOLO;9;20151228000000;;
POINT (1398065.51126009 4996673.63124234);2653;Stalli disabili;1;2007;Nessuna;VIA TASCA ANGELO;31;20151228000000;;
POINT (1398129.95494089 4996530.34727611);2654;Stalli disabili;1;2007;Nessuna;VIA TASCA ANGELO;1;20151228000000;;
POINT (1397880.31518041 4996552.42066128);2655;Stalli disabili;1;2009;Nessuna;VIA ROSSI ERNESTO;10;20151228000000;;
POINT (1398212.05344112 4996727.79455826);2656;Stalli disabili;1;2008;Nessuna;VIA IVREA;45;20151228000000;;
POINT (1398412.57606244 4996957.77951518);2657;Stalli disabili;1;2014;Nessuna;VIA MARINUZZI GINO;1;20151228000000;;
POINT (1390931.97498816 4991673.32416503);2663;Stalli disabili;1;2015_84332;Nessuna;VIA ERITREA;54;20160115000000;;
POINT (1391036.81066918 4992022.05680028);2664;Stalli disabili;1;2003;Nessuna;VIA MILA MASSIMO;11;20151229000000;;
POINT (1391041.67544312 4991954.61687374);2665;Stalli disabili;1;2003;Nessuna;VIA MILA MASSIMO;29;20151229000000;;
POINT (1391028.07266571 4991949.58744484);2666;Stalli disabili;1;2003;Nessuna;VIA MILA MASSIMO;26;20151229000000;;
POINT (1391029.85263854 4991930.19178837);2667;Stalli disabili;1;2003;Nessuna;VIA MILA MASSIMO;26;20151229000000;;
POINT (1392007.97122987 4991891.05313166);2668;Stalli disabili;1;2009;Nessuna;VIA BARDONECCHIA;158;20151229000000;;
POINT (1391907.60996444 4991867.36802324);2669;Stalli disabili;1;2003;lun_ven 8_18 salita e discesa;LARGO BARDONECCHIA;167;20151229000000;;
POINT (1392053.97134064 4991743.55434031);2670;Stalli disabili;1;ND;Lun_ven 7_17 Sab 8_13;VIA MARSIGLI LUIGI FERDINANDO;25;20151229000000;;
POINT (1401198.79355883 4994844.07186888);2671;Stalli disabili;1;2001;Nessuna;STRADA COMUNALE DI BERTOLLA;50;20151230000000;;
POINT (1401536.95800351 4994993.93205867);2672;Stalli disabili;1;ND;fronte 169 bis int_ 33;STRADA COMUNALE DI BERTOLLA;169;20151230000000;;
POINT (1401531.22730376 4994985.07988674);2673;Stalli disabili;1;2014;fronte 169 bis int_ 33;STRADA COMUNALE DI BERTOLLA;169;20151230000000;;
POINT (1399782.15535363 4994836.08529832);2675;Stalli disabili;1;ND;Nessuna;STRADA S_ MAURO;24;20151230000000;;
POINT (1399831.10870831 4994844.45526576);2676;Stalli disabili;1;ND;Nessuna;STRADA S_ MAURO;26;20151230000000;;
POINT (1400551.01684539 4995094.04998447);2677;Stalli disabili;1;ND;97 int_ 15;STRADA S_ MAURO;97;20151230000000;;
POINT (1400530.41903918 4995082.80165135);2678;Stalli disabili;1;ND;97 int_ 13;STRADA S_ MAURO;97;20151230000000;;
POINT (1400075.14281662 4995027.13485098);2679;Stalli disabili;1;2011;Nessuna;VIA VITTIME DI BOLOGNA;10;20151230000000;;
POINT (1400087.97896914 4994933.18164575);2681;Stalli disabili;1;ND;Nessuna;VIA CHIESA DAMIANO;43;20151230000000;;
POINT (1399959.07005277 4995645.86252868);2684;Stalli disabili;1;2013_01296;Nessuna;STRADA DI SETTIMO;157;20151231000000;;
POINT (1399643.37916298 4995117.16746838);2685;Stalli disabili;1;ND;Nessuna;VIA CHABERTON;2;20151231000000;;
POINT (1392245.72503479 4991750.49782104);2687;Stalli disabili;1;2011_03603;Nessuna;VIA SAGRA DI SAN MICHELE;53;20160102000000;;
POINT (1393747.66519073 4993661.04291387);2689;Stalli disabili;1;ND;Nessuna;CORSO REGINA MARGHERITA;328;20160105000000;;
POINT (1394577.70126589 4996258.30379921);2691;Stalli disabili;1;ND;Nessuna;PIAZZA STAMPALIA;5;20160121000000;;
POINT (1395709.09013595 4988499.9616811);2917;Stalli disabili;1;ND;Nessuna;CORSO BRAMANTE;91;20160126000000;;
POINT (1394454.179654 4996080.2335466);2903;Stalli disabili;1;ND;Nessuna;VIA VENARIA;79_9;20160125000000;;
POINT (1398760.64559703 4991679.34134934);2895;Stalli disabili;1;ND;7:00_18:00;VIA VARALLO;33;20160125000000;;
POINT (1398646.03707382 4991644.01401378);2897;Stalli disabili;1;1988;Nessuna;VIA LESSOLO;19;20160125000000;;
POINT (1399829.03895501 4992812.1013564);2901;Stalli disabili;1;ND;Nessuna;STRADA COMUNALE DEL CIMITERO DI SASSI;28;20160125000000;;
POINT (1399014.90525802 4991988.1014613);2899;Stalli disabili;1;2009;Nessuna;VIA MONTE SANTO;5;20160125000000;;
POINT (1396229.24897958 4988781.09617752);2692;Stalli disabili;1;2000;0_24;VIA TIEPOLO G_ BATTISTA;20;20160105000000;;
POINT (1398855.27511593 4991879.03988796);2898;Stalli disabili;1;1998;Nessuna;CORSO CHIETI;1;20160125000000;;
POINT (1395952.96362676 4988761.06138213);2693;Stalli disabili;1;2003_02194;0_24;VIA TIZIANO VECELLIO;46;20160105000000;;
POINT (1395866.83092685 4988786.06022616);2695;Stalli disabili;1;2003_01677;0_24;VIA TIZIANO VECELLIO;42;20160105000000;;
POINT (1395838.98852217 4988797.90240405);2696;Stalli disabili;1;2000;0_24;VIA TIZIANO VECELLIO;40;20160105000000;;
POINT (1390627.9431763 4991984.18680231);2697;Stalli disabili;1;ND;scuolabus 07:30_17:00;VIA MURIALDO DON LEONARDO;17;20160105000000;;
POINT (1394438.96263222 4986293.83773629);2698;Stalli disabili;1;;Nessuna;VIA TROFARELLO;8;20160105000000;;
POINT (1396290.64154462 4989019.96558704);2700;Stalli disabili;1;2003_01566;Nessuna;CORSO SCLOPIS FEDERICO;6;20160107000000;;
POINT (1393905.59019844 4985821.56364471);2703;Stalli disabili;1;ND;Nessuna;VIA SETTE COMUNI;65;20160108000000;;
POINT (1393603.6002759 4985598.95594086);2704;Stalli disabili;1;ND;Nessuna;VIA CANDIOLO;79;20160108000000;;
POINT (1393807.67629686 4985750.40012641);2705;Stalli disabili;1;ND;Nessuna;VIA MILLELIRE DOMENICO;2;20160108000000;;
POINT (1393634.09910458 4985467.49840334);2706;Stalli disabili;1;ND;Nessuna;VIA PISACANE CARLO;71;20160108000000;;
POINT (1392625.0254841 4990212.21985005);2707;Stalli disabili;1;2010_01541;Nessuna;VIA S_ PAOLO;160;20160108000000;;
POINT (1394006.53540596 4985561.38320531);2708;Stalli disabili;1;ND;Nessuna;VIA MONASTIR;24;20160108000000;;
POINT (1394208.74100578 4985693.06350698);2710;Stalli disabili;1;ND;Nessuna;VIA TORRAZZA PIEMONTE;22;20160108000000;;
POINT (1396208.31348111 4988063.87095745);2713;Stalli disabili;1;ND;Nessuna;CORSO MONCALIERI;245;20160108000000;;
POINT (1396207.89370611 4988251.55741249);2715;Stalli disabili;1;ND;Nessuna;PIAZZA ZARA;4;20160108000000;;
POINT (1396221.62337413 4988389.9711237);2717;Stalli disabili;1;ND;Nessuna;CORSO SICILIA;28;20160111000000;;
POINT (1393868.92723214 4986223.49077013);2718;Stalli disabili;1;ND;Nessuna;CORSO TRAIANO;131;20160111000000;;
POINT (1392856.9714324 4993137.45533469);2719;Stalli disabili;1;ND;feriale dalle 08:00 alle 20:00;VIA SERVAIS GIOVANNI;5;20160112000000;;
POINT (1392583.37625305 4985784.61262196);2720;Stalli disabili;1;ND;Nessuna;VIA ISLER IGNAZIO;15;20160111000000;;
POINT (1392456.31897562 4985454.04795211);2721;Stalli disabili;1;ND;Nessuna;VIA CAPUANA LUIGI;22;20160111000000;;
POINT (1392370.22774882 4993172.22091663);2722;Stalli disabili;1;ND;scuola bus feriale dalle 08:00 alle 18:00;VIA SERVAIS GIOVANNI;62;20160112000000;;
POINT (1392124.73084228 4993197.13518458);2723;Stalli disabili;1;ND;Nessuna;VIA SERVAIS GIOVANNI;80;20160111000000;;
POINT (1392107.12050421 4993198.38076672);2724;Stalli disabili;1;ND;Nessuna;VIA SERVAIS GIOVANNI;80;20160111000000;;
POINT (1392300.380709 4985534.26405211);2726;Stalli disabili;1;ND;Nessuna;VIA FARINELLI ARTURO;36_9;20160111000000;;
POINT (1391679.84035195 4993217.84485324);2727;Stalli disabili;1;ND;feriale dalle 08:00 alle 18:00;VIA SERVAIS GIOVANNI;135;20160112000000;;
POINT (1391300.38602158 4993128.76204522);2728;Stalli disabili;1;ND;Nessuna;VIA PASSONI MARIO E PIER LUIGI;9;20160111000000;;
POINT (1391252.30550534 4993131.56202035);2729;Stalli disabili;1;ND;feriale dalle 07:30 alle 17:00;VIA PASSONI MARIO E PIER LUIGI;13;20160112000000;;
POINT (1392093.48018775 4985202.52009074);2730;Stalli disabili;1;ND;Nessuna;STRADA CASTELLO DI MIRAFIORI;55;20160111000000;;
POINT (1391147.68938838 4993039.64472038);2731;Stalli disabili;1;ND;Nessuna;STRADA ANTICA DI COLLEGNO;211;20160111000000;;
POINT (1391813.67813231 4985515.62112032);2732;Stalli disabili;1;ND;Nessuna;CORSO UNIONE SOVIETICA;583;20160111000000;;
POINT (1391868.05995613 4985530.59224355);2733;Stalli disabili;1;ND;Nessuna;STRADA CASTELLO DI MIRAFIORI;7;20160111000000;;
POINT (1391430.87725339 4993222.95393532);2734;Stalli disabili;1;ND;feriale dalle 08:00 alle 10:00 e dalle 14:00 alle 17:00;VIA SERVAIS GIOVANNI;161;20160112000000;;
POINT (1391174.9523912 4992510.91079755);2735;Stalli disabili;1;ND;feriale dalle 7:30 alle 14:00;VIA MADONNA DELLE SALETTE;29;20160112000000;;
POINT (1391152.7868229 4992511.3950612);2736;Stalli disabili;1;ND;dalle 7:30 alle 22:00;VIA MADONNA DELLE SALETTE;29;20160112000000;;
POINT (1391410.77169986 4992516.22021584);2737;Stalli disabili;1;ND;Nessuna;VIA MOSSO ANGELO;8;20160111000000;;
POINT (1391436.86683991 4992672.27164978);2738;Stalli disabili;1;ND;Nessuna;VIA ACTIS VITTORIO;16;20160111000000;;
POINT (1391777.57749259 4993066.63437828);2739;Stalli disabili;1;ND;Nessuna;VIA BIANCHI NICOMEDE;113;20160111000000;;
POINT (1391789.61719568 4992814.91698704);2740;Stalli disabili;1;ND;feriale dalle 08:00 alle 20:00;VIA ASINARI DI BERNEZZO VITTORIO;134;20160112000000;;
POINT (1391582.22875981 4992235.30237233);2741;Stalli disabili;1;ND;feriale;VIA BELLARDI LUDOVICO;3;20160112000000;;
POINT (1391756.51779074 4992581.3305921);2742;Stalli disabili;1;ND;dalle 08:00 alle 17:00;VIA PACCHIOTTI GIACINTO;102;20160112000000;;
POINT (1391841.32088174 4992495.00243622);2743;Stalli disabili;1;ND;da lun a sab dalle 08:00 alle 20:00;CORSO TELESIO BERNARDINO;27;20160112000000;;
POINT (1391715.51054567 4993214.26790784);2744;Stalli disabili;1;ND;dalle 08:00 alle 20:00;VIA SERVAIS GIOVANNI;129;20160112000000;;
POINT (1391216.20762787 4993136.20304871);2745;Stalli disabili;1;ND;passoni 15;VIA PASSONI MARIO E PIER LUIGI;18;20160111000000;;
POINT (1389179.9773389 4988498.90783169);2747;Stalli disabili;1;2007_02860;Nessuna;VIA GORINI PAOLO;2;20160112000000;;
POINT (1390937.72712335 4992181.77191742);2748;Stalli disabili;1;ND;corso francia controviale nord angolo corso marche;CORSO FRANCIA;364;20160112000000;;
POINT (1399624.51839469 4991971.51541483);2750;Stalli disabili;1;2008_00892;Nessuna;CORSO CADORE;35;20160112000000;;
POINT (1391305.0497023 4992221.3153979);2751;Stalli disabili;1;ND;Nessuna;PIAZZA MASSAUA;18;20160112000000;;
POINT (1399507.75367864 4992197.87084636);2752;Stalli disabili;1;2012;Nessuna;CORSO CADORE;17;20160112000000;;
POINT (1399475.03121675 4992217.93262564);2753;Stalli disabili;1;2015;Nessuna;VIA DELEDDA GRAZIA;0;20160112000000;;
POINT (1399438.94087245 4992192.50982501);2754;Stalli disabili;1;2015;Nessuna;VIA DELEDDA GRAZIA;0;20160112000000;;
POINT (1399519.97960923 4992223.00221996);2755;Stalli disabili;1;ND;7:30_20;VIA VERBANO;2;20160112000000;;
POINT (1399367.51281298 4992252.90943735);2756;Stalli disabili;1;2012;Nessuna;LUNGO DORA VOGHERA;124;20160112000000;;
POINT (1399152.79934334 4991944.66436123);2757;Stalli disabili;1;48_12;Nessuna;CORSO BELGIO;98;20160112000000;;
POINT (1399165.43511697 4992096.6339968);2759;Stalli disabili;1;2008;Nessuna;CORSO BRIANZA;0;20160112000000;;
POINT (1398325.13236203 4992096.23337763);2760;Stalli disabili;1;ND;8:00_18:00;LUNGO DORA VOGHERA;18;20160112000000;;
POINT (1398309.80332386 4991776.09787116);2761;Stalli disabili;1;ND;salita e discesa 09:09_19:00;CORSO BELGIO;26;20160112000000;;
POINT (1398332.89528036 4991906.3844014);2762;Stalli disabili;1;ND;Nessuna;VIA MONGRANDO;32;20160112000000;;
POINT (1391299.15163077 4992209.83962525);2763;Stalli disabili;1;ND;Nessuna;PIAZZA MASSAUA;18;20160112000000;;
POINT (1391760.75039751 4992235.23511234);2765;Stalli disabili;1;ND;feriale dalle 08:00 alle 20:00;CORSO TELESIO BERNARDINO;2;20160112000000;;
POINT (1399051.81633801 4991964.07682276);2766;Stalli disabili;1;2010;8_20;CORSO BELGIO;95;20160112000000;;
POINT (1392190.10603403 4993021.33290894);2767;Stalli disabili;1;ND;via bianchi angolo via re;VIA BIANCHI NICOMEDE;71;20160112000000;;
POINT (1392034.78733869 4992568.46744361);2769;Stalli disabili;1;ND;Nessuna;VIA PACCHIOTTI GIACINTO;80;20160112000000;;
POINT (1392336.4358194 4992479.10333137);2770;Stalli disabili;1;ND;Nessuna;VIA EXILLES;28;20160112000000;;
POINT (1392109.83103165 4992263.78678554);2771;Stalli disabili;1;ND;feriale dalle 08:00 alle 20_00;VIA RE GIAN FRANCESCO;5;20160112000000;;
POINT (1392312.83922185 4993060.8427441);2772;Stalli disabili;1;ND;Nessuna;bianchi;70;20160112000000;;
POINT (1392905.18931571 4993110.17047761);2773;Stalli disabili;1;ND;dalle 07:30 alle 20:00;CORSO MONTE GRAPPA;81;20160112000000;;
POINT (1392505.73865324 4992678.23863994);2774;Stalli disabili;1;ND;dalle 08:00 alle 20:00;VIA CAPELLI CARLO;47;20160112000000;;
POINT (1392512.01405394 4992723.490218);2775;Stalli disabili;1;ND;feriale dalle 07:30 alle 20:00;VIA CAPELLI CARLO;51;20160112000000;;
POINT (1392522.28875909 4992779.50832717);2776;Stalli disabili;1;ND;Nessuna;VIA CAPELLI CARLO;64;20160112000000;;
POINT (1391707.4682835 4990908.42991903);2423;Stalli disabili;1;2011;Nessuna;VIA S_ MARIA MAZZARELLO;18;20151205000000;;
POINT (1391473.52796496 4991051.44836363);2425;Stalli disabili;1;2006;Nessuna;VIA MONGINEVRO;245;20151207000000;;
POINT (1392948.00409651 4987847.40857007);2426;Stalli disabili;1;ND;Nessuna;VIA D_ARBOREA ELEONORA;2;20151209000000;;
POINT (1392676.1554069 4987944.40287901);2427;Stalli disabili;1;ND;Nessuna;VIA VICARELLI GIUSEPPE;ND;20151209000000;;
POINT (1392676.1826728 4987963.32646045);2428;Stalli disabili;1;ND;Nessuna;VIA GRIOLI DON GIOVANNI;11;20151209000000;;
POINT (1392602.53537536 4987978.54936301);2429;Stalli disabili;1;ND;Nessuna;VIA GRAZIOLI DON BARTOLOMEO;11;20151209000000;;
POINT (1392578.11233098 4987745.50634792);2430;Stalli disabili;1;ND;Nessuna;VIA DEL PRETE CARLO;86;20151209000000;;
POINT (1392282.6200751 4987601.90332005);2433;Stalli disabili;1;ND;Nessuna;CORSO TAZZOLI ENRICO;84;20151209000000;;
POINT (1392180.15902241 4987654.18687521);2435;Stalli disabili;1;ND;Nessuna;CORSO TAZZOLI ENRICO;84;20151209000000;;
POINT (1392197.37546232 4987734.67843437);2436;Stalli disabili;1;ND;Nessuna;VIA POMA CARLO;14;20151209000000;;
POINT (1393096.44201696 4987320.76593317);2437;Stalli disabili;1;ND;Nessuna;VIA SARPI PAOLO;123;20151209000000;;
POINT (1393245.74808164 4987665.70220598);2438;Stalli disabili;1;ND;Nessuna;CORSO COSENZA;24;20151209000000;;
POINT (1393488.1282231 4987628.22188112);2439;Stalli disabili;1;ND;Nessuna;CORSO UNIONE SOVIETICA;256;20151209000000;;
POINT (1392221.18112274 4989426.36606854);2442;Stalli disabili;1;ND;Nessuna;CORSO SEBASTOPOLI;295;20151209000000;;
POINT (1392311.23114545 4989427.1714506);2443;Stalli disabili;1;ND;Nessuna;VIA CASTELGOMBERTO;29;20151209000000;;
POINT (1392310.68289727 4989612.61093939);2444;Stalli disabili;1;ND;Nessuna;VIA CASTELGOMBERTO;20;20151209000000;;
POINT (1392142.69492433 4989667.83828106);2445;Stalli disabili;1;ND;Nessuna;VIA RENI GUIDO;53;20151209000000;;
POINT (1392365.59652713 4989030.16586189);2446;Stalli disabili;1;ND;Nessuna;VIA FILADELFIA;242;20151209000000;;
POINT (1392282.38861549 4989247.09033793);2447;Stalli disabili;1;ND;Nessuna;VIA BALTIMORA;165;20151209000000;;
POINT (1392286.75819129 4989031.93133345);2449;Stalli disabili;1;ND;Nessuna;VIA CASTELGOMBERTO;65;20151209000000;;
POINT (1392281.450263 4988911.53195529);2450;Stalli disabili;1;ND;Nessuna;VIA CASTELGOMBERTO;75;20151209000000;;
POINT (1392102.62190454 4989127.74923534);2451;Stalli disabili;1;ND;Nessuna;VIA RENI GUIDO;113;20151209000000;;
POINT (1392386.66959197 4988850.58339698);2452;Stalli disabili;1;ND;Nessuna;VIA NUORO;8;20151209000000;;
POINT (1392105.28597732 4988376.75928655);2453;Stalli disabili;1;ND;Nessuna;VIA MONTE NOVEGNO;33;20151209000000;;
