WKT_GEOM;DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1400359.03804283 4996947.57113035);TRATTENIMENTI;CEBROSA;STRADA DELLA CEBROSA 86;No;2548;78;6;0;10156;1400359.03804283;4996947.57113035
POINT (1398982.893 4991378.669);AGENZIE VIAGGIO;LM TOUR;CORSO CASALE 132 bis;No;576;14;7;664;10132;1398982.893;4991378.669
POINT (1396362.132 4991061.459);AGENZIE VIAGGIO;LUMIERE VIAGGI;VIA CAVOUR 11/D;No;125;04;1;0;10123;1396362.132;4991061.459
POINT (1396389.076 4991046.981);AGENZIE AFFARI;GALLERIA AVERSA;VIA CAVOUR 13;No;125;04;1;15;10123;1396389.076;4991046.981
POINT (1393141.259 4987923.609);AGENZIE AFFARI;;VIA BUENOS AIRES 49;No;2179;55;2;126;10137;1393141.259;4987923.609
POINT (1397137.001 4990680.095);AGENZIE VIAGGIO;KEL 12;CORSO CAIROLI 8;No;242;07;1;30;10123;1397137.001;4990680.095
POINT (1394613.41 4988351.54);AGENZIE VIAGGIO;BANNA VIAGGI;VIA BRUNO GIORDANO 81;No;2192;56;8;806;10134;1394613.41;4988351.54
POINT (1394109.631 4986617.616);AGENZIE AFFARI;;CORSO CAIO PLINIO 20/A;No;2359;61;8;0;10127;1394109.631;4986617.616
POINT (1393511.901 4988818.862);AGENZIE AFFARI;OPERA SRL;VIA RAFFAELE CADORNA 24;No;3435;53;2;92;10136;1393511.901;4988818.862
POINT (1393117.04053062 4991076.71238926);AGENZIE AFFARI;;VIA CARAGLIO 32;No;1528;34;3;254;10141;1393117.04053062;4991076.71238926
POINT (1397526.194 4993717.908);AGENZIE AFFARI;;VIA CANDIA 14;No;1679;38;6;556;10154;1397526.194;4993717.908
POINT (1395580.136 4992336.695);AGENZIE AFFARI;;VIA DEL CARMINE 20/A;No;171;05;1;0;10122;1395580.136;4992336.695
POINT (1396688.342 4993294.469);AGENZIE AFFARI;;VIA CARMAGNOLA 20;No;1069;24;7;698;10152;1396688.342;4993294.469
POINT (1398583.344 4993672.165);AGENZIE AFFARI;;PIAZZALE (C.R.I.) CROCE ROSSA ITALIANA 220;No;1754;40;6;587;10154;1398583.344;4993672.165
POINT (1395430.516 4992543.03);TRATTENIMENTI;SAN PIETROBURGO;VIA FILIPPO BURZIO 9;No;161;05;1;17;10122;1395430.516;4992543.03
POINT (1394871.884 4989106.188);AGENZIE VIAGGIO;NEW ENGLISH TRAVEL;VIA CAMOGLI 10;No;2182;56;1;82;10134;1394871.884;4989106.188
POINT (1393163.479 4988307.863);TRATTENIMENTI;;VIA BOSTON 30;No;2164;55;2;117;10137;1393163.479;4988307.863
POINT (1396432.945 4992649.424);AGENZIE AFFARI;;VIA BORGO DORA 22/B;No;470;12;7;0;10152;1396432.945;4992649.424
POINT (1396432.945 4992649.424);AGENZIE AFFARI;;VIA BORGO DORA 22/B;No;470;12;7;0;10152;1396432.945;4992649.424
POINT (1393922.394 4986966.037);TRATTENIMENTI;HIROSHIMA MON AMOUR;VIA CARLO BOSSOLI 83;No;3683;61;8;842;10135;1393922.394;4986966.037
POINT (1399640.365 4991448.834);AGENZIE AFFARI;;VIA GIOVANNI BOCCACCIO 48;No;2494;71;7;711;10132;1399640.365;4991448.834
POINT (1396014.547 4994845.41);AGENZIE AFFARI;;VIA BREGLIO 78/C;No;3362;43;5;0;10147;1396014.547;4994845.41
POINT (1395795.303 4992064.095);TRATTENIMENTI;PUB MACGILLYCUDDY'S;VIA BLIGNY 0/C;No;188;05;1;0;10122;1395795.303;4992064.095
POINT (1395111.567 4988645.004);AGENZIE AFFARI;GIUBILEO;CORSO BRAMANTE 56;No;2222;57;8;825;10126;1395111.567;4988645.004
POINT (1391816.013 4992018.636);AGENZIE AFFARI;;CORSO FILIPPO BRUNELLESCHI 7 int. 17;No;2060;51;3;279;10141;1391816.013;4992018.636
POINT (1397670.27 4993132.824);AGENZIE AFFARI;;VIA BOLOGNA 102;No;1582;36;6;535;10154;1397670.27;4993132.824
POINT (1391424.344 4990871.629);AGENZIE AFFARI;;VIA BRISSOGNE 8/A;No;2403;63;3;0;10142;1391424.344;4990871.629
POINT (1395355.151 4992204.917);AGENZIE VIAGGIO;FRARIN;VIA CARLO BOUCHERON 14;No;190;05;1;18;10122;1395355.151;4992204.917
POINT (1395355.151 4992204.917);AGENZIE VIAGGIO;ROAD TO ITALY;VIA CARLO BOUCHERON 14;No;190;05;1;18;10122;1395355.151;4992204.917
POINT (1395397.169 4992170.179);AGENZIE AFFARI;;VIA CARLO BOUCHERON 13;No;195;05;1;18;10122;1395397.169;4992170.179
POINT (1399161.142 4991922.562);AGENZIE VIAGGIO;CISALPINA TOURS;CORSO BRIANZA 18/B;No;984;22;7;0;10153;1399161.142;4991922.562
POINT (1397364.941 4992736.597);TRATTENIMENTI;Q77;CORSO BRESCIA 77;No;1005;23;7;685;10152;1397364.941;4992736.597
POINT (1397974.611 4995061.251);AGENZIE AFFARI;;VIA SANDRO BOTTICELLI 26/D;No;3091;41;6;0;10154;1397974.611;4995061.251
POINT (1396941.86 4992912.98);TRATTENIMENTI;BIG;CORSO BRESCIA 28;No;1102;24;7;706;10152;1396941.86;4992912.98
POINT (1393341.538 4989025.69);AGENZIE AFFARI;;VIA BENE VAGIENNA 6;No;2130;53;2;101;10136;1393341.538;4989025.69
POINT (1393291.159 4989034.223);AGENZIE VIAGGIO;AL.TO TRAVELS DI D'ANTONIO ANTONELLA;VIA BENE VAGIENNA 11;No;2698;53;2;101;10136;1393291.159;4989034.223
POINT (1400469.403 4995724.592);AGENZIE AFFARI;;STRADA DA BERTOLLA ALL'ABBADIA DI STURA 101;No;2563;79;6;625;10156;1400469.403;4995724.592
POINT (1396187.178 4992064.974);AGENZIE AFFARI;;VIA GIAN FRANCESCO BELLEZIA 8/G;No;24;01;1;0;10122;1396187.178;4992064.974
POINT (1394706.596 4997791.767);AGENZIE AFFARI;LADY CARAVAN;STRADA BELLACOMBA 266/A;No;2538;76;6;0;10156;1394706.596;4997791.767
POINT (1397426.616 4991037.001);AGENZIE AFFARI;;VIA EUSEBIO BAVA 1 bis;No;225;06;1;27;10124;1397426.616;4991037.001
POINT (1391677.387 4992661.688);AGENZIE AFFARI;;STRADA BASSE DI DORA 27 bis/E;No;2028;50;4;0;10146;1391677.387;4992661.688
POINT (1395947.716 4994712.304);AGENZIE VIAGGIO;MONDOQUADRO VIAGGI DI ANIELLO GIANFRANCO SNC;VIA BIBIANA 37/E;No;3334;42;5;0;10147;1395947.716;4994712.304
POINT (1393145.986 4986330.919);AGENZIE AFFARI;;VIA MATTEO BARTOLI 18/C;No;2730;61;8;0;10135;1393145.986;4986330.919
POINT (1395984.318 4994768.801);AGENZIE AFFARI;;VIA BIBIANA 45;No;1777;42;5;421;10147;1395984.318;4994768.801
POINT (1396042.783 4994882.699);AGENZIE AFFARI;;VIA BIBIANA 68/D;No;1836;43;5;0;10147;1396042.783;4994882.699
POINT (1396304.937 4990310.824);AGENZIE AFFARI;;VIA CLAUDIO LUIGI BERTHOLLET 22;No;343;09;8;728;10125;1396304.937;4990310.824
POINT (1398906.358 4991902.481);AGENZIE VIAGGIO;BUONDI' VIAGGI;CORSO BELGIO 70/D;No;983;22;7;0;10153;1398906.358;4991902.481
POINT (1398315.31 4991770.705);AGENZIE VIAGGIO;ROBANDA;CORSO BELGIO 26/D;No;976;22;7;0;10153;1398315.31;4991770.705
POINT (1395989.541 4989945.59);AGENZIE AFFARI;;VIA BELFIORE 38;No;833;19;8;746;10125;1395989.541;4989945.59
POINT (1395954.135 4989781.882);AGENZIE VIAGGIO;;VIA BELFIORE 41/A;No;848;19;8;0;10125;1395954.135;4989781.882
POINT (1397234.75 4993017.833);AGENZIE AFFARI;;VIA BERGAMO 7/A;No;1086;24;7;0;10152;1397234.75;4993017.833
POINT (1395966.732 4989825.341);AGENZIE AFFARI;;VIA BELFIORE 35;No;848;19;8;748;10125;1395966.732;4989825.341
POINT (1393175.525 4988655.082);AGENZIE AFFARI;;VIA BALTIMORA 47 int. 7;No;2701;53;2;96;10137;1393175.525;4988655.082
POINT (1393858.418 4992832.581);AGENZIE AFFARI;;VIA BALME 37/A;No;1274;29;4;0;10143;1393858.418;4992832.581
POINT (1393637.714 4992903.506);AGENZIE AFFARI;;VIA BALME 53;No;1273;29;4;364;10143;1393637.714;4992903.506
POINT (1397764.816 4996020.298);AGENZIE AFFARI;;VIA UMBERTO BALESTRERI 18 int. 15;No;3828;68;6;609;10155;1397764.816;4996020.298
POINT (1394383.38980682 4993888.79725886);AGENZIE VIAGGIO;RUTAS LATINAS TRAVEL;VIA BALANGERO 24;No;1951;47;4;381;10149;1394383.38980682;4993888.79725886
POINT (1390722.59895833 4991658.26354167);AGENZIE AFFARI;;VIA ASIAGO 55;No;2396;63;3;312;10142;1390722.59895833;4991658.26354167
POINT (1391027 4991694.603);AGENZIE AFFARI;;VIA ASIAGO 26/D;No;3006;63;3;0;10142;1391027;4991694.603
POINT (1396929.478 4992988.116);AGENZIE AFFARI;;VIA AOSTA 16;No;3250;24;7;704;10152;1396929.478;4992988.116
POINT (1395883.876 4991959.72);AGENZIE AFFARI;;VIA GIUSEPPE BARBAROUX 46/A;No;38;01;1;0;10122;1395883.876;4991959.72
POINT (1395907.216 4991027.138);AGENZIE VIAGGIO;ARSENAL;VIA ARSENALE 35 bis;No;137;04;1;16;10121;1395907.216;4991027.138
POINT (1395899.563 4991037.829);AGENZIE VIAGGIO;SEVITO;VIA ARSENALE 36/B;No;136;04;1;0;10121;1395899.563;4991037.829
POINT (1398552.954 4991644.365);AGENZIE AFFARI;;VIA ANDORNO 22;No;988;22;7;671;10153;1398552.954;4991644.365
POINT (1395271.184 4992561.725);TRATTENIMENTI;BABYLON;VIA GIACINTO AVET 3/B;No;656;16;4;0;10144;1395271.184;4992561.725
POINT (1392672.489 4989059.943);AGENZIE AFFARI;;VIA BALTIMORA 122;No;3830;59;2;149;10137;1392672.489;4989059.943
POINT (1397279.485 4991940.496);TRATTENIMENTI;CAFFÈ ROSSINI;CORSO REGINA MARGHERITA 76;No;963;21;7;666;10153;1397279.485;4991940.496
POINT (1393418.809 4988314.399);AGENZIE VIAGGIO;CISALPINA VIAGGI;CORSO GIOVANNI AGNELLI 54/A;No;2163;55;2;0;10137;1393418.809;4988314.399
POINT (1397027.184 4992063.596);AGENZIE VIAGGIO;VERANEO VIAGGI E TURISMO;CORSO REGINA MARGHERITA 96 bis;No;519;12;7;648;10153;1397027.184;4992063.596
POINT (1393576.528 4988612.663);AGENZIE VIAGGIO;IL CANTUCCIO DEL VIAGGIATORE;CORSO GIOVANNI AGNELLI 14/A;No;2142;53;2;0;10137;1393576.528;4988612.663
POINT (1393934.582 4989670.266);AGENZIE VIAGGIO;SANDY TOUR;CORSO ADRIATICO 16/A;No;3602;35;2;0;10129;1393934.582;4989670.266
POINT (1390822.577 4992133.02);AGENZIE AFFARI;SECONDAMANINA;CORSO FRANCIA 349/A;No;2385;63;3;0;10142;1390822.577;4992133.02
POINT (1395126.26 4992990.235);AGENZIE AFFARI;;CORSO REGINA MARGHERITA 218;No;1143;25;4;348;10144;1395126.26;4992990.235
POINT (1396601.551 4990750.119);AGENZIE VIAGGIO;ALBERTA VIAGGI;VIA ACCADEMIA ALBERTINA 21/A;No;249;07;1;0;10123;1396601.551;4990750.119
POINT (1393993.861 4992262.375);AGENZIE VIAGGIO;LM TOUR;CORSO FRANCIA 85/B;No;1358;31;3;0;10138;1393993.861;4992262.375
POINT (1396908.558 4991316.73);AGENZIE VIAGGIO;EDENTOURS;VIA ACCADEMIA ALBERTINA 3/A;No;84;03;1;0;10123;1396908.558;4991316.73
POINT (1396890.569 4991281.699);AGENZIE AFFARI;;VIA ACCADEMIA ALBERTINA 3 bis;No;84;03;1;11;10123;1396890.569;4991281.699
POINT (1391029.211 4992187.518);AGENZIE AFFARI;MASTER SERVICE;CORSO FRANCIA 360;No;3021;64;4;414;10146;1391029.211;4992187.518
POINT (1394152.33697917 4993464.46197917);AGENZIE AFFARI;;CORSO REGINA MARGHERITA 288;No;1246;29;4;351;10143;1394152.33697917;4993464.46197917
POINT (1395144.583 4992357.853);AGENZIE VIAGGIO;FALCINI VIAGGI;CORSO FRANCIA 2 ter;No;719;16;4;339;10143;1395144.583;4992357.853
POINT (1390885.303 4992135.57);AGENZIE AFFARI;AUTOFRANCIA;CORSO FRANCIA 341;No;2385;63;3;315;10142;1390885.303;4992135.57
POINT (1398114.168 4991480.207);AGENZIE AFFARI;;CORSO REGINA MARGHERITA 9;No;415;11;7;635;10124;1398114.168;4991480.207
POINT (1398049.014 4991511.998);AGENZIE AFFARI;;CORSO REGINA MARGHERITA 15;No;415;11;7;635;10124;1398049.014;4991511.998
POINT (1396538.194 4995249.907);AGENZIE AFFARI;CARS;VIA ALA DI STURA 13/A;No;3358;43;5;0;10147;1396538.194;4995249.907
POINT (1396453.47 4995793.405);AGENZIE AFFARI;;VIA ALA DI STURA 71 int. 18;No;3547;67;5;534;10148;1396453.47;4995793.405
POINT (1393905.251 4992304.579);AGENZIE VIAGGIO;CISALPINA TOURS VIVERE E VIAGGIARE;CORSO FRANCIA 92;No;1306;29;4;362;10143;1393905.251;4992304.579
POINT (1395348.64 4992881.64);AGENZIE AFFARI;;CORSO REGINA MARGHERITA 198;No;1145;25;4;345;10144;1395348.64;4992881.64
POINT (1393740.992 4992251.951);AGENZIE AFFARI;;CORSO FRANCIA 107;No;1355;31;3;204;10138;1393740.992;4992251.951
POINT (1393575.637 4992245.197);AGENZIE VIAGGIO;SAXTON VIAGGI;CORSO FRANCIA 121/E;No;1365;31;3;0;10138;1393575.637;4992245.197
POINT (1395230.095 4989414.633);AGENZIE VIAGGIO;VIAGGI TENTAZIONE;VIA AGOSTINO DA MONTEFELTRO 2;No;1234;28;1;76;10134;1395230.095;4989414.633
POINT (1395230.095 4989414.633);AGENZIE AFFARI;;VIA AGOSTINO DA MONTEFELTRO 2;No;1234;28;1;76;10134;1395230.095;4989414.633
POINT (1393549.578 4992244.13);TRATTENIMENTI;IL CAVALIERE;CORSO FRANCIA 131;No;1365;31;3;203;10138;1393549.578;4992244.13
POINT (1396215.664 4992405.144);AGENZIE VIAGGIO;HUAREN;CORSO REGINA MARGHERITA 125/H;No;2;01;1;0;10122;1396215.664;4992405.144
POINT (1392780.211 4992258.892);TRATTENIMENTI;IL COLORE BIANCO;CORSO FRANCIA 192;No;1350;30;4;380;10145;1392780.211;4992258.892
POINT (1396802.939 4992172.647);AGENZIE VIAGGIO;AMARGANTA VIAGGI;CORSO REGINA MARGHERITA 108/A;No;516;12;7;0;10152;1396802.939;4992172.647
POINT (1392721.805 4992210.627);AGENZIE AFFARI;SAN PIETRO;CORSO FRANCIA 203;No;1374;32;3;209;10139;1392721.805;4992210.627
POINT (1392093.893 4992230.87);AGENZIE AFFARI;RINALDI;CORSO FRANCIA 262/A;No;2872;50;4;0;10146;1392093.893;4992230.87
POINT (1396269.166 4992432.834);AGENZIE VIAGGIO;RUIDA VIAGGI E SERVIZI DI ZHOU FANG FANG;CORSO REGINA MARGHERITA 134;No;507;12;7;651;10152;1396269.166;4992432.834
POINT (1393044.259 4992223.499);AGENZIE AFFARI;;CORSO FRANCIA 169;No;1377;32;3;211;10139;1393044.259;4992223.499
POINT (1390435.298 4992163.235);AGENZIE AFFARI;L'OASI DELL'USATO;CORSO FRANCIA 444/E;No;3079;64;4;0;10146;1390435.298;4992163.235
POINT (1394898.233 4990272.396);AGENZIE AFFARI;;VIA MARCO POLO 4;No;1152;26;1;56;10129;1394898.233;4990272.396
POINT (1393745.981 4989583.241);AGENZIE AFFARI;;VIA POMARO 22;No;2107;53;2;88;10136;1393745.981;4989583.241
POINT (1393732.085 4989581.017);AGENZIE VIAGGIO;S. RITA;VIA POMARO 25/D;No;2109;53;2;0;10136;1393732.085;4989581.017
POINT (1396728.345 4992592.483);AGENZIE AFFARI;;VIA CLEMENTE DAMIANO PRIOCCA 28;No;481;12;7;649;10152;1396728.345;4992592.483
POINT (1392473.122 4988219.848);AGENZIE VIAGGIO;PROMOTOUR;PIAZZA PITAGORA 9;No;2723;60;2;159;10137;1392473.122;4988219.848
POINT (1396994.679 4991167.223);AGENZIE AFFARI;;VIA PRINCIPE AMEDEO 38/D;No;231;06;1;0;10123;1396994.679;4991167.223
POINT (1395698.187 4991263.815);AGENZIE AFFARI;;VIA MICHELE PONZA 4;No;303;08;1;36;10121;1395698.187;4991263.815
POINT (1395337.603 4992519.064);AGENZIE VIAGGIO;;CORSO PRINCIPE ODDONE 10/C;No;168;05;1;0;10122;1395337.603;4992519.064
POINT (1395337.603 4992519.064);AGENZIE VIAGGIO;;CORSO PRINCIPE ODDONE 10/C;No;168;05;1;0;10122;1395337.603;4992519.064
POINT (1396747.77 4991515.993);TRATTENIMENTI;CAFFE' FIORIO;VIA PO 8;No;81;03;1;9;10123;1396747.77;4991515.993
POINT (1396358.911 4991888.412);AGENZIE AFFARI;;VIA PORTA PALATINA 6;No;35;01;1;3;10122;1396358.911;4991888.412
POINT (1391555.692 4992208.068);AGENZIE VIAGGIO;SKINTOUR;CORSO FRANCIA 308;No;2048;50;4;387;10146;1391555.692;4992208.068
POINT (1392239.532 4992190.983);AGENZIE AFFARI;;CORSO FRANCIA 249 bis;No;2063;51;3;281;10139;1392239.532;4992190.983
POINT (1392239.532 4992190.983);AGENZIE AFFARI;;CORSO FRANCIA 249 bis;No;2063;51;3;281;10139;1392239.532;4992190.983
POINT (1392174.099 4992188.135);AGENZIE AFFARI;;CORSO FRANCIA 255;No;3416;51;3;280;10139;1392174.099;4992188.135
POINT (1391992.637 4992226.757);AGENZIE AFFARI;;CORSO FRANCIA 268/D;No;2872;50;4;0;10146;1391992.637;4992226.757
POINT (1391330.159 4991467.218);AGENZIE AFFARI;GUIDE AROUND;VIA POSTUMIA 42;No;2397;63;3;302;10142;1391330.159;4991467.218
POINT (1396939.383 4990559.897);AGENZIE AFFARI;;VIA DELLA ROCCA 37/F;No;252;07;1;0;10123;1396939.383;4990559.897
POINT (1395781.019 4989614.708);AGENZIE AFFARI;;CORSO RAFFAELLO 6;No;863;19;8;749;10126;1395781.019;4989614.708
POINT (1397073.878 4995784.079);AGENZIE AFFARI;;VIA GUGLIELMO REISS ROMOLI 56;No;2442;67;5;533;10148;1397073.878;4995784.079
POINT (1395807.871 4994674.388);AGENZIE AFFARI;;VIA ROCCAVIONE CONTE DI 25;No;1786;42;5;417;10147;1395807.871;4994674.388
POINT (1396243.143 4990882.499);TRATTENIMENTI;COOK AUSTRALIAN CAFÈ;VIA URBANO RATTAZZI 2/H;No;142;04;1;0;10123;1396243.143;4990882.499
POINT (1396566.156 4995996.376);AGENZIE AFFARI;;VIA GUGLIELMO REISS ROMOLI 130;No;2440;67;5;534;10148;1396566.156;4995996.376
POINT (1396379.845 4991484.657);TRATTENIMENTI;BAR AUGUSTUS;VIA ROMA 86;No;90;03;1;9;10121;1396379.845;4991484.657
POINT (1396121.593 4991001.953);AGENZIE VIAGGIO;CLUB MEDITERRANEE;VIA ROMA 360;No;139;04;1;16;10121;1396121.593;4991001.953
POINT (1395654.038 4991082.42);AGENZIE VIAGGIO;SIRAMANI;CORSO RE UMBERTO 12;No;317;08;1;36;10121;1395654.038;4991082.42
POINT (1395654.038 4991082.42);AGENZIE VIAGGIO;EXTRATOUR;CORSO RE UMBERTO 12;No;317;08;1;36;10121;1395654.038;4991082.42
POINT (1395486.733 4990655.059);AGENZIE VIAGGIO;;CORSO RE UMBERTO 35 bis;No;381;10;1;42;10128;1395486.733;4990655.059
POINT (1395107.574 4990042.765);AGENZIE VIAGGIO;;CORSO RE UMBERTO 74;No;1206;27;1;68;10128;1395107.574;4990042.765
POINT (1395107.574 4990042.765);AGENZIE VIAGGIO;;CORSO RE UMBERTO 74;No;1206;27;1;68;10128;1395107.574;4990042.765
POINT (1394718.097 4989538.242);AGENZIE VIAGGIO;P & H TRAVEL INCOMING;CORSO RE UMBERTO 126;No;1226;27;1;71;10128;1394718.097;4989538.242
POINT (1394749.372 4996516.882);AGENZIE AFFARI;;VIA QUINCINETTO 30;No;2436;66;5;531;10148;1394749.372;4996516.882
POINT (1397416.44 4995199.145);AGENZIE AFFARI;;PIAZZA REBAUDENGO CONTI 10/B;No;1758;41;6;0;10155;1397416.44;4995199.145
POINT (1393847.948 4990126.477);AGENZIE VIAGGIO;SILLIS VIAGGI;VIA RIVALTA 32;No;1558;35;3;268;10141;1393847.948;4990126.477
POINT (1393426.62 4990279.295);AGENZIE VIAGGIO;GENGIS KHAM;VIA RODOLFO RENIER 3;No;1563;35;3;262;10141;1393426.62;4990279.295
POINT (1396454.22 4992215.335);TRATTENIMENTI;MOOD CAFÉ;PIAZZA DELLA REPUBBLICA 6;No;4;01;1;2;10122;1396454.22;4992215.335
POINT (1396488.461 4992232.534);TRATTENIMENTI;RISTORANTE ROMOLETTO;PIAZZA DELLA REPUBBLICA 8;No;4;01;1;2;10122;1396488.461;4992232.534
POINT (1396493.757 4992243.081);AGENZIE VIAGGIO;CASAVOYAGEURS;PIAZZA DELLA REPUBBLICA 10/A;No;4;01;1;0;10122;1396493.757;4992243.081
POINT (1393339.638 4990848.677);AGENZIE AFFARI;IL CIELO;CORSO RACCONIGI 134;No;1539;34;3;256;10141;1393339.638;4990848.677
POINT (1393339.853 4990828.376);AGENZIE VIAGGIO;ZALUN VIAGGI;CORSO RACCONIGI 136/C;No;1539;34;3;0;10141;1393339.853;4990828.376
POINT (1396535.881 4992374.713);AGENZIE VIAGGIO;VIAGGI SOLIDALI;PIAZZA DELLA REPUBBLICA 14/B;No;510;12;7;0;10152;1396535.881;4992374.713
POINT (1396493.172 4992470.766);AGENZIE VIAGGIO;ATLAS IFRANE;PIAZZA DELLA REPUBBLICA 24/C;No;510;12;7;0;10152;1396493.172;4992470.766
POINT (1393341.587 4990708.977);AGENZIE VIAGGIO;LUNEDIANA VIAGGI;CORSO RACCONIGI 150;No;1540;34;3;256;10141;1393341.587;4990708.977
POINT (1396944.936 4992122.963);AGENZIE AFFARI;;CORSO REGIO PARCO 2;No;518;12;7;648;10153;1396944.936;4992122.963
POINT (1397209.769 4990960.079);AGENZIE VIAGGIO;DELLA ROCCA VIAGGI;VIA DELLA ROCCA 2;No;233;06;1;29;10123;1397209.769;4990960.079
POINT (1397332.236 4991488.096);AGENZIE AFFARI;;CORSO S. MAURIZIO 51;No;442;11;7;644;10124;1397332.236;4991488.096
POINT (1393409.632 4989941.441);TRATTENIMENTI;RISTORANTE PIZZERIA ROSSELLI;CORSO CARLO E NELLO ROSSELLI 155 int. 3;No;1574;35;3;261;10141;1393409.632;4989941.441
POINT (1393081.21 4990105.49);AGENZIE AFFARI;CDM;CORSO CARLO E NELLO ROSSELLI 169/I;No;1573;35;3;0;10141;1393081.21;4990105.49
POINT (1393634.239 4990749.621);AGENZIE AFFARI;;VIA S. BERNARDINO 2;No;1499;33;3;245;10141;1393634.239;4990749.621
POINT (1393411.065 4990761.789);AGENZIE AFFARI;;VIA S. BERNARDINO 17;No;1497;33;3;244;10141;1393411.065;4990761.789
POINT (1393276.194 4990775.465);AGENZIE AFFARI;;VIA S. BERNARDINO 31;No;1540;34;3;256;10141;1393276.194;4990775.465
POINT (1396297.891 4991402.036);TRATTENIMENTI;CAFFE' SAN CARLO;PIAZZA S. CARLO 156;No;115;04;1;13;10121;1396297.891;4991402.036
POINT (1396253.531 4991318.226);TRATTENIMENTI;CAFFÈ TORINO;PIAZZA S. CARLO 204;No;115;04;1;13;10121;1396253.531;4991318.226
POINT (1401734.112 4995114.184);AGENZIE AFFARI;;STRADA S. MAURO 226;No;2580;79;6;627;10156;1401734.112;4995114.184
POINT (1396129.625 4992223.885);TRATTENIMENTI;ON AIR;VIA S. CHIARA 24 bis/C;No;12;01;1;0;10122;1396129.625;4992223.885
POINT (1395428.222 4992575.897);AGENZIE AFFARI;;VIA S. CHIARA 60;No;152;05;1;17;10122;1395428.222;4992575.897
POINT (1397666.676 4991507.226);AGENZIE AFFARI;MASNA';PIAZZA S. GIULIA 2/A;No;425;11;7;0;10124;1397666.676;4991507.226
POINT (1401342.916 4995037.489);AGENZIE VIAGGIO;SHAMS TRAVEL;STRADA S. MAURO 184/C;No;2578;79;6;0;10156;1401342.916;4995037.489
POINT (1396203.752 4992086.584);TRATTENIMENTI;MONDOZERO;VIA S. DOMENICO 7;No;24;01;1;1;10122;1396203.752;4992086.584
POINT (1395210.592 4992485.123);AGENZIE AFFARI;;VIA S. DONATO 5;No;667;16;4;331;10144;1395210.592;4992485.123
POINT (1393429.608 4987951.925);TRATTENIMENTI;COPACABANA;VIA S. MARINO 31;No;2177;55;2;120;10134;1393429.608;4987951.925
POINT (1394928.37006056 4992762.16523938);AGENZIE AFFARI;;VIA S. DONATO 40 bis/E;No;657;16;4;0;10144;1394928.37006056;4992762.16523938
POINT (1394489.023 4993002.428);AGENZIE AFFARI;;VIA S. DONATO 75/B;No;661;16;4;0;10144;1394489.023;4993002.428
POINT (1398802.159 4993735.709);AGENZIE AFFARI;;VIA NORBERTO ROSA 13 scala A;No;1748;40;6;587;10154;1398802.159;4993735.709
POINT (1393923.561 4987670.939);AGENZIE AFFARI;;VIA ROSARIO SANTA FE' 31/A;No;2209;56;8;0;10134;1393923.561;4987670.939
POINT (1396082.776 4992042.568);TRATTENIMENTI;ZERO' S KAFE';VIA S. AGOSTINO 8/D;No;30;01;1;0;10122;1396082.776;4992042.568
POINT (1396145.811 4992171.78);TRATTENIMENTI;LA NOTTOLA;VIA S. AGOSTINO 17/C;No;15;01;1;0;10122;1396145.811;4992171.78
POINT (1396971.169 4990975.275);TRATTENIMENTI;QUARANTA;VIA DELLE ROSINE 16/A;No;236;06;1;0;10123;1396971.169;4990975.275
POINT (1396167.811 4992214.098);TRATTENIMENTI;HAFA CAFÉ;VIA S. AGOSTINO 23/C;No;12;01;1;0;10122;1396167.811;4992214.098
POINT (1396169.577 4991827.668);AGENZIE VIAGGIO;TOURING CLUB ITALIANO;VIA S. FRANCESCO D'ASSISI 3;No;42;01;1;1;10122;1396169.577;4991827.668
POINT (1396738.201 4991262.986);AGENZIE AFFARI;;VIA S. FRANCESCO DA PAOLA 14/A;No;94;03;1;0;10123;1396738.201;4991262.986
POINT (1394320.2 4989687.583);AGENZIE AFFARI;AUTOARIANNA;CORSO CARLO E NELLO ROSSELLI 75;No;1195;26;1;67;10129;1394320.2;4989687.583
POINT (1396233.585 4990499.635);AGENZIE VIAGGIO;KHAN TRAVEL;VIA S. ANSELMO 8;No;327;09;8;726;10125;1396233.585;4990499.635
POINT (1395724.784 4990687.734);AGENZIE VIAGGIO;;VIA S. SECONDO 11;No;379;10;1;41;10128;1395724.784;4990687.734
POINT (1395715.499 4990670.208);AGENZIE AFFARI;LA PASSIONE PER IL VINTAGE;VIA S. SECONDO 13/B;No;379;10;1;0;10128;1395715.499;4990670.208
POINT (1395710.201 4990683.959);AGENZIE AFFARI;;VIA S. SECONDO 14;No;378;10;1;41;10128;1395710.201;4990683.959
POINT (1395673.711 4990590.85);AGENZIE AFFARI;;VIA S. SECONDO 17/A;No;384;10;1;0;10128;1395673.711;4990590.85
POINT (1392755.578 4989120.836);AGENZIE AFFARI;PASTORINO S.R.L.;CORSO SEBASTOPOLI 227;No;3830;59;2;151;10137;1392755.578;4989120.836
POINT (1396131.807 4990642.108);AGENZIE VIAGGIO;LET'S VISIT NETWORK;VIA SALUZZO 3;No;319;09;8;724;10125;1396131.807;4990642.108
