WKT_GEOM;DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1397416.353 4991631.568);AGENZIE AFFARI;;VIA S. OTTAVIO 45/A;No;432;11;7;0;10124;1397416.353;4991631.568
POINT (1394042.378 4991028.193);AGENZIE AFFARI;;VIA S. PAOLO 9/E;No;3292;33;3;0;10138;1394042.378;4991028.193
POINT (1393676.969 4990758.23);AGENZIE VIAGGIO;;VIA S. PAOLO 65/A;No;1507;33;3;0;10141;1393676.969;4990758.23
POINT (1396147.239 4990601.979);AGENZIE AFFARI;;VIA S. PIO V 4/A;No;326;09;8;0;10125;1396147.239;4990601.979
POINT (1393665.24066442 4991110.32692805);AGENZIE AFFARI;;PIAZZA SABOTINO 8/I;No;1471;33;3;0;10139;1393665.24066442;4991110.32692805
POINT (1393820.086 4985117.748);AGENZIE AFFARI;;VIA SAPRI 54 int. 56;No;3647;89;2;875;10127;1393820.086;4985117.748
POINT (1396335.01 4990502.661);AGENZIE AFFARI;SAMARCANDA E DINTORNI;VIA S. PIO V 18/A;No;328;09;8;0;10125;1396335.01;4990502.661
POINT (1395927.39 4990969.98);AGENZIE VIAGGIO;;VIA S. QUINTINO 1 bis/C;No;146;04;1;0;10121;1395927.39;4990969.98
POINT (1395449.962 4990010.266);AGENZIE VIAGGIO;;VIA PAOLO SACCHI 62/D;No;407;10;1;0;10128;1395449.962;4990010.266
POINT (1393928.585 4992173.764);AGENZIE VIAGGIO;DECATHLON;VIA AURELIO SAFFI 9 bis;No;1357;31;3;206;10138;1393928.585;4992173.764
POINT (1392246.611 4991824.493);AGENZIE VIAGGIO;IKEBANA;VIA SAGRA DI S. MICHELE 36/A;No;2079;51;3;0;10141;1392246.611;4991824.493
POINT (1393739.749 4995844.421);AGENZIE AFFARI;;VIA ANDREA SANSOVINO 205 int. 8;No;2432;66;5;529;10151;1393739.749;4995844.421
POINT (1392505.619 4988918.9);AGENZIE VIAGGIO;CISALPINA VIAGGI;CORSO SIRACUSA 105;No;2328;59;2;147;10137;1392505.619;4988918.9
POINT (1396101.968 4993905.763);TRATTENIMENTI;LE ROI;VIA STRADELLA 8;No;1722;39;6;572;10155;1396101.968;4993905.763
POINT (1396111.939 4993920.065);TRATTENIMENTI;NOTORIUS;VIA STRADELLA 10/D;No;1722;39;6;0;10155;1396111.939;4993920.065
POINT (1396115.953 4993929.392);TRATTENIMENTI;SABOR LATINO;VIA STRADELLA 10;No;1722;39;6;572;10155;1396115.953;4993929.392
POINT (1393780.794 4995073.885);TRATTENIMENTI;RISTORANTE DELLE ALPI;VIA GIOVANNI SEGANTINI 15;No;1973;48;5;488;10151;1393780.794;4995073.885
POINT (1395624.762 4987888.046);TRATTENIMENTI;OSCAR PUB;CORSO SPEZIA 53 bis/E;No;2242;57;8;0;10126;1395624.762;4987888.046
POINT (1399669.972 4994966.508);AGENZIE AFFARI;;STRADA DI SETTIMO 73;No;2568;79;6;630;10156;1399669.972;4994966.508
POINT (1399697.819 4994982.178);AGENZIE AFFARI;;STRADA DI SETTIMO 78/A;No;3705;79;6;0;10156;1399697.819;4994982.178
POINT (1399881.34482174 4995443.74280564);TRATTENIMENTI;KARIBA PUB;STRADA DI SETTIMO 138;No;3706;79;6;633;10156;1399881.34482174;4995443.74280564
POINT (1399927.992 4995640.543);AGENZIE AFFARI;;STRADA DI SETTIMO 157;No;2561;79;6;625;10156;1399927.992;4995640.543
POINT (1400191.735 4996303.745);AGENZIE AFFARI;;STRADA DI SETTIMO 236;No;2562;79;6;625;10156;1400191.735;4996303.745
POINT (1395381.191 4990014.579);TRATTENIMENTI;JOY & JOY;CORSO GERMANO SOMMEILLER 22;No;407;10;1;46;10128;1395381.191;4990014.579
POINT (1396356.88 4988635.635);TRATTENIMENTI;;CORSO SICILIA 6;No;2475;70;8;773;10133;1396356.88;4988635.635
POINT (1397061.72 4992130.721);AGENZIE AFFARI;;LUNGO DORA SIENA 8/G;No;519;12;7;0;10153;1397061.72;4992130.721
POINT (1393012.312 4995175.992);AGENZIE AFFARI;;CORSO TOSCANA 191/D;No;2422;65;5;0;10151;1393012.312;4995175.992
POINT (1394290.147 4992660.522);AGENZIE VIAGGIO;PATAGONIA WORLD;CORSO ALESSANDRO TASSONI 24;No;692;16;4;338;10143;1394290.147;4992660.522
POINT (1396251.131 4988856.746);TRATTENIMENTI;CHATHAM;VIA G. BATTISTA TIEPOLO 8/D;No;909;20;8;0;10126;1396251.131;4988856.746
POINT (1393290.208 4988694.56);AGENZIE AFFARI;CIMMOCOMUNICATION;VIA TRIPOLI 102;No;2144;53;2;98;10137;1393290.208;4988694.56
POINT (1391835.819 4992370.446);AGENZIE VIAGGIO;IL MONDO IN VALIGIA;CORSO BERNARDINO TELESIO 18;No;2041;50;4;396;10146;1391835.819;4992370.446
POINT (1393768.019 4992594.626);AGENZIE VIAGGIO;VIAGGIA CON STILE SAS & C.;CORSO SVIZZERA 30;No;1291;29;4;360;10143;1393768.019;4992594.626
POINT (1394475.202 4993734.516);AGENZIE AFFARI;;CORSO SVIZZERA 153;No;1953;47;4;381;10149;1394475.202;4993734.516
POINT (1394638.76770833 4993905.734375);AGENZIE VIAGGIO;GRAYDEE;CORSO SVIZZERA 185;No;1951;47;4;381;10149;1394638.76770833;4993905.734375
POINT (1394638.76770833 4993905.734375);AGENZIE AFFARI;;CORSO SVIZZERA 185;No;1951;47;4;381;10149;1394638.76770833;4993905.734375
POINT (1392973.578 4991818.221);AGENZIE VIAGGIO;TUTTI A BORDO;CORSO TRAPANI 54;No;1395;32;3;214;10139;1392973.578;4991818.221
POINT (1394754.212 4995167.055);TRATTENIMENTI;;VIA TERNI 25/D;No;1961;48;5;0;10149;1394754.212;4995167.055
POINT (1398568.822 4997531.357);AGENZIE AFFARI;;VIA TANARO 33;No;3037;77;6;620;10156;1398568.822;4997531.357
POINT (1392582.357 4990381.716);AGENZIE VIAGGIO;CERCAVACANZE;CORSO TRAPANI 225;No;1542;35;3;83;10141;1392582.357;4990381.716
POINT (1393530.292 4987681.939);AGENZIE AFFARI;;CORSO UNIONE SOVIETICA 252;No;3444;55;2;119;10134;1393530.292;4987681.939
POINT (1398141.592 4989652.01);TRATTENIMENTI;GARDEN;STRADA VAL SALICE 4/A;No;2605;85;8;0;10131;1398141.592;4989652.01
POINT (1398181.59995352 4989651.88643875);TRATTENIMENTI;;STRADA VAL SALICE 5/A;No;2533;75;8;0;10131;1398181.59995352;4989651.88643875
POINT (1392542.928 4986350.616);AGENZIE AFFARI;;CORSO UNIONE SOVIETICA 427;No;2778;90;2;896;10135;1392542.928;4986350.616
POINT (1396891.16 4993959.076);AGENZIE VIAGGIO;LIMON TRAVELS & TOURS;CORSO VERCELLI 79;No;1728;39;6;574;10155;1396891.16;4993959.076
POINT (1396891.16 4993959.076);AGENZIE AFFARI;;CORSO VERCELLI 79;No;1728;39;6;574;10155;1396891.16;4993959.076
POINT (1396947.815 4994060.87);AGENZIE AFFARI;ALICE;CORSO VERCELLI 90/E;No;1655;38;6;0;10155;1396947.815;4994060.87
POINT (1391964.518 4985687.77);AGENZIE AFFARI;GIUBILEO;CORSO UNIONE SOVIETICA 545/C;No;2784;90;2;0;10135;1391964.518;4985687.77
POINT (1394759.131 4992188.52);AGENZIE VIAGGIO;UBIQ;VIA ABATE ANTONIO VASSALLI-EANDI 19;No;736;17;3;193;10138;1394759.131;4992188.52
POINT (1394689.144 4992197.942);AGENZIE VIAGGIO;;VIA ABATE ANTONIO VASSALLI-EANDI 26;No;723;17;3;193;10138;1394689.144;4992197.942
POINT (1394523.355 4992179.663);AGENZIE AFFARI;;VIA ABATE ANTONIO VASSALLI-EANDI 37;No;734;17;3;192;10138;1394523.355;4992179.663
POINT (1394278.464 4988282.303);AGENZIE AFFARI;;VIA TUNISI 50;No;2194;56;8;801;10134;1394278.464;4988282.303
POINT (1394898.486 4991170.42);AGENZIE VIAGGIO;TRAVELQUICK;VIA VINCENZO VELA 33;No;790;18;1;49;10128;1394898.486;4991170.42
POINT (1395109.38 4989537.906);AGENZIE AFFARI;;CORSO FILIPPO TURATI 39/B;No;1230;28;1;0;10128;1395109.38;4989537.906
POINT (1396346.562 4994179.935);AGENZIE AFFARI;;VIA VALPRATO 68;No;1709;39;6;572;10155;1396346.562;4994179.935
POINT (1396346.562 4994179.935);AGENZIE VIAGGIO;E-WAY TRAVEL;VIA VALPRATO 68;No;1709;39;6;572;10155;1396346.562;4994179.935
POINT (1396084.624 4994074.002);AGENZIE AFFARI;;CORSO VENEZIA 7/B;No;1812;42;5;0;10147;1396084.624;4994074.002
POINT (1395256.388 4994443.226);AGENZIE AFFARI;STUDIO DE PATTA;VIA VEROLENGO 42 int. 2;No;1850;44;5;508;10149;1395256.388;4994443.226
POINT (1394875.41 4994989.145);TRATTENIMENTI;COCCOLE;PIAZZA PASQUALE VILLARI 16;No;1883;45;5;456;10149;1394875.41;4994989.145
POINT (1394998.599 4994435.459);AGENZIE VIAGGIO;TERRE LONTANE;VIA VEROLENGO 70;No;1848;44;5;508;10149;1394998.599;4994435.459
POINT (1392908.322 4986335.162);TRATTENIMENTI;BAR INCONTRI;VIA ONORATO VIGLIANI 35 int. 13;No;2734;61;8;856;10135;1392908.322;4986335.162
POINT (1395135.626 4991439.862);AGENZIE VIAGGIO;TURNOVA;CORSO VINZAGLIO 29;No;307;08;1;39;10121;1395135.626;4991439.862
POINT (1397347.257 4991061.111);TRATTENIMENTI;LAB;PIAZZA VITTORIO VENETO 13 scala B;No;225;06;1;27;10124;1397347.257;4991061.111
POINT (1397262.472 4990972.911);AGENZIE VIAGGIO;VERTEX ENTREPRISE;PIAZZA VITTORIO VENETO 14;No;234;06;1;27;10123;1397262.472;4990972.911
POINT (1393873.396 4985814.864);AGENZIE VIAGGIO;WIND ROSE TOUR;VIA ONORATO VIGLIANI 161;No;2978;61;2;904;10127;1393873.396;4985814.864
POINT (1395104.624 4989828.897);AGENZIE VIAGGIO;RAJATABLA VIAGGI;VIA AMERIGO VESPUCCI 9;No;1218;27;1;71;10128;1395104.624;4989828.897
POINT (1397459.705 4995550.557);AGENZIE AFFARI;REBAUDENGO & C;CORSO VERCELLI 243/A;No;3556;68;6;0;10155;1397459.705;4995550.557
POINT (1391630.307 4990898.564);AGENZIE AFFARI;;VIA VILLA GIUSTI 7/G;No;2407;63;3;0;10142;1391630.307;4990898.564
POINT (1396116.107 4987954.927);AGENZIE AFFARI;;VIA VILLA GLORI 6;No;2481;70;8;773;10133;1396116.107;4987954.927
POINT (1392732.01 4991546.821);AGENZIE AFFARI;;VIA CANDIDO VIBERTI 1;No;2879;51;3;271;10141;1392732.01;4991546.821
POINT (1395961.911 4994340.759);AGENZIE VIAGGIO;DOUKKAL TOUR DI SAADIA DOUKKAL;VIA VIBO' 31/A;No;1805;42;5;0;10147;1395961.911;4994340.759
POINT (1395795.53 4994542.204);AGENZIE VIAGGIO;LA VITA VIAGGI;VIA VILLAR 54/B;No;1792;42;5;418;10147;1395795.53;4994542.204
POINT (1393393.668 4994858.428);AGENZIE AFFARI;CARROZZERIA NUOVA LAJOLO;STRADA VILLAR DORA 237 int. 3;No;1980;48;5;494;10151;1393393.668;4994858.428
POINT (1396256.383 4990634.448);AGENZIE AFFARI;LA ROSA DEI VENTI;CORSO VITTORIO EMANUELE II 39/A;No;320;09;8;0;10125;1396256.383;4990634.448
POINT (1396008.184 4990758.573);AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 53;No;375;10;1;41;10125;1396008.184;4990758.573
POINT (1396008.184 4990758.573);AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 53;No;375;10;1;41;10125;1396008.184;4990758.573
POINT (1396008.184 4990758.573);AGENZIE VIAGGIO;AGENZIE 365;CORSO VITTORIO EMANUELE II 53;No;375;10;1;41;10125;1396008.184;4990758.573
POINT (1395352.402 4991173.993);AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 86;No;315;08;1;39;10121;1395352.402;4991173.993
POINT (1395224.946 4991240.224);AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 92;No;314;08;1;39;10121;1395224.946;4991240.224
POINT (1393481.314 4996126.883);TRATTENIMENTI;RISTORANTE MILLEGUSTI;STRADA DI ALTESSANO 146/A;No;3827;66;5;0;10151;1393481.314;4996126.883
POINT (1396415.836 4992640.615);AGENZIE AFFARI;;VIA VITTORIO ANDREIS 7/B;No;490;12;7;0;10152;1396415.836;4992640.615
POINT (1393268.758 4992550.308);AGENZIE AFFARI;;VIA ZUMAGLIA 21;No;1347;30;4;379;10145;1393268.758;4992550.308
POINT (1394865.355 4996304.812);AGENZIE AFFARI;SOLUZIONEAUTO S.R.L.;STRADA DELL' AEROPORTO 9;No;2436;66;5;530;10148;1394865.355;4996304.812
POINT (1393215.279 4987926.986);AGENZIE AFFARI;PAX;CORSO GIOVANNI AGNELLI 104;No;2175;55;2;125;10137;1393215.279;4987926.986
POINT (1393153.403 4987809.505);AGENZIE AFFARI;UNICREDIT BANCA SPA;CORSO GIOVANNI AGNELLI 118;No;2179;55;2;126;10137;1393153.403;4987809.505
POINT (1393197.415 4987772.907);AGENZIE VIAGGIO;MENPHIS VIAGGI;CORSO GIOVANNI AGNELLI 115;No;2180;55;2;121;10134;1393197.415;4987772.907
POINT (1398521.111 4991787.55);AGENZIE AFFARI;;VIA ANDORNO 34;No;978;22;7;672;10153;1398521.111;4991787.55
POINT (1396265.516 4991521.235);AGENZIE VIAGGIO;SAVANA VIAGGI;VIA VENTI SETTEMBRE 51;No;63;01;1;4;10121;1396265.516;4991521.235
POINT (1396292.283 4991535.376);AGENZIE VIAGGIO;BBC SERVICES SRL MISSIONARY & VOLUNTARY TRAVEL;VIA VENTI SETTEMBRE 58;No;90;03;1;9;10121;1396292.283;4991535.376
POINT (1396391.387 4988547.6);AGENZIE AFFARI;;VIA G. ANTONIO AMADEO 2;No;2476;70;8;773;10133;1396391.387;4988547.6
POINT (1394167.835 4992637.488);AGENZIE AFFARI;;VIA ALDO BARBARO 21;No;1285;29;4;358;10143;1394167.835;4992637.488
POINT (1395869.214 4990980.821);AGENZIE VIAGGIO;;VIA ARSENALE 38;No;145;04;1;14;10121;1395869.214;4990980.821
POINT (1396025.503 4991243.956);AGENZIE AFFARI;UNICREDIT BANCA SPA;VIA ARSENALE 23;No;120;04;1;13;10121;1396025.503;4991243.956
POINT (1396018.202 4991227.101);AGENZIE VIAGGIO;QUICK VIAGGI S.R.L.;VIA ARSENALE 25;No;128;04;1;13;10121;1396018.202;4991227.101
POINT (1395759.061 4990729.863);AGENZIE VIAGGIO;WALLACE TURISMO & CO.;VIA ASSIETTA 6/E;No;373;10;1;0;10128;1395759.061;4990729.863
POINT (1395759.061 4990729.863);AGENZIE VIAGGIO;WALLACE TURISMO & CO.;VIA ASSIETTA 6/E;No;373;10;1;0;10128;1395759.061;4990729.863
POINT (1396258.492 4991761.701);AGENZIE AFFARI;;VIA GIUSEPPE BARBAROUX 12/L;No;43;01;1;0;10122;1396258.492;4991761.701
POINT (1396228.776 4991771.383);AGENZIE AFFARI;;VIA GIUSEPPE BARBAROUX 13/A;No;51;01;1;0;10122;1396228.776;4991771.383
POINT (1393538.787 4988612.802);AGENZIE AFFARI;;VIA BALTIMORA 4;No;2142;53;2;94;10137;1393538.787;4988612.802
POINT (1395858.897 4990961.528);AGENZIE VIAGGIO;AGENZIA DI VIAGGIO SONG JIAWEN;VIA ARSENALE 40;No;145;04;1;14;10121;1395858.897;4990961.528
POINT (1391034.301 4991694.924);AGENZIE AFFARI;;VIA ASIAGO 26/B;No;3006;63;3;0;10142;1391034.301;4991694.924
POINT (1396039.637 4991220.858);AGENZIE AFFARI;;VIA DELL' ARCIVESCOVADO 9;No;128;04;1;13;10121;1396039.637;4991220.858
POINT (1391194.58645833 4991702.14791667);AGENZIE AFFARI;;VIA ASIAGO 6/C;No;2393;63;3;311;10142;1391194.58645833;4991702.14791667
POINT (1392666.006 4992679.579);AGENZIE AFFARI;FUNERAL HOUSE;VIA VITTORIO ASINARI DI BERNEZZO 39/C;No;2037;50;4;0;10146;1392666.006;4992679.579
POINT (1393834.3 4991406.275);TRATTENIMENTI;PICK UP;VIA BARGE 8;No;1447;33;3;233;10139;1393834.3;4991406.275
POINT (1393333.885 4989088.425);AGENZIE AFFARI;;VIA BARLETTA 35;No;2130;53;2;101;10136;1393333.885;4989088.425
POINT (1392807.703 4991787.062);AGENZIE AFFARI;;VIA BEAULARD 54/C;No;1393;32;3;0;10139;1392807.703;4991787.062
POINT (1396145.668 4990408.372);TRATTENIMENTI;ASTORIA BAR & BASEMENT;VIA CLAUDIO LUIGI BERTHOLLET 13;No;334;09;8;724;10125;1396145.668;4990408.372
POINT (1394994.327 4992197.471);AGENZIE VIAGGIO;;VIA CLAUDIO BEAUMONT 19;No;732;17;3;195;10138;1394994.327;4992197.471
POINT (1396108.634 4990314.297);TRATTENIMENTI;DAUNBAILO';VIA BELFIORE 5;No;346;09;8;732;10125;1396108.634;4990314.297
POINT (1393196.867 4989082.55);AGENZIE VIAGGIO;LM TOUR;VIA BENE VAGIENNA 23;No;3620;53;2;101;10136;1393196.867;4989082.55
POINT (1391133.838 4991144.214);AGENZIE AFFARI;;VIA BARD 6/D;No;2400;63;3;0;10142;1391133.838;4991144.214
POINT (1397427.067 4991019.558);AGENZIE AFFARI;;VIA EUSEBIO BAVA 2/M;No;226;06;1;0;10124;1397427.067;4991019.558
POINT (1396656.788 4991471.72);AGENZIE VIAGGIO;ALMAGESTUM IL LABORATORIO DEL VIAGGIO;VIA CESARE BATTISTI 15;No;81;03;1;9;10123;1396656.788;4991471.72
POINT (1395857.488 4989449.535);AGENZIE AFFARI;;VIA BELFIORE 65;No;871;19;8;755;10126;1395857.488;4989449.535
POINT (1394468.943 4985714.882);AGENZIE AFFARI;;PIAZZA BENGASI 18;No;2310;58;8;840;10127;1394468.943;4985714.882
POINT (1392381.68 4992347.198);AGENZIE AFFARI;;VIA BAVENO 19/A;No;2051;50;4;0;10146;1392381.68;4992347.198
POINT (1399449.385 4992054.057);AGENZIE VIAGGIO;;CORSO BELGIO 141/A;No;974;22;7;0;10153;1399449.385;4992054.057
POINT (1392286.845 4991905.793);AGENZIE AFFARI;;VIA BARDONECCHIA 142;No;2071;51;3;281;10139;1392286.845;4991905.793
POINT (1395956.187 4990301.309);TRATTENIMENTI;DA LISA;VIA GIUSEPPE BARETTI 2;No;351;09;8;730;10125;1395956.187;4990301.309
POINT (1396357.334 4990132.177);AGENZIE AFFARI;;VIA GIUSEPPE BARETTI 31/B;No;349;09;8;0;10125;1396357.334;4990132.177
POINT (1397600.439 4991204.126);AGENZIE AFFARI;;VIA EUSEBIO BAVA 16;No;447;11;7;637;10124;1397600.439;4991204.126
POINT (1397600.439 4991204.126);AGENZIE AFFARI;;VIA EUSEBIO BAVA 16;No;447;11;7;637;10124;1397600.439;4991204.126
POINT (1396739.884 4991460.642);TRATTENIMENTI;SHAKESPEARE;VIA CONTE GIAMBATTISTA BOGINO 5;No;82;03;1;10;10123;1396739.884;4991460.642
POINT (1396434.817 4992654.587);AGENZIE AFFARI;;VIA BORGO DORA 22;No;470;12;7;650;10152;1396434.817;4992654.587
POINT (1396397.284 4992574.453);AGENZIE AFFARI;TURIN ART;VIA BORGO DORA 23/D;No;489;12;7;0;10152;1396397.284;4992574.453
POINT (1395824.634 4991207.504);TRATTENIMENTI;EL CENTENARIO;VIA UMBERTO BIANCAMANO 3;No;3131;04;1;14;10121;1395824.634;4991207.504
POINT (1392482.817 4992967.387);AGENZIE AFFARI;;VIA NICOMEDE BIANCHI 45;No;2015;50;4;391;10146;1392482.817;4992967.387
POINT (1396002.583 4994797.857);AGENZIE AFFARI;;VIA BIBIANA 47/G;No;1777;42;5;0;10147;1396002.583;4994797.857
POINT (1393953.249 4992571.846);AGENZIE AFFARI;;VIA BIANZE' 26;No;1283;29;4;359;10143;1393953.249;4992571.846
POINT (1395465.771 4992401.19);AGENZIE VIAGGIO;LAB TRAVEL;VIA DEL CARMINE 28;No;169;05;1;22;10122;1395465.771;4992401.19
POINT (1400393.87997605 4996936.1985464);AGENZIE AFFARI;;STRADA DELLA CEBROSA 86 scala A;No;2548;78;6;621;10156;1400393.87997605;4996936.1985464
POINT (1397235.493 4990812.878);AGENZIE AFFARI;;VIA ALFONSO BONAFOUS 8;No;239;06;1;29;10123;1397235.493;4990812.878
POINT (1397235.493 4990812.878);AGENZIE AFFARI;;VIA ALFONSO BONAFOUS 8;No;239;06;1;29;10123;1397235.493;4990812.878
POINT (1397300.094 4990902.498);AGENZIE VIAGGIO;BORGO PO VIAGGI;VIA ALFONSO BONAFOUS 2/H;No;234;06;1;0;10123;1397300.094;4990902.498
POINT (1397441.488 4991506.92);AGENZIE AFFARI;;VIA ARTISTI 13;No;434;11;7;643;10124;1397441.488;4991506.92
POINT (1396094.397 4991844.54);AGENZIE AFFARI;;VIA GIUSEPPE BARBAROUX 28;No;41;01;1;1;10122;1396094.397;4991844.54
POINT (1395958.814 4991736.439);AGENZIE VIAGGIO;I' VENT;VIA ANTONIO GIUSEPPE BERTOLA 34;No;55;01;1;6;10122;1395958.814;4991736.439
POINT (1396178.25 4992258.172);AGENZIE AFFARI;;VIA FRANCO BONELLI 11/A;No;12;01;1;0;10122;1396178.25;4992258.172
POINT (1392640.617 4991885.956);AGENZIE AFFARI;;VIA BARDONECCHIA 95/B;No;1392;32;3;0;10139;1392640.617;4991885.956
POINT (1394809.596 4994486.34);AGENZIE AFFARI;DONNINI;VIA BORGARO 29/I;No;2681;47;5;0;10149;1394809.596;4994486.34
POINT (1394852.211 4994826.079);AGENZIE AFFARI;ONORANZE FUNEBRI GLORIA DAL 1946 S.N.C.;VIA BORGARO 78/B;No;1895;45;5;0;10149;1394852.211;4994826.079
POINT (1396375.384 4990892.145);AGENZIE AFFARI;OROLOGERIA BODONI;VIA GIAMBATTISTA BODONI 1/D;No;3150;07;1;0;10123;1396375.384;4990892.145
POINT (1395728.486 4991449.131);AGENZIE VIAGGIO;CITY LIGHTS TOURS DI MAJA AJDIN;VIA DAVIDE BERTOLOTTI 7;No;292;08;1;35;10121;1395728.486;4991449.131
POINT (1395728.486 4991449.131);AGENZIE VIAGGIO;COCCON TRAVEL LTD;VIA DAVIDE BERTOLOTTI 7;No;292;08;1;35;10121;1395728.486;4991449.131
POINT (1395728.486 4991449.131);AGENZIE VIAGGIO;DESTINATION TRAVEL;VIA DAVIDE BERTOLOTTI 7;No;292;08;1;35;10121;1395728.486;4991449.131
POINT (1395090.994 4987853.275);AGENZIE AFFARI;;VIA BISALTA 7/D;No;2249;57;8;0;10126;1395090.994;4987853.275
POINT (1396648.494 4991279.066);AGENZIE AFFARI;;VIA CONTE GIAMBATTISTA BOGINO 19/C;No;94;03;1;0;10123;1396648.494;4991279.066
POINT (1395590.819 4992967.232);AGENZIE AFFARI;;VIA BRINDISI 1/E;No;484;12;7;0;10152;1395590.819;4992967.232
POINT (1392980.816 4988030.736);AGENZIE AFFARI;;VIA BUENOS AIRES 68/D;No;2173;55;2;0;10137;1392980.816;4988030.736
POINT (1393048.802 4987993.96);AGENZIE VIAGGIO;FRANCO ROSSO ITALIA;VIA BUENOS AIRES 60;No;2174;55;2;123;10137;1393048.802;4987993.96
POINT (1393815.907 4992694.134);AGENZIE VIAGGIO;FREENET;VIA BURONZO 14/B;No;1282;29;4;0;10143;1393815.907;4992694.134
POINT (1392697.889 4988542.412);AGENZIE VIAGGIO;;VIA BOSTON 86/C;No;2721;59;2;0;10137;1392697.889;4988542.412
POINT (1396023.536 4991742.046);AGENZIE VIAGGIO;SOMEWHERE;VIA GIOVANNI BOTERO 15;No;3115;01;1;6;10122;1396023.536;4991742.046
POINT (1394165.171 4989830.7);AGENZIE AFFARI;;VIA VITTORIO BOTTEGO 5;No;1194;26;1;62;10129;1394165.171;4989830.7
POINT (1397460.344 4993612.96);AGENZIE AFFARI;;PIAZZA GIOVANNI BOTTESINI 10/C;No;1694;38;6;0;10154;1397460.344;4993612.96
POINT (1395633.789 4988446.773);AGENZIE VIAGGIO;SAN CARLO VIAGGI;CORSO BRAMANTE 88;No;2231;57;8;911;10126;1395633.789;4988446.773
POINT (1396436.496 4992717.356);AGENZIE AFFARI;;VIA BORGO DORA 35;No;477;12;7;651;10152;1396436.496;4992717.356
POINT (1396454.527 4994777.035);AGENZIE AFFARI;;VIA BREGLIO 18/A;No;1843;43;5;446;10147;1396454.527;4994777.035
POINT (1395471.816 4989376.06);AGENZIE VIAGGIO;5 ELEMENTS;VIA CARLO GIOVANNI BRUGNONE 12;No;875;19;8;751;10126;1395471.816;4989376.06
POINT (1397341.797 4992747.925);AGENZIE AFFARI;CNA SERVIZI;CORSO BRESCIA 75;No;1005;23;7;685;10152;1397341.797;4992747.925
POINT (1395003.42 4993129.161);AGENZIE AFFARI;CARROZZERIA NUOVA REGINA;VIA S. GIOVANNI BOSCO 45;No;1141;25;4;350;10144;1395003.42;4993129.161
POINT (1396919.33 4992953.433);AGENZIE AFFARI;;CORSO BRESCIA 19/B;No;3250;24;7;0;10152;1396919.33;4992953.433
POINT (1396479.96 4994773.458);AGENZIE AFFARI;;VIA BREGLIO 12;No;1843;43;5;446;10147;1396479.96;4994773.458
POINT (1396957.722 4992934.904);TRATTENIMENTI;PROSIT CAFÉ;CORSO BRESCIA 23/C;No;3250;24;7;0;10152;1396957.722;4992934.904
POINT (1391617.682 4991788.418);AGENZIE AFFARI;;CORSO FILIPPO BRUNELLESCHI 42;No;3421;51;3;276;10141;1391617.682;4991788.418
POINT (1395346.471 4988621.358);AGENZIE VIAGGIO;ACROSS THE UNIVERSE;CORSO BRAMANTE 59/D;No;944;20;8;0;10126;1395346.471;4988621.358
POINT (1393259.671 4988120.14);AGENZIE AFFARI;;VIA FELICE BRICCARELLO 21/A;No;2170;55;2;0;10137;1393259.671;4988120.14
POINT (1394209.804 4995002.78);AGENZIE AFFARI;;VIA GIOSUE' BORSI 126;No;3391;48;5;502;10149;1394209.804;4995002.78
POINT (1395416.849 4992159.913);AGENZIE AFFARI;;VIA CARLO BOUCHERON 11;No;195;05;1;18;10122;1395416.849;4992159.913
POINT (1394095.738 4987267.783);AGENZIE AFFARI;NUOVA SOCAR;VIA BRUNO GIORDANO 206/D;No;3457;56;8;0;10134;1394095.738;4987267.783
POINT (1393700.165 4990554.824);AGENZIE VIAGGIO;NOTTINGHAM VIAGGI;VIA PAOLO BRACCINI 50;No;1505;33;3;244;10141;1393700.165;4990554.824
POINT (1396937.256 4990188.832);TRATTENIMENTI;FLUIDO;VIALE UMBERTO CAGNI 7;No;362;09bis;8;752;10126;1396937.256;4990188.832
POINT (1396937.256 4990188.832);TRATTENIMENTI;FLUIDO;VIALE UMBERTO CAGNI 7;No;362;09bis;8;752;10126;1396937.256;4990188.832
POINT (1395753.806 4992243.848);AGENZIE VIAGGIO;MISS2TRAVEL;VIA DEL CARMINE 8/C;No;174;05;1;0;10122;1395753.806;4992243.848
POINT (1395816.579 4992210.44);AGENZIE AFFARI;;VIA DEL CARMINE 2 ter/A;No;175;05;1;0;10122;1395816.579;4992210.44
POINT (1396142.432 4990942.589);AGENZIE AFFARI;LIBRERIA DANTE ALIGHIERI;PIAZZA CARLO FELICE 15;No;140;04;1;16;10123;1396142.432;4990942.589
POINT (1396074.998 4990970.137);AGENZIE AFFARI;GALLERIA D'ARTE NARCISO;PIAZZA CARLO FELICE 18;No;139;04;1;16;10121;1396074.998;4990970.137
POINT (1396325.436 4990889.376);AGENZIE VIAGGIO;FARFALLA VIAGGI;VIA CARLO ALBERTO 34;No;141;04;1;15;10123;1396325.436;4990889.376
