Categoria criminologa,Sottocategoria Criminologica,CIRCOSCRIZ,Localita,Area Verde,Data,Ora
Qualità Urbana,Veicoli abbandonati,6,GOTTARDO/(VIA),,2012-04-26,
Qualità Urbana,Veicoli abbandonati,5,PERVINCHE/(VIA DELLE),,2012-04-26,12.29
Qualità Urbana,Veicoli abbandonati,5,MESSEDAGLIA/ANGELO (VIA),,2012-04-27,
Qualità Urbana,Veicoli abbandonati,7,CREMONA/(VIA),,2012-04-27,
Qualità Urbana,Veicoli abbandonati,2,AGNELLI/GIOVANNI (CORSO),,2012-04-28,9.0
Qualità Urbana,Veicoli abbandonati,4,SERVAIS/GIOVANNI (VIA),,2012-04-30,
Qualità Urbana,Veicoli abbandonati,3,VILLA GIUSTI/(VIA),,2012-04-30,13.38
Qualità Urbana,Veicoli abbandonati,6,PASTRONE/GIOVANNI (VIA),,2012-04-30,9.19
Qualità Urbana,Veicoli abbandonati,1,DUCA DEGLI ABRUZZI/(CORSO),,2012-05-02,
Qualità Urbana,Veicoli abbandonati,6,CENA/GIOVANNI (VIA),,2012-05-02,8.53
Qualità Urbana,Veicoli abbandonati,6,PUGLIA/(VIA),,2012-05-03,
Qualità Urbana,Veicoli abbandonati,10,FLEMING/ALESSANDRO (VIA),,2012-05-03,8.0
Qualità Urbana,Veicoli abbandonati,4,SVIZZERA/(CORSO),,2012-05-03,11.35
Qualità Urbana,Veicoli abbandonati,5,VERONESE/PAOLO (VIA),,2012-05-03,11.14
Qualità Urbana,Veicoli abbandonati,3,BIXIO/NINO (VIA),,2012-05-04,8.0
Qualità Urbana,Veicoli abbandonati,7,NAPOLI/(LUNGO DORA),,2012-05-07,
Qualità Urbana,Veicoli abbandonati,7,NAPOLI/(LUNGO DORA),,2012-05-07,
Qualità Urbana,Veicoli abbandonati,7,NOVARA/(CORSO),,2012-05-07,
Qualità Urbana,Veicoli abbandonati,7,PIOSSASCO/(VIA),,2012-05-07,
Qualità Urbana,Veicoli abbandonati,3,BRUINO/(VIA),,2012-05-07,8.0
Qualità Urbana,Veicoli abbandonati,6,VERCELLI/(CORSO),,2012-05-07,8.0
Qualità Urbana,Veicoli abbandonati,3,MARSIGLI/LUIGI FERDINANDO (VIA),,2012-05-07,11.18
Qualità Urbana,Veicoli abbandonati,3,STELVIO/(VIA),,2012-05-07,12.02
Qualità Urbana,Veicoli abbandonati,6,MARTORELLI/RENATO (VIA),,2012-05-08,8.0
Qualità Urbana,Veicoli abbandonati,6,PORTA/CARLO (VIA),,2012-05-08,13.05
Qualità Urbana,Veicoli abbandonati,4,MONTE GRAPPA/(CORSO),,2012-05-10,
Qualità Urbana,Veicoli abbandonati,6,LAZIO/(LUNGO STURA),,2012-05-10,
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA),,2012-05-10,
Qualità Urbana,Veicoli abbandonati,6,SANTHIA'/(VIA),,2012-05-11,9.08
Qualità Urbana,Veicoli abbandonati,7,DAMIANO/LUIGI (VIA),,2012-05-11,10.5
Qualità Urbana,Veicoli abbandonati,4,ROSAI/OTTONE(CORSO),,2012-05-14,
Qualità Urbana,Veicoli abbandonati,9,VENTIMIGLIA/(VIA),,2012-05-14,
Qualità Urbana,Veicoli abbandonati,6,SEMPIONE/(VIA),,2012-05-15,
Qualità Urbana,Veicoli abbandonati,2,COSENZA/(CORSO),,2012-05-16,
Qualità Urbana,Veicoli abbandonati,9,MONTEVIDEO/(VIA),,2012-05-16,
Qualità Urbana,Veicoli abbandonati,2,COSENZA/(CORSO),,2012-05-16,8.0
Qualità Urbana,Veicoli abbandonati,3,MATTIE/(VIA),,2012-05-17,
Qualità Urbana,Veicoli abbandonati,7,METASTASIO/(VIA),,2012-05-18,
Qualità Urbana,Veicoli abbandonati,4,BALME/(VIA),,2012-05-20,
Qualità Urbana,Veicoli abbandonati,3,BOGGIO/PIER CARLO (VIA),Area Verde,2012-05-23,9.28
Qualità Urbana,Veicoli abbandonati,2,CARANDO F.LLI/(VIA),,2012-05-23,9.35
Qualità Urbana,Veicoli abbandonati,6,MASCAGNI/PIETRO (VIA),,2012-05-23,13.29
Qualità Urbana,Veicoli abbandonati,6,MARTINA/GIOVANNI (VIA),,2012-05-23,13.34
Qualità Urbana,Veicoli abbandonati,4,FRANCIA/(CORSO),,2012-05-24,
Qualità Urbana,Veicoli abbandonati,6,CHATILLON/(VIA),,2012-05-24,
Qualità Urbana,Veicoli abbandonati,6,REGIO PARCO/(CORSO),,2012-05-24,11.48
Qualità Urbana,Veicoli abbandonati,6,GHIRLANDAIO/(PIAZZA),,2012-05-24,13.28
Qualità Urbana,Veicoli abbandonati,7,PALERMO/(LARGO),,2012-05-25,
Qualità Urbana,Veicoli abbandonati,6,PALESTRINA/PIER LUIGI (VIA),,2012-05-28,
Qualità Urbana,Veicoli abbandonati,9,VIGLIANI/ONORATO (VIA),,2012-05-28,
Qualità Urbana,Veicoli abbandonati,6,CENTALLO/(VIA),,2012-05-28,8.0
Qualità Urbana,Veicoli abbandonati,6,CERESOLE/(VIA),,2012-05-28,8.0
Qualità Urbana,Veicoli abbandonati,6,CHABERTON/(VIA),,2012-05-28,8.0
Qualità Urbana,Veicoli abbandonati,6,FOSSATA/(VIA),,2012-05-28,8.0
Qualità Urbana,Veicoli abbandonati,6,SEMPIONE/(LARGO),Area Verde,2012-05-28,8.0
Qualità Urbana,Veicoli abbandonati,6,TRONZANO/(VIA),,2012-05-28,8.0
Qualità Urbana,Veicoli abbandonati,9,UNIONE SOVIETICA/(CORSO),,2012-05-29,8.0
Qualità Urbana,Veicoli abbandonati,4,SERVAIS/GIOVANNI (VIA),,2012-05-30,
Qualità Urbana,Veicoli abbandonati,1,SAVOIA/(PIAZZA),,2012-05-30,8.0
Qualità Urbana,Veicoli abbandonati,6,GHIRLANDAIO/(PIAZZA),,2012-05-30,8.0
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA),,2012-05-30,13.35
Qualità Urbana,Veicoli abbandonati,6,FOSSATA/(VIA),,2012-05-30,13.4
Qualità Urbana,Veicoli abbandonati,3,MARTINIANA/(VIA),,2012-06-01,8.0
Qualità Urbana,Veicoli abbandonati,6,DERNA/(PIAZZA),,2012-06-05,
Qualità Urbana,Veicoli abbandonati,7,OSLAVIA/(VIA),,2012-06-07,8.0
Qualità Urbana,Veicoli abbandonati,6,VERCELLI/(CORSO),,2012-06-07,13.5
Qualità Urbana,Veicoli abbandonati,6,PALESTRINA/PIER LUIGI (VIA),,2012-06-07,13.53
Qualità Urbana,Veicoli abbandonati,6,PETRELLA/ERRICO (VIA),,2012-06-07,13.57
Qualità Urbana,Veicoli abbandonati,6,PETRELLA/ERRICO (VIA),,2012-06-07,13.57
Qualità Urbana,Veicoli abbandonati,2,CORRENTI/CESARE (CORSO),,2012-06-11,
Qualità Urbana,Veicoli abbandonati,6,PARELLA/(VIA),,2012-06-12,
Qualità Urbana,Veicoli abbandonati,3,REVELLO/(VIA),,2012-06-19,
Qualità Urbana,Veicoli abbandonati,4,MONCENISIO/(PIAZZA),,2012-06-19,
Qualità Urbana,Veicoli abbandonati,9,TEPICE/(VIA),,2012-06-19,
Qualità Urbana,Veicoli abbandonati,9,REDUZZI/CESARE (VIA),,2012-06-19,12.48
Qualità Urbana,Veicoli abbandonati,8,CHERASCO/(VIA),,2012-06-19,10.51
Qualità Urbana,Veicoli abbandonati,7,NAPOLI/(LUNGO DORA),,2012-06-21,
Qualità Urbana,Veicoli abbandonati,6,SANTHIA'/(VIA),,2012-06-21,12.09
Qualità Urbana,Veicoli abbandonati,1,RE UMBERTO/(CORSO),,2012-06-22,
Qualità Urbana,Veicoli abbandonati,2,D'ARBOREA/ELEONORA (VIA),,2012-06-22,
Qualità Urbana,Veicoli abbandonati,4,BALME/(VIA),,2012-06-23,14.29
Qualità Urbana,Veicoli abbandonati,6,ROSSI/LAURO (VIA),,2012-06-26,8.0
Qualità Urbana,Veicoli abbandonati,7,CIRIE'/(CORSO),,2012-06-27,
Qualità Urbana,Veicoli abbandonati,7,CIRIE'/(CORSO),,2012-06-27,
Qualità Urbana,Veicoli abbandonati,3,PAOLINI/FEDERICO (VIA),,2012-06-29,
Qualità Urbana,Veicoli abbandonati,3,VITTORIO EMANUELE II/(CORSO),,2012-06-29,
Qualità Urbana,Veicoli abbandonati,3,VALDIERI/(VIA),,2012-07-02,
Qualità Urbana,Veicoli abbandonati,7,CECCHI/ANTONIO (VIA),,2012-07-02,
Qualità Urbana,Veicoli abbandonati,4,NICCOLINI/G.B. (VIA),,2012-07-02,14.57
Qualità Urbana,Veicoli abbandonati,5,MANNO/GIUSEPPE (PIAZZA),,2012-07-04,9.34
Qualità Urbana,Veicoli abbandonati,6,AOSTA/(VIA),,2012-07-06,
Qualità Urbana,Veicoli abbandonati,6,AOSTA/(VIA),,2012-07-06,
Qualità Urbana,Veicoli abbandonati,6,AOSTA/(VIA),,2012-07-06,
Qualità Urbana,Veicoli abbandonati,7,AOSTA/(VIA),,2012-07-06,
Qualità Urbana,Veicoli abbandonati,7,NAPOLI/(LUNGO DORA),,2012-07-06,
Qualità Urbana,Veicoli abbandonati,7,NAPOLI/(LUNGO DORA),,2012-07-06,
Qualità Urbana,Veicoli abbandonati,7,NAPOLI/(LUNGO DORA),,2012-07-06,
Qualità Urbana,Veicoli abbandonati,7,AOSTA/(VIA),,2012-07-06,9.33
Qualità Urbana,Veicoli abbandonati,7,MODENA/GUSTAVO (PIAZZA),,2012-07-06,9.33
Qualità Urbana,Veicoli abbandonati,7,PRIOCCA/CLEMENTE DAMIANO (VIA),,2012-07-06,9.33
Qualità Urbana,Veicoli abbandonati,6,CAVAGLIA'/ENRICO (VIA),,2012-07-09,14.29
Qualità Urbana,Veicoli abbandonati,6,SEMPIONE/(VIA),,2012-07-09,14.29
Qualità Urbana,Veicoli abbandonati,5,MESSEDAGLIA/ANGELO (VIA),,2012-07-10,13.53
Qualità Urbana,Veicoli abbandonati,4,SOSTEGNO/(VIA),,2012-07-12,
Qualità Urbana,Veicoli abbandonati,9,ALASSIO/(VIA),,2012-07-12,
Qualità Urbana,Veicoli abbandonati,5,VEROLENGO/(VIA),,2012-07-12,14.03
Qualità Urbana,Veicoli abbandonati,4,TENIVELLI/CARLO (VIA),,2012-07-16,
Qualità Urbana,Veicoli abbandonati,6,SETTIMO/(STRADA DI),,2012-07-16,
Qualità Urbana,Veicoli abbandonati,8,S. PIO V/(VIA),,2012-07-16,10.28
Qualità Urbana,Veicoli abbandonati,4,ROSAI/OTTONE(CORSO),,2012-07-17,14.32
Qualità Urbana,Veicoli abbandonati,2,BARLETTA/(VIA),,2012-07-25,
Qualità Urbana,Veicoli abbandonati,5,PRIMULE/(VIA DELLE),,2012-07-25,
Qualità Urbana,Veicoli abbandonati,6,FOSSATA/(VIA),,2012-07-25,1.21
Qualità Urbana,Veicoli abbandonati,6,VERRES/(VIA),,2012-07-27,11.58
Qualità Urbana,Veicoli abbandonati,6,CHATILLON/(VIA),,2012-07-27,11.59
Qualità Urbana,Veicoli abbandonati,2,BARLETTA/(VIA),,2012-07-31,5.47
Qualità Urbana,Veicoli abbandonati,4,FRANCIA/(CORSO),,2012-07-31,8.0
Qualità Urbana,Veicoli abbandonati,3,ALECSANDRI/VASILE (VIA),,2012-07-31,8.5
Qualità Urbana,Veicoli abbandonati,3,CESANA/(VIA),,2012-08-01,
Qualità Urbana,Veicoli abbandonati,3,MENOTTI/CIRO (CORSO),,2012-08-01,
Qualità Urbana,Veicoli abbandonati,3,VITTORIO EMANUELE II/(CORSO),,2012-08-01,
Qualità Urbana,Veicoli abbandonati,6,MAGRA/(STRADA DELLA),,2012-08-01,13.42
Qualità Urbana,Veicoli abbandonati,7,DOBERDO'/(VIA),,2012-08-02,9.15
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA),,2012-08-02,12.57
Qualità Urbana,Veicoli abbandonati,4,VENALZIO/(VIA),,2012-08-03,12.39
Qualità Urbana,Veicoli abbandonati,6,BELMONTE/(VIA),,2012-08-06,8.34
Qualità Urbana,Veicoli abbandonati,6,PALESTRINA/PIER LUIGI (VIA),,2012-08-07,13.06
Qualità Urbana,Veicoli abbandonati,1,PERRONE/ETTORE (VIA),,2012-08-08,
Qualità Urbana,Veicoli abbandonati,6,GRESSONEY/(VIA),,2012-08-08,7.57
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA),,2012-08-08,9.39
Qualità Urbana,Veicoli abbandonati,5,SOSPELLO/(VIA),,2012-08-08,9.57
Qualità Urbana,Veicoli abbandonati,4,LECCE/(CORSO),,2012-08-09,8.0
Qualità Urbana,Veicoli abbandonati,6,FOSSATA/(VIA),,2012-08-09,8.32
Qualità Urbana,Veicoli abbandonati,5,VEROLENGO/(VIA),,2012-08-09,12.01
Qualità Urbana,Veicoli abbandonati,4,PERAZZO/PAOLO PIO (VIA),,2012-08-10,8.0
Qualità Urbana,Veicoli abbandonati,6,SESIA/(VIA),,2012-08-10,15.05
Qualità Urbana,Veicoli abbandonati,9,PETTINATI/LUIGI (VIA),,2012-08-10,17.01
Qualità Urbana,Veicoli abbandonati,3,S. GIORGIO CANAVESE/(VIA),,2012-08-13,
Qualità Urbana,Veicoli abbandonati,6,CEBROSA/(STRADA DELLA),,2012-08-13,
Qualità Urbana,Veicoli abbandonati,7,CIRIE'/(VIA),,2012-08-14,10.03
Qualità Urbana,Veicoli abbandonati,7,BOLOGNA/(VIA),,2012-08-14,10.22
Qualità Urbana,Veicoli abbandonati,2,GRAGLIA/(VIA),,2012-08-16,
Qualità Urbana,Veicoli abbandonati,2,GRAGLIA/(VIA),,2012-08-16,
Qualità Urbana,Veicoli abbandonati,2,TIRRENO/(VIA),,2012-08-16,
Qualità Urbana,Veicoli abbandonati,2,TIRRENO/(VIA),,2012-08-16,
Qualità Urbana,Veicoli abbandonati,2,TAZZOLI/ENRICO (CORSO),,2012-08-21,
Qualità Urbana,Veicoli abbandonati,4,MELEZET/(VIA),,2012-08-21,
Qualità Urbana,Veicoli abbandonati,5,PETTINENGO/(VIA),,2012-08-25,9.4
Qualità Urbana,Veicoli abbandonati,6,VERRES/(VIA),,2012-08-25,10.05
Qualità Urbana,Veicoli abbandonati,6,ALFANO/FRANCO (VIA),,2012-08-25,10.21
Qualità Urbana,Veicoli abbandonati,6,MONTANARO/(VIA),,2012-08-25,10.43
Qualità Urbana,Veicoli abbandonati,6,RESPIGHI/OTTORINO (PIAZZA),,2012-08-25,11.11
Qualità Urbana,Veicoli abbandonati,3,CAVALLERMAGGIORE/(VIA),,2012-08-27,
Qualità Urbana,Veicoli abbandonati,6,CIMAROSA/DOMENICO (VIA),,2012-08-27,
Qualità Urbana,Veicoli abbandonati,7,NOVARA/(CORSO),,2012-08-29,8.0
Qualità Urbana,Veicoli abbandonati,6,VERCELLI/(CORSO),,2012-08-30,8.0
Qualità Urbana,Veicoli abbandonati,9,VILLADEATI/(VIA),,2012-08-30,16.0
Qualità Urbana,Veicoli abbandonati,6,PAISIELLO/GIOVANNI (VIA),,2012-08-31,
Qualità Urbana,Veicoli abbandonati,10,VALLARSA/(VIA),,2012-08-31,
Qualità Urbana,Veicoli abbandonati,4,VALGIOIE/(LARGO),,2012-08-31,8.0
Qualità Urbana,Veicoli abbandonati,2,ALLAMANO/CANONICO GIUSEPPE (CORSO),,2012-09-03,
Qualità Urbana,Veicoli abbandonati,2,BARLETTA/(VIA),,2012-09-03,
Qualità Urbana,Veicoli abbandonati,2,BARLETTA/(VIA),,2012-09-03,
Qualità Urbana,Veicoli abbandonati,2,BARLETTA/(VIA),,2012-09-03,
Qualità Urbana,Veicoli abbandonati,2,BARLETTA/(VIA),,2012-09-03,
Qualità Urbana,Veicoli abbandonati,6,SETTIMO/(STRADA DI),,2012-09-04,
Qualità Urbana,Veicoli abbandonati,7,FIRENZE/(LUNGO DORA),,2012-09-04,
Qualità Urbana,Veicoli abbandonati,6,CASCINOTTO/(STRADA DEL),,2012-09-05,
Qualità Urbana,Veicoli abbandonati,9,SANTENA/(VIA),,2012-09-06,
Qualità Urbana,Veicoli abbandonati,6,CUOCO/VINCENZO (VIA),,2012-09-08,
Qualità Urbana,Veicoli abbandonati,7,BRESCIA/(CORSO),,2012-09-08,9.35
Qualità Urbana,Veicoli abbandonati,3,CASATI/GAETANO (VIA),,2012-09-10,
Qualità Urbana,Veicoli abbandonati,3,SAGRA DI S. MICHELE/(VIA),,2012-09-10,
Qualità Urbana,Veicoli abbandonati,6,GIULIO CESARE/(LARGO),,2012-09-10,
Qualità Urbana,Veicoli abbandonati,6,GIULIO CESARE/(LARGO),,2012-09-10,
Qualità Urbana,Veicoli abbandonati,6,GIULIO CESARE/(LARGO),,2012-09-10,
Qualità Urbana,Veicoli abbandonati,6,GIULIO CESARE/(LARGO),,2012-09-10,
Qualità Urbana,Veicoli abbandonati,6,MALONE/(VIA),,2012-09-10,
Qualità Urbana,Veicoli abbandonati,6,SOANA/(VIA),,2012-09-10,
Qualità Urbana,Veicoli abbandonati,6,SEMPIONE/(VIA),,2012-09-14,
Qualità Urbana,Veicoli abbandonati,7,BIAMINO/ETTORE (VIA),,2012-09-14,8.0
Qualità Urbana,Veicoli abbandonati,3,GRUGLIASCO/(STRADA ANTICA DI),,2012-09-15,
Qualità Urbana,Veicoli abbandonati,3,RENIER/RODOLFO (VIA),,2012-09-17,
Qualità Urbana,Veicoli abbandonati,6,VOLPIANO/(VIA),,2012-09-17,
Qualità Urbana,Veicoli abbandonati,6,VOLPIANO/(VIA),,2012-09-17,
Qualità Urbana,Veicoli abbandonati,6,VOLPIANO/(VIA),,2012-09-17,
Qualità Urbana,Veicoli abbandonati,6,VOLPIANO/(VIA),,2012-09-17,
Qualità Urbana,Veicoli abbandonati,6,VOLPIANO/(VIA),,2012-09-17,
Qualità Urbana,Veicoli abbandonati,6,VOLPIANO/(VIA),,2012-09-17,
Qualità Urbana,Veicoli abbandonati,6,VOLPIANO/(VIA),,2012-09-17,
Qualità Urbana,Veicoli abbandonati,6,VOLPIANO/(VIA),,2012-09-17,
Qualità Urbana,Veicoli abbandonati,6,PETRELLA/ERRICO (VIA),,2012-09-17,8.0
Qualità Urbana,Veicoli abbandonati,3,GRUGLIASCO/(STRADA ANTICA DI),,2012-09-18,
Qualità Urbana,Veicoli abbandonati,6,TARTINI/GIUSEPPE (VIA),,2012-09-18,
Qualità Urbana,Veicoli abbandonati,6,TARTINI/GIUSEPPE (VIA),,2012-09-19,
Qualità Urbana,Veicoli abbandonati,6,TARTINI/GIUSEPPE (VIA),,2012-09-19,
Qualità Urbana,Veicoli abbandonati,6,TARTINI/GIUSEPPE (VIA),,2012-09-19,
Qualità Urbana,Veicoli abbandonati,6,MONCRIVELLO/(VIA),Area Verde,2012-09-19,13.32
Qualità Urbana,Veicoli abbandonati,7,REGINA MARGHERITA/(PIAZZALE),,2012-09-20,
Qualità Urbana,Veicoli abbandonati,7,RICASOLI/BETTINO (VIA),,2012-09-20,
Qualità Urbana,Veicoli abbandonati,7,CIRIE'/(CORSO),,2012-09-21,
Qualità Urbana,Veicoli abbandonati,6,VIGEVANO/(CORSO),,2012-09-21,13.48
Qualità Urbana,Veicoli abbandonati,6,PARELLA/(VIA),,2012-09-21,13.55
Qualità Urbana,Veicoli abbandonati,6,CERESOLE/(VIA),,2012-09-24,
Qualità Urbana,Veicoli abbandonati,3,CHANOUX/PIETRO ABATE (VIA),,2012-09-24,8.0
Qualità Urbana,Veicoli abbandonati,3,CUMIANA/(VIA),,2012-09-24,8.0
Qualità Urbana,Veicoli abbandonati,3,CUMIANA/(VIA),,2012-09-24,8.0
Qualità Urbana,Veicoli abbandonati,6,CERESOLE/(VIA),,2012-09-25,
Qualità Urbana,Veicoli abbandonati,1,MORIS/GIUSEPPE (VIA),,2012-10-02,
Qualità Urbana,Veicoli abbandonati,6,CERVINO/(VIA),,2012-10-04,
Qualità Urbana,Veicoli abbandonati,6,CERVINO/(VIA),,2012-10-04,
Qualità Urbana,Veicoli abbandonati,6,CERVINO/(VIA),,2012-10-04,
Qualità Urbana,Veicoli abbandonati,6,COURMAYEUR/(VIA),,2012-10-04,
Qualità Urbana,Veicoli abbandonati,6,COURMAYEUR/(VIA),,2012-10-04,
Qualità Urbana,Veicoli abbandonati,6,MALONE/(VIA),,2012-10-04,
Qualità Urbana,Veicoli abbandonati,7,PALLANZA/(VIA),,2012-10-08,
Qualità Urbana,Veicoli abbandonati,3,LERA/(VIA),,2012-10-08,11.04
Qualità Urbana,Veicoli abbandonati,4,MONTE GRAPPA/(CORSO),,2012-10-09,13.03
Qualità Urbana,Veicoli abbandonati,3,ROSSELLI/CARLO E NELLO (CORSO),,2012-10-10,
Qualità Urbana,Veicoli abbandonati,6,MOTTALCIATA/(VIA),,2012-10-11,
Qualità Urbana,Veicoli abbandonati,7,PALLANZA/(VIA),,2012-10-11,
Qualità Urbana,Veicoli abbandonati,7,NOVARA/(CORSO),,2012-10-12,
Qualità Urbana,Veicoli abbandonati,6,BOLLENGO/(VIA),,2012-10-14,
Qualità Urbana,Veicoli abbandonati,6,CHATILLON/(VIA),,2012-10-14,
Qualità Urbana,Veicoli abbandonati,6,SIGNORINI/TELEMACO (VIA),,2012-10-14,
Qualità Urbana,Veicoli abbandonati,6,FRANCESE/(STRADA DEL),,2012-10-16,8.12
Qualità Urbana,Veicoli abbandonati,6,BELMONTE/(VIA),,2012-10-16,8.19
Qualità Urbana,Veicoli abbandonati,7,BRESCIA/(CORSO),,2012-10-17,
Qualità Urbana,Veicoli abbandonati,3,TRAPANI/(CORSO),,2012-10-17,11.5
Qualità Urbana,Veicoli abbandonati,3,MONGINEVRO/(VIA),,2012-10-18,
Qualità Urbana,Veicoli abbandonati,5,GULLI/TOMMASO (VIA),,2012-10-18,
Qualità Urbana,Veicoli abbandonati,3,CUMIANA/(VIA),,2012-10-19,
Qualità Urbana,Veicoli abbandonati,8,FEBO/(VIA),,2012-10-19,9.2
Qualità Urbana,Veicoli abbandonati,6,TARANTO/(CORSO),,2012-10-23,11.14
Qualità Urbana,Veicoli abbandonati,2,BOSTON/(VIA),,2012-10-24,14.4
Qualità Urbana,Veicoli abbandonati,7,GATTINARA/(VIA),,2012-10-31,
Qualità Urbana,Veicoli abbandonati,6,SAMONE/(VIA),,2012-11-02,11.34
Qualità Urbana,Veicoli abbandonati,3,LERA/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,BETULLE/(VIA DELLE),Area Verde,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,CAVAGNOLO/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,CAVAGNOLO/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,CHATILLON/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,CUORGNE'/(STRADA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,FOSSATA/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,GHIRLANDAIO/(PIAZZA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,LOMBARDORE/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,LOMBARDORE/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,LOMBARDORE/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,PALESTRINA/PIER LUIGI (VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,PERTENGO/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,SAMONE/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,SAMONE/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,SEMPIONE/(VIA),,2012-11-05,
Qualità Urbana,Veicoli abbandonati,6,CHATILLON/(VIA),,2012-11-08,
Qualità Urbana,Veicoli abbandonati,6,PALESTRINA/PIER LUIGI (VIA),,2012-11-08,
Qualità Urbana,Veicoli abbandonati,3,TRAPANI/(CORSO),,2012-11-11,
Qualità Urbana,Veicoli abbandonati,6,VERRES/(VIA),,2012-11-12,
Qualità Urbana,Veicoli abbandonati,8,MONCALIERI/(CORSO),,2012-11-12,8.0
Qualità Urbana,Veicoli abbandonati,6,CENTALLO/(VIA),,2012-11-12,8.03
Qualità Urbana,Veicoli abbandonati,4,BOSSI/CARLO (VIA),,2012-11-12,12.41
Qualità Urbana,Veicoli abbandonati,2,BALTIMORA/(VIA),,2012-11-20,
Qualità Urbana,Veicoli abbandonati,4,BAVENO/(VIA),,2012-11-20,
Qualità Urbana,Veicoli abbandonati,3,CHAMBERY/(VIA),,2012-11-21,
Qualità Urbana,Veicoli abbandonati,7,PORPORATI/CARLO ANTONIO (VIA),,2012-11-23,8.0
Qualità Urbana,Veicoli abbandonati,3,BOBBIO/(VIA),,2012-11-26,
Qualità Urbana,Veicoli abbandonati,2,ALLAMANO/CANONICO GIUSEPPE (CORSO),,2012-11-27,
Qualità Urbana,Veicoli abbandonati,6,CENTALLO/(VIA),,2012-11-27,
Qualità Urbana,Veicoli abbandonati,6,SEMPIONE/(VIA),,2012-12-03,8.0
Qualità Urbana,Veicoli abbandonati,6,VITTIME DI BOLOGNA/(VIA),,2012-12-06,
Qualità Urbana,Veicoli abbandonati,4,SERVAIS/GIOVANNI (VIA),,2012-12-10,
Qualità Urbana,Veicoli abbandonati,3,PRONDA/(STRADA DELLA),,2012-12-19,15.33
Qualità Urbana,Veicoli abbandonati,2,ALLAMANO/CANONICO GIUSEPPE (CORSO),,2012-12-20,11.46
Qualità Urbana,Veicoli abbandonati,2,ALLAMANO/CANONICO GIUSEPPE (CORSO),,2012-12-21,13.55
Qualità Urbana,Veicoli abbandonati,6,S. MAURO/(STRADA),,2012-12-30,10.5
Qualità Urbana,Veicoli abbandonati,3,VITTORIO EMANUELE II/(CORSO),,2013-01-02,8.0
Qualità Urbana,Veicoli abbandonati,6,ALAGNA/(VIA),,2013-01-03,
Qualità Urbana,Veicoli abbandonati,6,PONCHIELLI/AMILCARE (VIA),,2013-01-04,
Qualità Urbana,Veicoli abbandonati,9,NIZZA/(VIA),,2013-01-04,
Qualità Urbana,Veicoli abbandonati,7,SAVONA/(LUNGO DORA),,2013-01-09,9.37
Qualità Urbana,Veicoli abbandonati,6,TARANTO/(CORSO),,2013-01-09,14.46
Qualità Urbana,Veicoli abbandonati,9,ALASSIO/(VIA),,2013-01-10,
Qualità Urbana,Veicoli abbandonati,6,CRAVERO/GIOVANNI (VIA),,2013-01-10,10.17
Qualità Urbana,Veicoli abbandonati,3,GAMBASCA/(VIA),,2013-01-14,8.0
Qualità Urbana,Veicoli abbandonati,2,QUATTRO NOVEMBRE/(CORSO),,2013-01-17,
Qualità Urbana,Veicoli abbandonati,3,LIONE/(CORSO),,2013-01-21,
Qualità Urbana,Veicoli abbandonati,7,COMO/(VIA),,2013-01-21,
Qualità Urbana,Veicoli abbandonati,7,GIAVENO/(VIA),,2013-01-22,
Qualità Urbana,Veicoli abbandonati,2,RAGUSA/(VIA),,2013-01-22,9.48
Qualità Urbana,Veicoli abbandonati,3,MONGINEVRO/(VIA),,2013-01-23,
Qualità Urbana,Veicoli abbandonati,2,SIRACUSA/(CORSO),,2013-01-28,
Qualità Urbana,Veicoli abbandonati,5,CALABRIA/(VIA),,2013-01-28,
Qualità Urbana,Veicoli abbandonati,6,PORPORA/NICOLA (VIA),,2013-01-29,
Qualità Urbana,Veicoli abbandonati,2,SIRACUSA/(CORSO),,2013-01-30,
Qualità Urbana,Veicoli abbandonati,4,BUFFA DI PERRERO/CARLO (VIA),,2013-01-30,
Qualità Urbana,Veicoli abbandonati,6,BARBANIA/(VIA),,2013-01-31,
