Categoria criminologa,Sottocategoria Criminologica,CIRCOSCRIZ,Localita,Area Verde,Data,Ora
Qualità Urbana,Decoro e degrado urbano,1,SAVOIA/(PIAZZA),,2013-08-08,
Qualità Urbana,Decoro e degrado urbano,2,DINA/GIACOMO (VIA),,2013-08-08,
Qualità Urbana,Decoro e degrado urbano,5,GROSSETO/(CORSO),,2013-08-08,
Qualità Urbana,Decoro e degrado urbano,2,DINA/GIACOMO (VIA),,2013-08-12,
Qualità Urbana,Decoro e degrado urbano,5,TOSCANA/(CORSO),Area Verde,2013-08-13,
Qualità Urbana,Decoro e degrado urbano,5,LUCENTO/(VIA),,2013-08-20,
Qualità Urbana,Decoro e degrado urbano,5,MOSCA/GAETANO (VIA),,2013-08-20,
Qualità Urbana,Decoro e degrado urbano,5,BORGARO/(LARGO),Area Verde,2013-08-21,
Qualità Urbana,Decoro e degrado urbano,6,PERGOLESI/GIAMBATTISTA (VIA),,2013-08-23,
Qualità Urbana,Decoro e degrado urbano,6,ULIVI/(VIA DEGLI),,2013-08-25,
Qualità Urbana,Decoro e degrado urbano,8,ASILO/(VIA ALL'),,2013-08-28,
Qualità Urbana,Decoro e degrado urbano,10,SOMALIA/(VIA),,2013-08-28,
Qualità Urbana,Decoro e degrado urbano,7,SAVONA/(LUNGO DORA),,2013-08-29,
Qualità Urbana,Decoro e degrado urbano,6,CERVINO/(VIA),,2013-08-29,11.01
Qualità Urbana,Decoro e degrado urbano,2,CASTELGOMBERTO/(VIA),,2013-08-29,17.06
Qualità Urbana,Decoro e degrado urbano,7,CUNEO/(VIA),,2013-09-02,
Qualità Urbana,Decoro e degrado urbano,7,VIGEVANO/(CORSO),,2013-09-03,
Qualità Urbana,Decoro e degrado urbano,5,VAL DELLA TORRE/(VIA),Area Verde,2013-09-03,10.32
Qualità Urbana,Decoro e degrado urbano,6,LEGA/SILVESTRO (VIA),,2013-09-04,
Qualità Urbana,Decoro e degrado urbano,1,CARLO ALBERTO/(PIAZZA),,2013-09-05,
Qualità Urbana,Decoro e degrado urbano,1,MATTEOTTI/GIACOMO (CORSO),,2013-09-05,
Qualità Urbana,Decoro e degrado urbano,,,Area Verde,2013-09-06,
Qualità Urbana,Decoro e degrado urbano,6,VILLARETTO/(STRADA DEL),,2013-09-06,
Qualità Urbana,Decoro e degrado urbano,1,GOVERNOLO/(VIA),,2013-09-06,15.3
Qualità Urbana,Decoro e degrado urbano,8,PONTE ISABELLA A S. VITO/(STRADA DEL),,2013-09-09,
Qualità Urbana,Decoro e degrado urbano,6,BOCCHERINI/LUIGI (VIA),Area Verde,2013-09-09,8.0
Qualità Urbana,Decoro e degrado urbano,10,CHIALA/LUIGI (VIA),,2013-09-09,10.53
Qualità Urbana,Decoro e degrado urbano,7,NAPOLI/(LUNGO DORA),,2013-09-11,
Qualità Urbana,Decoro e degrado urbano,7,NOVARA/(CORSO),,2013-09-11,10.1
Qualità Urbana,Decoro e degrado urbano,9,SEBASTOPOLI/(CORSO),,2013-09-11,11.35
Qualità Urbana,Decoro e degrado urbano,4,TALUCCHI/GIUSEPPE (VIA),,2013-09-11,13.15
Qualità Urbana,Decoro e degrado urbano,4,FRANCIA/(CORSO),,2013-09-13,10.04
Qualità Urbana,Decoro e degrado urbano,5,FORLI'/(VIA),,2013-09-14,
Qualità Urbana,Decoro e degrado urbano,1,VALDOCCO/(CORSO),,2013-09-17,
Qualità Urbana,Decoro e degrado urbano,2,ORBASSANO/(CORSO),,2013-09-17,13.06
Qualità Urbana,Decoro e degrado urbano,4,GHEMME/(VIA),,2013-09-18,
Qualità Urbana,Decoro e degrado urbano,7,CASALE/(CORSO),,2013-09-18,
Qualità Urbana,Decoro e degrado urbano,3,PRINCIPI D'ACAJA/(VIA),,2013-09-18,13.29
Qualità Urbana,Decoro e degrado urbano,7,GIULIO CESARE/(CORSO),,2013-09-19,
Qualità Urbana,Decoro e degrado urbano,9,GIORDANO/BRUNO (VIA),,2013-09-19,12.16
Qualità Urbana,Decoro e degrado urbano,7,CAVEZZALE/PIETRO (VIA),,2013-09-20,0.2
Qualità Urbana,Decoro e degrado urbano,4,FRANCIA/(CORSO),Area Verde,2013-09-20,9.45
Qualità Urbana,Decoro e degrado urbano,5,PONDERANO/(VIA),,2013-09-23,10.22
Qualità Urbana,Decoro e degrado urbano,3,FATTORI/GIOVANNI (VIA),,2013-09-23,12.0
Qualità Urbana,Decoro e degrado urbano,6,VERCELLI/(CORSO),,2013-09-24,9.5
Qualità Urbana,Decoro e degrado urbano,5,PRIMULE/(VIA DELLE),,2013-09-24,11.5
Qualità Urbana,Decoro e degrado urbano,1,PASTRENGO/(VIA),,2013-09-25,
Qualità Urbana,Decoro e degrado urbano,6,PALERMO/(CORSO),,2013-09-25,
Qualità Urbana,Decoro e degrado urbano,5,STAMPINI/ETTORE (VIA),,2013-09-25,8.0
Qualità Urbana,Decoro e degrado urbano,8,MONCALIERI/(CORSO),,2013-09-26,
Qualità Urbana,Decoro e degrado urbano,2,ROVERETO/(VIA),,2013-09-26,16.09
Qualità Urbana,Decoro e degrado urbano,1,FERRARIS/GALILEO (CORSO),,2013-09-27,
Qualità Urbana,Decoro e degrado urbano,5,FOLIGNO/(VIA),,2013-09-27,
Qualità Urbana,Decoro e degrado urbano,3,FROSSASCO/(VIA),,2013-09-27,13.0
Qualità Urbana,Decoro e degrado urbano,5,LANZO/(STRADA),,2013-09-29,17.11
Qualità Urbana,Decoro e degrado urbano,1,S. CARLO/(PIAZZA),,2013-09-30,
Qualità Urbana,Decoro e degrado urbano,9,SEBASTOPOLI/(CORSO),,2013-09-30,
Qualità Urbana,Decoro e degrado urbano,3,ISSIGLIO/(VIA),,2013-10-01,
Qualità Urbana,Decoro e degrado urbano,6,BELMONTE/(VIA),,2013-10-01,
Qualità Urbana,Decoro e degrado urbano,7,SALERNO/(VIA),,2013-10-02,
Qualità Urbana,Decoro e degrado urbano,3,MORETTA/(VIA),,2013-10-03,
Qualità Urbana,Decoro e degrado urbano,7,CHIVASSO/(VIA),,2013-10-03,
Qualità Urbana,Decoro e degrado urbano,1,BARBAROUX/GIUSEPPE (VIA),,2013-10-03,12.0
Qualità Urbana,Decoro e degrado urbano,5,SAORGIO/(VIA),,2013-10-03,13.0
Qualità Urbana,Decoro e degrado urbano,4,BELLARDI/LUDOVICO (VIA),,2013-10-03,13.34
Qualità Urbana,Decoro e degrado urbano,3,ASIAGO/(VIA),,2013-10-04,
Qualità Urbana,Decoro e degrado urbano,7,PARMA/(VIA),,2013-10-04,
Qualità Urbana,Decoro e degrado urbano,8,MARCONI/GUGLIELMO (CORSO),,2013-10-04,
Qualità Urbana,Decoro e degrado urbano,10,TAZZOLI/ENRICO (CORSO),,2013-10-04,
Qualità Urbana,Decoro e degrado urbano,10,TAZZOLI/ENRICO (CORSO),,2013-10-04,
Qualità Urbana,Decoro e degrado urbano,1,ASSIETTA/(VIA),,2013-10-07,8.0
Qualità Urbana,Decoro e degrado urbano,3,ROSSELLI/CARLO E NELLO (CORSO),,2013-10-07,8.0
Qualità Urbana,Decoro e degrado urbano,7,REGGIO/(VIA),,2013-10-07,10.23
Qualità Urbana,Decoro e degrado urbano,6,BARBANIA/(VIA),,2013-10-08,8.3
Qualità Urbana,Decoro e degrado urbano,3,VILLARBASSE/(VIA),,2013-10-08,17.13
Qualità Urbana,Decoro e degrado urbano,1,CARLO ALBERTO/(PIAZZA),,2013-10-09,
Qualità Urbana,Decoro e degrado urbano,5,MASSARI/GIUSEPPE (VIA),,2013-10-09,
Qualità Urbana,Decoro e degrado urbano,6,PALERMO/(CORSO),,2013-10-09,
Qualità Urbana,Decoro e degrado urbano,4,GAMBA/ENRICO (CORSO),,2013-10-10,
Qualità Urbana,Decoro e degrado urbano,6,CIMAROSA/DOMENICO (VIA),,2013-10-10,
Qualità Urbana,Decoro e degrado urbano,9,SEBASTOPOLI/(CORSO),,2013-10-10,17.57
Qualità Urbana,Decoro e degrado urbano,1,VITTORIO EMANUELE II/(CORSO),,2013-10-15,
Qualità Urbana,Decoro e degrado urbano,3,TRAPANI/(CORSO),,2013-10-16,
Qualità Urbana,Decoro e degrado urbano,4,PEYRON/AMEDEO (PIAZZA),,2013-10-16,
Qualità Urbana,Decoro e degrado urbano,1,GIOLITTI/GIOVANNI (VIA),Area Verde,2013-10-17,
Qualità Urbana,Decoro e degrado urbano,4,LE CHIUSE/(VIA),,2013-10-19,
Qualità Urbana,Decoro e degrado urbano,5,BARACCA/FRANCESCO (VIA),,2013-10-20,
Qualità Urbana,Decoro e degrado urbano,6,TASCA/ANGELO (VIA),Area Verde,2013-10-20,
Qualità Urbana,Decoro e degrado urbano,6,BARSANTI/EUGENIO (VIA)/,,2013-10-21,11.59
Qualità Urbana,Decoro e degrado urbano,3,FREIDOUR/(VIA),,2013-10-22,
Qualità Urbana,Decoro e degrado urbano,3,TRAPANI/(CORSO),,2013-10-22,
Qualità Urbana,Decoro e degrado urbano,8,MONCALIERI/(CORSO),,2013-10-22,
Qualità Urbana,Decoro e degrado urbano,5,MASSARI/GIUSEPPE (VIA),,2013-10-23,
Qualità Urbana,Decoro e degrado urbano,4,LIVORNO/(VIA),Area Verde,2013-10-24,
Qualità Urbana,Decoro e degrado urbano,6,PACINI/GIOVANNI (VIA),,2013-10-24,
Qualità Urbana,Decoro e degrado urbano,6,SCARAFIOTTI/(STRADA),,2013-10-24,8.0
Qualità Urbana,Decoro e degrado urbano,8,MARCONI/GUGLIELMO (CORSO),,2013-10-24,9.3
Qualità Urbana,Decoro e degrado urbano,9,PASSO BUOLE/(VIA),,2013-10-24,11.39
Qualità Urbana,Decoro e degrado urbano,,,Area Verde,2013-10-25,
Qualità Urbana,Decoro e degrado urbano,,,Area Verde,2013-10-25,
Qualità Urbana,Decoro e degrado urbano,1,CAVOUR (PIAZZA),Area Verde,2013-10-25,
Qualità Urbana,Decoro e degrado urbano,7,CASALE/(CORSO),Area Verde,2013-10-26,
Qualità Urbana,Decoro e degrado urbano,7,REGINA MARGHERITA/(CORSO),,2013-10-28,
Qualità Urbana,Decoro e degrado urbano,5,MONTESOGLIO/(VIA),,2013-10-30,
Qualità Urbana,Decoro e degrado urbano,7,CARTMAN/(STRADA DEL),,2013-10-30,
Qualità Urbana,Decoro e degrado urbano,2,BARLETTA/(VIA),,2013-11-03,
Qualità Urbana,Decoro e degrado urbano,1,MARIA VITTORIA/(VIA),,2013-11-04,
Qualità Urbana,Decoro e degrado urbano,3,ISONZO/(VIA),,2013-11-04,17.11
Qualità Urbana,Decoro e degrado urbano,3,LANCIA/VINCENZO (VIA),,2013-11-04,17.11
Qualità Urbana,Decoro e degrado urbano,1,PRINCIPE EUGENIO/(CORSO),,2013-11-05,
Qualità Urbana,Decoro e degrado urbano,5,BORGARO/(VIA),,2013-11-06,
Qualità Urbana,Decoro e degrado urbano,7,REGIO PARCO/(CORSO),,2013-11-06,19.5
Qualità Urbana,Decoro e degrado urbano,5,BADINI CONFALONIERI/ALFONSO (VIA),,2013-11-07,
Qualità Urbana,Decoro e degrado urbano,9,UNIONE SOVIETICA/(CORSO),,2013-11-07,10.23
Qualità Urbana,Decoro e degrado urbano,3,LIONE/(CORSO),,2013-11-07,11.3
Qualità Urbana,Decoro e degrado urbano,1,PO/(VIA),,2013-11-11,
Qualità Urbana,Decoro e degrado urbano,1,VERDI/GIUSEPPE (VIA),,2013-11-11,
Qualità Urbana,Decoro e degrado urbano,4,BELLARDI/LUDOVICO (VIA),,2013-11-11,
Qualità Urbana,Decoro e degrado urbano,4,PEYRON/AMEDEO (VIA),,2013-11-11,
Qualità Urbana,Decoro e degrado urbano,4,ROSTA/(VIA),,2013-11-11,
Qualità Urbana,Decoro e degrado urbano,7,DAMIANO/LUIGI (VIA),,2013-11-11,
Qualità Urbana,Decoro e degrado urbano,7,NAPIONE/GIOVANNI FRANCESCO (VIA),,2013-11-11,9.59
Qualità Urbana,Decoro e degrado urbano,1,PRINCIPE ODDONE/(CORSO),,2013-11-13,
Qualità Urbana,Decoro e degrado urbano,5,BIBIANA/(VIA),,2013-11-13,
Qualità Urbana,Decoro e degrado urbano,3,AZZI/FRANCESCO (VIA),,2013-11-17,1.25
Qualità Urbana,Decoro e degrado urbano,1,STATUTO/(PIAZZA),Area Verde,2013-11-18,
Qualità Urbana,Decoro e degrado urbano,3,PESCHIERA/(CORSO),,2013-11-19,
Qualità Urbana,Decoro e degrado urbano,6,CERESOLE/(VIA),,2013-11-19,
Qualità Urbana,Decoro e degrado urbano,6,VIGEVANO/(CORSO),,2013-11-19,
Qualità Urbana,Decoro e degrado urbano,6,CHATILLON/(VIA),,2013-11-19,9.39
Qualità Urbana,Decoro e degrado urbano,7,CADORE/(CORSO),,2013-11-19,14.29
Qualità Urbana,Decoro e degrado urbano,1,VITTORIO EMANUELE II/(CORSO),,2013-11-22,
Qualità Urbana,Decoro e degrado urbano,4,COSSA/PIETRO (VIA),Area Verde,2013-11-25,9.27
Qualità Urbana,Decoro e degrado urbano,8,TADINI/(STRADA DEI),,2013-11-26,
Qualità Urbana,Decoro e degrado urbano,2,BIANCO/DANTE LIVIO (PIAZZA),,2013-11-27,
Qualità Urbana,Decoro e degrado urbano,1,STATI UNITI/(CORSO),,2013-11-27,8.0
Qualità Urbana,Decoro e degrado urbano,6,CASCINOTTO/(STRADA DEL),,2013-11-27,8.0
Qualità Urbana,Decoro e degrado urbano,9,TAGGIA/(VIA),,2013-11-27,11.0
Qualità Urbana,Decoro e degrado urbano,5,MASSA/(VIA),,2013-11-27,16.34
Qualità Urbana,Decoro e degrado urbano,1,FABRO/ANTONIO (VIA),,2013-11-28,
Qualità Urbana,Decoro e degrado urbano,6,CUORGNE'/(STRADA),,2013-11-28,
Qualità Urbana,Decoro e degrado urbano,8,BRAMANTE/(CORSO),,2013-11-28,
Qualità Urbana,Decoro e degrado urbano,1,BRAMANTE/(CORSO),,2013-11-28,14.27
Qualità Urbana,Decoro e degrado urbano,2,LANFRANCO/LEOPOLDO(VIA),,2013-11-29,
Qualità Urbana,Decoro e degrado urbano,4,COSSA/PIETRO (VIA),,2013-11-29,
Qualità Urbana,Decoro e degrado urbano,2,LESEGNO/(VIA),,2013-11-30,
Qualità Urbana,Decoro e degrado urbano,1,GIOLITTI/GIOVANNI (VIA),,2013-12-02,8.0
Qualità Urbana,Decoro e degrado urbano,5,VEROLENGO/(VIA),Area Verde,2013-12-03,
Qualità Urbana,Decoro e degrado urbano,8,S. VITO REVIGLIASCO/(STRADA),,2013-12-04,
Qualità Urbana,Decoro e degrado urbano,9,BEINETTE/(VIA),,2013-12-04,
Qualità Urbana,Decoro e degrado urbano,4,ZUMAGLIA/(VIA),,2013-12-04,10.02
Qualità Urbana,Decoro e degrado urbano,3,ASIAGO/(VIA),,2013-12-05,9.52
Qualità Urbana,Decoro e degrado urbano,1,SACCHI/PAOLO (VIA),,2013-12-05,11.32
Qualità Urbana,Decoro e degrado urbano,2,COSENZA/(CORSO),,2013-12-05,11.32
Qualità Urbana,Decoro e degrado urbano,1,RE UMBERTO/(CORSO),,2013-12-09,9.06
Qualità Urbana,Decoro e degrado urbano,8,ORMEA/(VIA),,2013-12-10,
Qualità Urbana,Decoro e degrado urbano,5,BOCCARDO/GIOVANNI MICHELE (VIA),,2013-12-10,14.39
Qualità Urbana,Decoro e degrado urbano,6,CIMAROSA/DOMENICO (VIA),,2013-12-11,8.0
Qualità Urbana,Decoro e degrado urbano,2,NEGRI/ADA (VIA),,2013-12-13,
Qualità Urbana,Decoro e degrado urbano,6,CHIESA/DAMIANO (VIA),,2013-12-13,
Qualità Urbana,Decoro e degrado urbano,1,GIOVANNI DA VERAZZANO/(VIA),,2013-12-15,
Qualità Urbana,Decoro e degrado urbano,3,BIXIO/NINO (VIA),,2013-12-16,15.44
Qualità Urbana,Decoro e degrado urbano,2,GAIDANO/PAOLO (VIA),,2013-12-17,
Qualità Urbana,Decoro e degrado urbano,6,SETTIMO/(STRADA DI),,2013-12-18,11.15
Qualità Urbana,Decoro e degrado urbano,6,PALERMO/(CORSO),,2013-12-18,14.0
Qualità Urbana,Decoro e degrado urbano,7,PADOVA/(VIA),,2013-12-19,9.32
Qualità Urbana,Decoro e degrado urbano,1,PRINCIPE AMEDEO/(VIA),,2013-12-20,
Qualità Urbana,Decoro e degrado urbano,4,LIVORNO/(VIA),,2013-12-23,
Qualità Urbana,Decoro e degrado urbano,4,MORGHEN/(VIA),,2013-12-23,
Qualità Urbana,Decoro e degrado urbano,1,S. QUINTINO/(VIA),,2013-12-23,10.2
Qualità Urbana,Decoro e degrado urbano,8,MADAMA CRISTINA/(VIA),,2013-12-23,10.47
Qualità Urbana,Decoro e degrado urbano,1,RE UMBERTO/(CORSO),,2013-12-23,13.03
Qualità Urbana,Decoro e degrado urbano,4,COSSA/PIETRO (VIA),Area Verde,2013-12-23,15.29
Qualità Urbana,Decoro e degrado urbano,,,,2013-12-24,
Qualità Urbana,Decoro e degrado urbano,6,LEINI'/(VIA),,2013-12-28,17.29
Qualità Urbana,Decoro e degrado urbano,1,PARINI/GIUSEPPE (VIA),,2013-12-30,9.3
Qualità Urbana,Veicoli abbandonati,9,MARCHESINI GOBETTI/ADA (VIA),,2012-01-02,
Qualità Urbana,Veicoli abbandonati,3,MARMOLADA/(PIAZZA),,2012-01-05,
Qualità Urbana,Veicoli abbandonati,6,VITTIME DI BOLOGNA/(VIA),,2012-01-13,
Qualità Urbana,Veicoli abbandonati,1,GENOVESI/ANTONIO (VIA),,2012-01-16,
Qualità Urbana,Veicoli abbandonati,2,S. MARINO/(VIA),,2012-01-18,
Qualità Urbana,Veicoli abbandonati,2,S. MARINO/(VIA),,2012-01-18,
Qualità Urbana,Veicoli abbandonati,6,GIULIO CESARE/(CORSO),,2012-01-20,
Qualità Urbana,Veicoli abbandonati,3,COAZZE/(VIA),,2012-01-23,
Qualità Urbana,Veicoli abbandonati,8,SALUZZO/(VIA),,2012-01-23,
Qualità Urbana,Veicoli abbandonati,6,SEMPIONE/(VIA),,2012-01-23,8.0
Qualità Urbana,Veicoli abbandonati,9,ABEGG/AUGUSTO (VIA),,2012-01-23,11.01
Qualità Urbana,Veicoli abbandonati,1,GOBETTI/PIERO (VIA),,2012-01-23,10.47
Qualità Urbana,Veicoli abbandonati,3,BRUNELLESCHI/FILIPPO (CORSO),,2012-01-27,
Qualità Urbana,Veicoli abbandonati,6,FOSSATA/(VIA),,2012-01-27,
Qualità Urbana,Veicoli abbandonati,1,STATI UNITI/(CORSO),,2012-01-30,
Qualità Urbana,Veicoli abbandonati,3,PESCHIERA/(CORSO),,2012-01-30,
Qualità Urbana,Veicoli abbandonati,3,TRAPANI/(CORSO),,2012-01-30,
Qualità Urbana,Veicoli abbandonati,6,NOVARA/(CORSO),,2012-01-30,
Qualità Urbana,Veicoli abbandonati,6,CRAVERO/GIOVANNI (VIA),,2012-02-02,
Qualità Urbana,Veicoli abbandonati,6,MONTE NERO/(VIA),,2012-02-03,
Qualità Urbana,Veicoli abbandonati,9,VARAZZE/(VIA),,2012-02-08,
Qualità Urbana,Veicoli abbandonati,9,VARAZZE/(VIA),,2012-02-08,
Qualità Urbana,Veicoli abbandonati,9,VENTIMIGLIA/(VIA),,2012-02-08,
Qualità Urbana,Veicoli abbandonati,3,THURES/(VIA),,2012-02-09,
Qualità Urbana,Veicoli abbandonati,7,CARRARA/FRANCESCO (PIAZZA),,2012-02-09,
Qualità Urbana,Veicoli abbandonati,7,TABACCHI/ODOARDO (LARGO),,2012-02-09,
Qualità Urbana,Veicoli abbandonati,7,TONELLO/MICHELANGELO (VIA),,2012-02-09,
Qualità Urbana,Veicoli abbandonati,2,DE BERNARDI/LAMBERTO (VIA),,2012-02-09,15.0
Qualità Urbana,Veicoli abbandonati,9,VARAZZE/(VIA),,2012-02-09,11.15
Qualità Urbana,Veicoli abbandonati,2,D'ARBOREA/ELEONORA (VIA),,2012-02-10,
Qualità Urbana,Veicoli abbandonati,4,MASSAUA/(PIAZZA),,2012-02-10,11.15
Qualità Urbana,Veicoli abbandonati,4,SERVAIS/GIOVANNI (VIA),,2012-02-10,11.15
Qualità Urbana,Veicoli abbandonati,1,MATTEOTTI/GIACOMO (CORSO),,2012-02-13,8.0
Qualità Urbana,Veicoli abbandonati,4,LECCE/(CORSO),,2012-02-14,12.53
Qualità Urbana,Veicoli abbandonati,6,BERTOLLA ALL'ABBADIA DI STURA/(STRADA DA),,2012-02-17,
Qualità Urbana,Veicoli abbandonati,6,SETTIMO/(STRADA DI),,2012-02-17,
Qualità Urbana,Veicoli abbandonati,6,VERCELLI/(CORSO),,2012-02-20,
Qualità Urbana,Veicoli abbandonati,7,PALERMO/(CORSO),,2012-02-20,
Qualità Urbana,Veicoli abbandonati,6,FOSSATA/(VIA),,2012-02-20,13.44
Qualità Urbana,Veicoli abbandonati,6,MERCADANTE/SAVERIO (VIA),,2012-02-22,
Qualità Urbana,Veicoli abbandonati,7,SASSARI/(VIA),,2012-02-22,8.5
Qualità Urbana,Veicoli abbandonati,7,FOGGIA/(VIA),,2012-02-22,9.2
Qualità Urbana,Veicoli abbandonati,6,MERCADANTE/SAVERIO (VIA),,2012-02-23,
Qualità Urbana,Veicoli abbandonati,7,REGINA MARGHERITA/(CORSO),,2012-02-24,14.46
Qualità Urbana,Veicoli abbandonati,9,PALMA DI CESNOLA/LUIGI (VIA),,2012-02-27,8.18
Qualità Urbana,Veicoli abbandonati,9,PALMA DI CESNOLA/LUIGI (VIA),,2012-02-27,8.59
Qualità Urbana,Veicoli abbandonati,3,S. AMBROGIO/(VIA),,2012-02-28,
Qualità Urbana,Veicoli abbandonati,6,GHIRLANDAIO/(PIAZZA),,2012-02-28,14.33
Qualità Urbana,Veicoli abbandonati,4,LECCE/(CORSO),,2012-03-02,
Qualità Urbana,Veicoli abbandonati,7,LODI/(VIA),,2012-03-02,10.52
Qualità Urbana,Veicoli abbandonati,3,VILLARBASSE/(VIA),,2012-03-03,
Qualità Urbana,Veicoli abbandonati,3,RIETI/(VIA),,2012-03-05,
Qualità Urbana,Veicoli abbandonati,7,VERCELLI/(CORSO),,2012-03-05,
Qualità Urbana,Veicoli abbandonati,5,NOLE/(VIA),,2012-03-06,9.13
Qualità Urbana,Veicoli abbandonati,6,BANFO/ANTONIO (VIA),,2012-03-07,
Qualità Urbana,Veicoli abbandonati,6,CHATILLON/(VIA),,2012-03-07,
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA),,2012-03-07,
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA),,2012-03-07,
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA),,2012-03-07,19.29
Qualità Urbana,Veicoli abbandonati,6,LEINI'/(VIA),,2012-03-12,9.4
Qualità Urbana,Veicoli abbandonati,3,BRUNELLESCHI/FILIPPO (CORSO),,2012-03-15,
Qualità Urbana,Veicoli abbandonati,7,BEATO CAFASSO/GIUSEPPE (VIA),,2012-03-18,
Qualità Urbana,Veicoli abbandonati,7,ANDREIS/VITTORIO (VIA),,2012-03-21,
Qualità Urbana,Veicoli abbandonati,7,CIRIE'/(CORSO),,2012-03-22,
Qualità Urbana,Veicoli abbandonati,2,ADRIATICO/(CORSO),,2012-03-23,
Qualità Urbana,Veicoli abbandonati,2,ROSSELLI/CARLO E NELLO (CORSO),,2012-03-23,
Qualità Urbana,Veicoli abbandonati,7,BEINASCO/(VIA),,2012-03-23,
Qualità Urbana,Veicoli abbandonati,7,CECCHI/ANTONIO (VIA),,2012-03-23,
Qualità Urbana,Veicoli abbandonati,7,PIOSSASCO/(VIA),,2012-03-23,
Qualità Urbana,Veicoli abbandonati,7,PIOSSASCO/(VIA),,2012-03-23,
Qualità Urbana,Veicoli abbandonati,3,BRUNELLESCHI/FILIPPO (CORSO),,2012-03-26,8.0
Qualità Urbana,Veicoli abbandonati,2,TAZZOLI/ENRICO (CORSO),,2012-03-26,10.47
Qualità Urbana,Veicoli abbandonati,2,TAZZOLI/ENRICO (CORSO),,2012-03-26,10.54
Qualità Urbana,Veicoli abbandonati,5,MANUZIO/ALDO (VIA),,2012-03-26,10.58
Qualità Urbana,Veicoli abbandonati,3,MONGINEVRO/(VIA),,2012-03-26,12.43
Qualità Urbana,Veicoli abbandonati,7,PIOSSASCO/(VIA),,2012-03-27,
Qualità Urbana,Veicoli abbandonati,9,MARCHESINI GOBETTI/ADA (VIA),,2012-03-28,
Qualità Urbana,Veicoli abbandonati,9,MARCHESINI GOBETTI/ADA (VIA),,2012-03-28,
Qualità Urbana,Veicoli abbandonati,5,AMBROSINI/LUIGI (VIA),,2012-03-28,9.42
Qualità Urbana,Veicoli abbandonati,9,PIO VII/(VIA),,2012-03-28,15.07
Qualità Urbana,Veicoli abbandonati,9,UNIONE SOVIETICA/(CORSO),,2012-03-31,
Qualità Urbana,Veicoli abbandonati,7,BEINASCO/(VIA),,2012-04-02,
Qualità Urbana,Veicoli abbandonati,7,DAMIANO/LUIGI (VIA),Area Verde,2012-04-02,
Qualità Urbana,Veicoli abbandonati,7,NAPOLI/(LUNGO DORA),,2012-04-02,
Qualità Urbana,Veicoli abbandonati,4,SOSTEGNO/(VIA),,2012-04-04,12.5
Qualità Urbana,Veicoli abbandonati,4,SOSTEGNO/(VIA),,2012-04-04,12.5
Qualità Urbana,Veicoli abbandonati,4,SOSTEGNO/(VIA),,2012-04-04,12.5
Qualità Urbana,Veicoli abbandonati,5,ORBETELLO/(VIA),,2012-04-05,
Qualità Urbana,Veicoli abbandonati,7,NAPOLI/(LUNGO DORA),,2012-04-06,
Qualità Urbana,Veicoli abbandonati,6,CENTALLO/(VIA),,2012-04-10,
Qualità Urbana,Veicoli abbandonati,6,CERESOLE/(VIA),,2012-04-10,
Qualità Urbana,Veicoli abbandonati,6,PUGLIA/(VIA),,2012-04-10,
Qualità Urbana,Veicoli abbandonati,3,RACCONIGI/(CORSO),,2012-04-11,
Qualità Urbana,Veicoli abbandonati,3,RACCONIGI/(CORSO),,2012-04-11,
Qualità Urbana,Veicoli abbandonati,6,PASTRONE/GIOVANNI (VIA),,2012-04-11,
Qualità Urbana,Veicoli abbandonati,6,CHIESA/DAMIANO (VIA),,2012-04-12,
Qualità Urbana,Veicoli abbandonati,4,COSSA/PIETRO (VIA),,2012-04-17,
Qualità Urbana,Veicoli abbandonati,5,MESSEDAGLIA/ANGELO (VIA),,2012-04-18,
Qualità Urbana,Veicoli abbandonati,5,TOSCANA/(CORSO),,2012-04-18,
Qualità Urbana,Veicoli abbandonati,7,SELLA/QUINTINO (CORSO),,2012-04-20,
Qualità Urbana,Veicoli abbandonati,6,CAVAGNOLO/(VIA),,2012-04-23,8.0
Qualità Urbana,Veicoli abbandonati,6,GIULIO CESARE/(CORSO),,2012-04-23,8.0
Qualità Urbana,Veicoli abbandonati,6,RIBORDONE/(VIA),,2012-04-23,8.0
Qualità Urbana,Veicoli abbandonati,6,TEMPIA/STEFANO (VIA),,2012-04-23,8.0
Qualità Urbana,Veicoli abbandonati,6,TEMPIA/STEFANO (VIA),,2012-04-23,8.0
Qualità Urbana,Veicoli abbandonati,6,AMBROSIO/ARTURO (VIA),,2012-04-24,
Qualità Urbana,Veicoli abbandonati,6,GOTTARDO/(VIA),,2012-04-24,
Qualità Urbana,Veicoli abbandonati,6,GOTTARDO/(VIA),,2012-04-24,
Qualità Urbana,Veicoli abbandonati,3,MILLIO/FRANCESCO (VIA),,2012-04-26,
Qualità Urbana,Veicoli abbandonati,3,OSASCO/(VIA),,2012-04-26,
Qualità Urbana,Veicoli abbandonati,3,OSASCO/(VIA),,2012-04-26,
Qualità Urbana,Veicoli abbandonati,3,RIVALTA/(VIA),,2012-04-26,
Qualità Urbana,Veicoli abbandonati,3,SPALATO/(VIA),,2012-04-26,
