DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;QUARTIERE;geometry;LATITUDE;LONGITUDE
AGENZIE VIAGGIO;PATTI TRAVEL;CORSO RACCONIGI 171;No;2660;35;3;263;10141;;POINT (7.646469410875005 45.05924601717057);45.059246017170565;7.646469410875005
AGENZIE AFFARI;;VIA GUGLIELMO REISS ROMOLI 235;No;2443;67;5;534;10148;;POINT (7.674298968857696 45.11064835680838);45.110648356808376;7.674298968857696
AGENZIE AFFARI;;VIA RAGUSA 7/D;No;2329;59;2;0;10137;;POINT (7.630331818458048 45.04375860934984);45.04375860934984;7.630331818458048
TRATTENIMENTI;CAFFÉ GUGLIELMO PEPE;VIA DELLA ROCCA 19/F;No;242;07;1;0;10123;;POINT (7.692477613172739 45.06301865318063);45.063018653180634;7.6924776131727395
AGENZIE AFFARI;;VIA DELLA ROCCA 19;No;242;07;1;30;10123;;POINT (7.692522466936369 45.06307415804406);45.06307415804406;7.692522466936369
AGENZIE AFFARI;;VIA DELLA ROCCA 28;No;258;07;1;31;10123;;POINT (7.690262440410741 45.06047817788619);45.06047817788619;7.690262440410741
AGENZIE AFFARI;;VIA DELLA ROCCA 29;No;246;07;1;30;10123;;POINT (7.6915245717828 45.06186220920312);45.06186220920312;7.6915245717828
AGENZIE VIAGGIO;AVATAR VIAGGI;VIA S. ANSELMO 20/C;No;341;09;8;0;10125;;POINT (7.680948036263094 45.05900644322103);45.05900644322103;7.680948036263094
AGENZIE AFFARI;;VIA DELLA ROCCA 37;No;252;07;1;31;10123;;POINT (7.690724425858402 45.06088654476419);45.060886544764195;7.690724425858402
AGENZIE AFFARI;;VIA DELLA ROCCA 37;No;252;07;1;31;10123;;POINT (7.690724425858402 45.06088654476419);45.060886544764195;7.690724425858402
AGENZIE VIAGGIO;;VIA TEOFILO CONTE DI MONTELERA ROSSI 3;No;122;04;1;13;10123;;POINT (7.68264570251317 45.06622192819285);45.066221928192846;7.68264570251317
TRATTENIMENTI;FRIEDA'S;VIA GIOACHINO ROSSINI 14;No;213;06;1;25;10124;;POINT (7.691379293447983 45.06966758919758);45.06966758919758;7.691379293447983
TRATTENIMENTI;AUDITORIUM RAI;VIA GIOACHINO ROSSINI 15;No;71;02;1;8;10124;;POINT (7.691753513394271 45.07042956510319);45.07042956510319;7.691753513394271
TRATTENIMENTI;AUDITORIUM RAI;VIA GIOACHINO ROSSINI 15;No;71;02;1;8;10124;;POINT (7.691753513394271 45.07042956510319);45.07042956510319;7.691753513394271
TRATTENIMENTI;AUDITORIUM RAI;VIA GIOACHINO ROSSINI 15;No;71;02;1;8;10124;;POINT (7.691753513394271 45.07042956510319);45.07042956510319;7.691753513394271
AGENZIE AFFARI;;VIA S. ANSELMO 28 scala A;No;346;09;8;732;10125;;POINT (7.680479598895156 45.05804591689451);45.05804591689451;7.680479598895156
AGENZIE VIAGGIO;CARREBLU;VIA S. ANTONIO DA PADOVA 1;No;312;08;1;40;10121;;POINT (7.666452902573406 45.06837953361371);45.06837953361371;7.666452902573406
AGENZIE AFFARI;;VIA S. ANTONIO DA PADOVA 14;No;306;08;1;40;10121;;POINT (7.665122979687059 45.06897440117591);45.068974401175915;7.665122979687059
AGENZIE AFFARI;;VIA ROSTA 9;No;1293;29;4;361;10143;;POINT (7.653081676777626 45.07740455462321);45.077404554623214;7.653081676777626
AGENZIE VIAGGIO;ISTINTO D'EVASIONE;VIA S. BERNARDINO 7;No;1498;33;3;245;10141;;POINT (7.647651772943791 45.06200235948667);45.06200235948667;7.6476517729437905
AGENZIE AFFARI;;VIA GIOVANNI ROVEDA 18/A;No;2647;91;2;0;10135;;POINT (7.60852884891239 45.02080408217105);45.020804082171054;7.60852884891239
AGENZIE AFFARI;;VIA ROCCAVIONE CONTE DI 54;No;3361;43;5;442;10147;;POINT (7.676445694305712 45.09998829094133);45.09998829094133;7.676445694305712
AGENZIE AFFARI;ONORANZE FUNEBRI CAMPIDOGLIO;PIAZZA RISORGIMENTO 28;No;3274;29;4;357;10143;;POINT (7.652402205608492 45.07975936611044);45.07975936611044;7.652402205608492
AGENZIE AFFARI;;CORSO CARLO E NELLO ROSSELLI 73 scala B;No;1195;26;1;67;10129;;POINT (7.657800331807485 45.05239828692285);45.05239828692285;7.6578003318074845
AGENZIE AFFARI;;CORSO CARLO E NELLO ROSSELLI 105 int. 5;No;2663;35;2;85;10129;;POINT (7.652784247076593 45.0533218141863);45.0533218141863;7.652784247076593
AGENZIE VIAGGIO;ANGOLO DI MONDO;VIA RIVALTA 56/B;No;1556;35;3;0;10141;;POINT (7.649215269506537 45.05719786878394);45.057197868783945;7.649215269506537
AGENZIE VIAGGIO;VIAGGIA CON NOI ITALIA;VIA RIVALTA 56/B;No;1556;35;3;0;10141;;POINT (7.649215269506537 45.05719786878394);45.057197868783945;7.649215269506537
TRATTENIMENTI;BIRRERIA ROSSELLI;CORSO CARLO E NELLO ROSSELLI 127/B;No;1576;35;2;0;10129;;POINT (7.650685406811763 45.05415168952732);45.05415168952732;7.650685406811763
AGENZIE VIAGGIO;LA MOLE TOUR;CORSO CARLO E NELLO ROSSELLI 153;No;1574;35;3;261;10141;;POINT (7.646435285644444 45.05514029390761);45.055140293907606;7.6464352856444435
AGENZIE AFFARI;;VIA FELICE ROMANI 4/E;No;526;13;8;0;10131;;POINT (7.702209778564934 45.06387356779691);45.06387356779691;7.702209778564934
AGENZIE AFFARI;QUBOTICKET;CORSO CARLO E NELLO ROSSELLI 206/A;No;1561;35;3;0;10141;;POINT (7.640537433296718 45.05684705030117);45.05684705030117;7.640537433296718
AGENZIE VIAGGIO;;VIA S. AGOSTINO 12;No;23;01;1;5;10122;;POINT (7.679863688656335 45.07441231904729);45.07441231904729;7.679863688656335
AGENZIE VIAGGIO;IBISTOUR;VIA S. PIO V 4;No;326;09;8;724;10125;;POINT (7.680734891644094 45.06103421540768);45.06103421540768;7.680734891644094
AGENZIE AFFARI;;VIA S. PIO V 6/F;No;327;09;8;0;10125;;POINT (7.681260628923272 45.06084208227679);45.06084208227679;7.681260628923272
TRATTENIMENTI;MIXAGE CLUB;VIA S. DONATO 3;No;667;16;4;331;10144;;POINT (7.668493146093878 45.07775318528477);45.07775318528477;7.668493146093878
AGENZIE AFFARI;;PIAZZA S. GIULIA 1/E;No;423;11;7;0;10124;;POINT (7.699071568376489 45.06970114729666);45.06970114729666;7.699071568376489
AGENZIE AFFARI;;VIA S. QUINTINO 1;No;147;04;1;16;10121;;POINT (7.678052754976078 45.06424371326067);45.064243713260666;7.678052754976078
AGENZIE AFFARI;;CORSO S. MAURIZIO 73/F;No;446;11;7;0;10124;;POINT (7.69816194671247 45.06649454342443);45.06649454342443;7.69816194671247
AGENZIE AFFARI;STIAUTO;VIA S. QUINTINO 4/G;No;137;04;1;0;10121;;POINT (7.67763080113417 45.06451678842964);45.06451678842964;7.67763080113417
AGENZIE AFFARI;;VIA S. DONATO 46;No;3200;16;4;329;10144;;POINT (7.663894680720668 45.08067534403042);45.08067534403042;7.663894680720668
AGENZIE AFFARI;;VIA S. RAFFAELE 3;No;2511;72;7;712;10132;;POINT (7.73660999463127 45.07907748142306);45.07907748142306;7.73660999463127
AGENZIE AFFARI;;VIA S. DONATO 77/A;No;661;16;4;0;10144;;POINT (7.658957683742526 45.082470467592);45.082470467592;7.658957683742526
AGENZIE AFFARI;;VIA S. DONATO 80;No;3199;16;4;322;10144;;POINT (7.658835665348708 45.08288154283206);45.08288154283206;7.658835665348708
AGENZIE VIAGGIO;SUPERGA;VIA S. DONATO 80 bis;No;3199;16;4;322;10144;;POINT (7.658715313084844 45.08293369753138);45.08293369753138;7.658715313084844
AGENZIE AFFARI;;VIA S. MARIA MAZZARELLO 18/A;No;2407;63;3;0;10142;;POINT (7.62401292672907 45.06327205249887);45.06327205249887;7.62401292672907
AGENZIE AFFARI;;STRADA S. MAURO 120/A;No;2576;79;6;0;10156;;POINT (7.737854352562957 45.10102916145893);45.10102916145893;7.737854352562957
AGENZIE VIAGGIO;LA FIONDA;VIA S. QUINTINO 30;No;309;08;1;39;10121;;POINT (7.670645535262598 45.0670108980998);45.067010898099795;7.670645535262598
AGENZIE AFFARI;;VIA S. MARINO 23/A;No;2177;55;2;0;10134;;POINT (7.647403915821339 45.03640684845992);45.03640684845992;7.647403915821339
AGENZIE VIAGGIO;TUKE' VIAGGI;VIA S. FRANCESCO D'ASSISI 26/G;No;112;04;1;0;10121;;POINT (7.678438352358609 45.0693569851766);45.069356985176604;7.678438352358609
AGENZIE AFFARI;;STRADA S. MAURO 206;No;2578;79;6;624;10156;;POINT (7.74811085665102 45.10219745326714);45.10219745326714;7.74811085665102
TRATTENIMENTI;BAR MOKITA;PIAZZA S. CARLO 217;No;116;04;1;13;10123;;POINT (7.682710798447544 45.06698220289333);45.06698220289333;7.682710798447544
AGENZIE VIAGGIO;VERTICALIFE ADVENTURES;VIA S. MARINO 112;No;2167;55;2;131;10137;;POINT (7.637677420562596 45.04044093277967);45.04044093277967;7.637677420562596
AGENZIE VIAGGIO;IDEE IN MOVIMENTO TOUR OPERATOR;PIAZZALE S. GABRIELE DI GORIZIA 175/F;No;2196;56;8;0;10134;;POINT (7.654339659001566 45.03919030421604);45.039190304216035;7.654339659001566
AGENZIE VIAGGIO;;VIA S. PAOLO 5 int. 4;No;3292;33;3;240;10138;;POINT (7.654144156917083 45.06454099437179);45.06454099437179;7.654144156917083
TRATTENIMENTI;BREAK & BREAD;VIA S. DOMENICO 5/G;No;24;01;1;0;10122;;POINT (7.681236198114675 45.07439430044211);45.07439430044211;7.681236198114675
AGENZIE VIAGGIO;PROMOTOUR;VIA S. MASSIMO 36/B;No;256;07;1;0;10123;;POINT (7.687161153188562 45.06137419063651);45.06137419063651;7.687161153188562
AGENZIE AFFARI;;VIA S. MASSIMO 45;No;257;07;1;32;10123;;POINT (7.687162268875876 45.06116347456819);45.06116347456819;7.687162268875876
AGENZIE AFFARI;BAR SMERALDO;CORSO S. MAURIZIO 16 bis;No;212;06;1;25;10124;;POINT (7.694217198620564 45.06973435473017);45.069734354730166;7.694217198620564
AGENZIE AFFARI;EURO FUNERALI;VIA SANTENA 4/C;No;2242;57;8;0;10126;;POINT (7.674050409715141 45.03708929303232);45.03708929303232;7.674050409715141
AGENZIE VIAGGIO;TOUR 2000;VIA S. TERESA 10;No;63;01;1;4;10121;;POINT (7.681453996044024 45.06899008558295);45.068990085582946;7.6814539960440245
AGENZIE AFFARI;;VIA S. TERESA 20/C;No;62;01;1;0;10121;;POINT (7.679973779258709 45.06951514858623);45.06951514858623;7.679973779258709
AGENZIE AFFARI;;VIA SAORGIO 7;No;1796;42;5;425;10147;;POINT (7.682278307398343 45.0962090545923);45.0962090545923;7.682278307398343
TRATTENIMENTI;CAFFÉ SAN TOMMASO;VIA S. TOMMASO 10;No;51;01;1;4;10122;;POINT (7.681918970158546 45.07109342437528);45.071093424375285;7.681918970158546
AGENZIE VIAGGIO;RUTA 40;VIA S. ROCCHETTO 16;No;3271;29;4;356;10143;;POINT (7.654398853231688 45.0813117647334);45.0813117647334;7.654398853231688
TRATTENIMENTI;VANIGLIA;VIA SABAUDIA 25 bis;No;2483;70;8;774;10133;;POINT (7.685029047647127 45.03448973123187);45.03448973123187;7.685029047647127
AGENZIE AFFARI;;VIA ANDREA SANSOVINO 116;No;2686;48;5;483;10151;;POINT (7.643701308468685 45.10332215853929);45.10332215853929;7.643701308468685
AGENZIE AFFARI;;VIA S. SECONDO 11 scala A;No;379;10;1;41;10128;;POINT (7.67531184928273 45.06180207055802);45.061802070558024;7.67531184928273
AGENZIE AFFARI;;VIA SALUZZO 1 scala A;No;319;09;8;724;10125;;POINT (7.680711395537462 45.06171558868862);45.06171558868862;7.680711395537462
TRATTENIMENTI;;VIA PAOLO SACCHI 8;No;374;10;1;41;10128;;POINT (7.676755704359483 45.06210885842741);45.062108858427415;7.676755704359483
AGENZIE AFFARI;;VIA S. SECONDO 35/B;No;399;10;1;0;10128;;POINT (7.672645529802667 45.05822604628965);45.058226046289654;7.672645529802667
TRATTENIMENTI;SAMARA'S VIP (GIÀ ELIX CLUB);VIA PAOLO SACCHI 28;No;390;10;1;43;10128;;POINT (7.674963894271196 45.05961018728364);45.05961018728364;7.674963894271196
AGENZIE VIAGGIO;PAOLO CREMA;VIA PAOLO SACCHI 42/G;No;399;10;1;0;10128;;POINT (7.673646217608344 45.05775760938706);45.05775760938706;7.6736462176083435
AGENZIE VIAGGIO;MA TRAVEL & SPORT EVENTS;VIA SALUZZO 29;No;352;09;8;730;10125;;POINT (7.678552460275668 45.05758450377126);45.05758450377126;7.678552460275668
TRATTENIMENTI;;VIA PAOLO SACCHI 63;No;395;10;1;44;10125;;POINT (7.672316700457259 45.05561971409792);45.055619714097915;7.672316700457259
AGENZIE AFFARI;BABY BOOM TORINO CENTRO;VIA S. SECONDO 56;No;398;10;1;45;10128;;POINT (7.672294314568707 45.05798006926069);45.057980069260694;7.672294314568707
AGENZIE AFFARI;;VIA SALUZZO 47 bis;No;847;19;8;746;10125;;POINT (7.677341042292881 45.05444889572449);45.05444889572449;7.677341042292881
AGENZIE AFFARI;;VIA S. SECONDO 64/D;No;402;10;1;0;10128;;POINT (7.671641737056349 45.0570770997866);45.0570770997866;7.671641737056349
AGENZIE VIAGGIO;AGI BY CAT;VIA S. SECONDO 68;No;406;10;1;46;10128;;POINT (7.671354441001984 45.05668199479679);45.05668199479679;7.671354441001984
AGENZIE AFFARI;GALLERIA D'ARTE;VIA PIETRO SANTAROSA 1;No;189;05;1;18;10122;;POINT (7.668812240494632 45.07616377872775);45.076163778727754;7.668812240494632
AGENZIE AFFARI;;VIA SAGRA DI S. MICHELE 44/A;No;2079;51;3;0;10141;;POINT (7.630735381786647 45.07103373254815);45.07103373254815;7.630735381786647
AGENZIE AFFARI;;VIA SAGRA DI S. MICHELE 55/F;No;2083;51;3;0;10141;;POINT (7.630832953648755 45.07042702156397);45.070427021563965;7.630832953648755
AGENZIE AFFARI;;CORSO QUINTINO SELLA 102;No;2528;74;7;719;10132;;POINT (7.716515788915903 45.06578456291987);45.06578456291987;7.716515788915903
AGENZIE AFFARI;;CORSO SIRACUSA 141/C;No;2721;59;2;0;10137;;POINT (7.634672858592237 45.04294473863332);45.042944738633324;7.634672858592237
AGENZIE AFFARI;LA FENICE;CORSO SIRACUSA 148/A;No;2332;59;2;0;10137;;POINT (7.633711007581462 45.04173611401275);45.04173611401275;7.633711007581462
AGENZIE AFFARI;;CORSO SIRACUSA 152;No;3481;59;2;142;10137;;POINT (7.633691089467643 45.04138245122003);45.04138245122003;7.633691089467643
AGENZIE AFFARI;;CORSO SEBASTOPOLI 44;No;2191;56;8;804;10134;;POINT (7.659280447622986 45.04051649781138);45.04051649781138;7.659280447622986
AGENZIE AFFARI;PIAZZA DEGLI AFFARI;VIA SERRANO 6/A;No;1524;34;3;0;10141;;POINT (7.63846425388927 45.06506196923455);45.06506196923455;7.6384642538892695
AGENZIE AFFARI;ONORANZE FUNEBRI SANTA RITA S.N.C.;CORSO SEBASTOPOLI 198;No;2699;53;2;99;10136;;POINT (7.643177355863384 45.04606682323869);45.04606682323869;7.643177355863384
TRATTENIMENTI;NEW FUTURA CLUB;CORSO SEBASTOPOLI 199;No;2718;59;2;148;10137;;POINT (7.640279707520309 45.0466653897194);45.0466653897194;7.6402797075203095
TRATTENIMENTI;DEO CAFÉ MUSIC;CORSO SEBASTOPOLI 202/B;No;2908;53;2;0;10136;;POINT (7.642807728968474 45.04623882642459);45.04623882642459;7.642807728968474
AGENZIE AFFARI;;STRADA DI SETTIMO 153/A;No;2561;79;6;0;10156;;POINT (7.727384425629501 45.1064566857497);45.1064566857497;7.727384425629501
TRATTENIMENTI;MIRÒ DISCO PUB;STRADA DI SETTIMO 154;No;2562;79;6;625;10156;;POINT (7.728040615729049 45.10659233459492);45.10659233459492;7.728040615729049
AGENZIE AFFARI;;VIA SASSARI 20/A;No;483;12;7;0;10152;;POINT (7.675477222854517 45.0828154944774);45.0828154944774;7.675477222854517
AGENZIE AFFARI;;STRADA DI SETTIMO 234;No;2562;79;6;625;10156;;POINT (7.730545422831005 45.1124974699353);45.1124974699353;7.730545422831005
AGENZIE AFFARI;SAMAUTO;STRADA DI SETTIMO 364/A;No;2652;79;6;0;10156;;POINT (7.742482774818725 45.12041716047479);45.120417160474794;7.7424827748187255
AGENZIE VIAGGIO;ESPRESSAMENTE VIAGGI E TURISMO;CORSO GIUSEPPE SICCARDI 6;No;3145;05;1;24;10122;;POINT (7.674845246335265 45.07178200023187);45.07178200023187;7.6748452463352645
AGENZIE AFFARI;UNICREDIT BANCA;PIAZZA STATUTO 9;No;191;05;1;22;10122;;POINT (7.671201723810863 45.07567630039027);45.07567630039027;7.671201723810863
TRATTENIMENTI;IL TALISMANO;CORSO SVIZZERA 129/C;No;1246;29;4;0;10143;;POINT (7.655863055353001 45.08695139468309);45.08695139468309;7.655863055353001
AGENZIE AFFARI;;VIA SOMMARIVA 5/B;No;2290;58;8;0;10127;;POINT (7.664885916191147 45.0235023126246);45.0235023126246;7.664885916191147
AGENZIE AFFARI;;CORSO GERMANO SOMMEILLER 17;No;1228;28;1;75;10128;;POINT (7.672020408434601 45.05474224153362);45.054742241533624;7.672020408434601
AGENZIE AFFARI;;CORSO GERMANO SOMMEILLER 20;No;407;10;1;46;10128;;POINT (7.671293762795905 45.05544901402463);45.05544901402463;7.671293762795905
AGENZIE AFFARI;;CORSO GERMANO SOMMEILLER 29;No;1202;27;1;73;10128;;POINT (7.67000643823016 45.05609406176374);45.05609406176374;7.67000643823016
AGENZIE AFFARI;;CORSO SPEZIA 11/H;No;2236;57;8;0;10126;;POINT (7.667782030477545 45.03807244617209);45.038072446172094;7.667782030477545
AGENZIE VIAGGIO;CIVATURS;CORSO SPEZIA 25/A;No;2241;57;8;0;10126;;POINT (7.669710440160243 45.03757384423283);45.03757384423283;7.669710440160243
AGENZIE AFFARI;;VIA STRADELLA 82;No;1803;42;5;420;10147;;POINT (7.673900774470769 45.09503991849769);45.09503991849769;7.673900774470769
AGENZIE AFFARI;;VIA STRADELLA 230/E;No;1871;45;5;0;10147;;POINT (7.665265355213709 45.10381921039085);45.10381921039085;7.665265355213709
AGENZIE AFFARI;;VIA STRADELLA 235/A;No;1868;45;5;0;10147;;POINT (7.664614966126513 45.10413087292075);45.10413087292075;7.664614966126513
AGENZIE AFFARI;;GALLERIA SUBALPINA 21;No;80;03;1;9;10123;;POINT (7.686554125052187 45.06932718302681);45.06932718302681;7.686554125052187
AGENZIE AFFARI;;GALLERIA SUBALPINA 30;No;80;03;1;9;10123;;POINT (7.686360606004141 45.06926905608675);45.069269056086746;7.686360606004141
AGENZIE VIAGGIO;;VIA ETTORE STAMPINI 10;No;1923;46;5;473;10148;;POINT (7.663433010990178 45.10659024719106);45.106590247191065;7.663433010990178
AGENZIE AFFARI;;CORSO STATI UNITI 10/C;No;378;10;1;0;10128;;POINT (7.674322471630526 45.06161840176001);45.06161840176001;7.674322471630526
AGENZIE AFFARI;MAZZOLENI GALLERIA D'ARTE;PIAZZA SOLFERINO 2;No;268;08;1;36;10121;;POINT (7.677488798517749 45.07003776535894);45.07003776535894;7.677488798517749
AGENZIE VIAGGIO;CLUB MED;PIAZZA SOLFERINO 2;No;268;08;1;36;10121;;POINT (7.677488798517749 45.07003776535894);45.07003776535894;7.677488798517749
AGENZIE AFFARI;;PIAZZA SOLFERINO 7;No;3125;04;1;14;10121;;POINT (7.677319054620878 45.06833623327204);45.06833623327204;7.677319054620878
AGENZIE VIAGGIO;VINTAGE TRAVEL;PIAZZA SOLFERINO 20;No;285;08;1;36;10121;;POINT (7.676069917615486 45.06822668699792);45.06822668699792;7.676069917615486
AGENZIE VIAGGIO;IL TUCANO VIAGGI RICERCA;PIAZZA SOLFERINO 20;No;285;08;1;36;10121;;POINT (7.676069917615486 45.06822668699792);45.06822668699792;7.676069917615486
AGENZIE VIAGGIO;DUE RUOTE NEL VENTO;CORSO ALESSANDRO TASSONI 50;No;668;16;4;321;10144;;POINT (7.656113645553728 45.08303773005929);45.08303773005929;7.656113645553728
AGENZIE VIAGGIO;LA GRANDE MINIERA DEI VIAGGI BY LIGURIA TREKKING;CORSO ALESSANDRO TASSONI 50;No;668;16;4;321;10144;;POINT (7.656113645553728 45.08303773005929);45.08303773005929;7.656113645553728
AGENZIE AFFARI;;CORSO ALESSANDRO TASSONI 56;No;660;16;4;321;10144;;POINT (7.656140136906127 45.08378205182379);45.08378205182379;7.656140136906127
TRATTENIMENTI;ALBERGO VILLA SASSI;STRADA AL TRAFORO DI PINO 47;No;2522;73;7;716;10132;;POINT (7.738179754233418 45.07906359842018);45.079063598420184;7.738179754233418
AGENZIE VIAGGIO;ATLANTE VIAGGI ITALIA;CORSO ALESSANDRO TASSONI 79 int. 4;No;1247;29;4;352;10143;;POINT (7.65507349149676 45.08525160827415);45.08525160827415;7.65507349149676
AGENZIE AFFARI;;CORSO TRAIANO 27/F;No;2361;61;8;0;10135;;POINT (7.642082498859309 45.02515604311981);45.02515604311981;7.642082498859309
AGENZIE AFFARI;;CORSO TRAIANO 65;No;2362;61;8;849;10135;;POINT (7.645573153477891 45.02391215663503);45.02391215663503;7.6455731534778915
AGENZIE AFFARI;GIUBILEO;CORSO TORTONA 8/D;No;991;22;7;0;10153;;POINT (7.708366524068596 45.06998215274542);45.069982152745425;7.708366524068596
AGENZIE AFFARI;;CORSO TORTONA 9/D;No;953;21;7;0;10153;;POINT (7.707582078769964 45.07032478888356);45.07032478888356;7.707582078769964
AGENZIE AFFARI;IL MERCATINO;VIA CARLO TENIVELLI 16/I;No;664;16;4;0;10144;;POINT (7.662582562571812 45.08048517678073);45.080485176780726;7.662582562571812
TRATTENIMENTI;DIVINA COMMEDIA;VIA CARLO TENIVELLI 24;No;664;16;4;334;10144;;POINT (7.662816061017337 45.08081345018901);45.08081345018901;7.662816061017337
AGENZIE VIAGGIO;TUTTALTROMO(N)DO;VIA TIRRENO 131;No;2104;53;2;108;10136;;POINT (7.649615993109484 45.0522003087918);45.0522003087918;7.649615993109484
AGENZIE VIAGGIO;;CORSO TORTONA 33;No;952;21;7;667;10153;;POINT (7.707140940305828 45.0716351594487);45.0716351594487;7.707140940305828
AGENZIE AFFARI;CUSMAR S.A.S.;VIA TIRRENO 235;No;2315;59;2;154;10136;;POINT (7.639160056786317 45.05429611998278);45.05429611998278;7.639160056786317
AGENZIE AFFARI;;CORSO TOSCANA 139 int. 1;No;1980;48;5;494;10151;;POINT (7.645821349114948 45.09984385836825);45.099843858368246;7.645821349114948
AGENZIE VIAGGIO;SAFFARONA VIAGGI;CORSO TOSCANA 139 int. 19;No;2862;48;5;494;10151;;POINT (7.64490715672347 45.0986957835494);45.0986957835494;7.64490715672347
AGENZIE VIAGGIO;RAFIKI VIAGGI;CORSO TOSCANA 194/B;No;3826;65;5;0;10151;;POINT (7.639665999948343 45.10210651088428);45.102106510884276;7.639665999948343
AGENZIE AFFARI;;VIA ARTURO TOSCANINI 18;No;2829;41;6;589;10155;;POINT (7.693472694619389 45.10160843997959);45.101608439979586;7.693472694619389
AGENZIE VIAGGIO;TORVIAGGI;CORSO FILIPPO TURATI 10 bis;No;1210;27;1;74;10128;;POINT (7.670175655016663 45.05423449657112);45.05423449657112;7.670175655016663
AGENZIE AFFARI;;CORSO FILIPPO TURATI 15;No;3261;28;1;0;10128;;POINT (7.669887046305058 45.05335816996661);45.05335816996661;7.669887046305058
AGENZIE VIAGGIO;;CORSO FILIPPO TURATI 41/G;No;1233;28;1;0;10128;;POINT (7.667125433292376 45.0508865414731);45.0508865414731;7.667125433292376
AGENZIE VIAGGIO;AURA TOURS;CORSO FILIPPO TURATI 41/G;No;1233;28;1;0;10128;;POINT (7.667125433292376 45.0508865414731);45.0508865414731;7.667125433292376
AGENZIE VIAGGIO;MOBITOUR;CORSO FILIPPO TURATI 53;No;1236;28;1;77;10134;;POINT (7.665302424204547 45.04925548977003);45.049255489770026;7.665302424204547
AGENZIE VIAGGIO;HALLOWEEN VIAGGI;VIA TRIPOLI 10 int. 18;No;3616;53;2;108;10136;;POINT (7.648244274990789 45.0517402196831);45.0517402196831;7.648244274990789
AGENZIE VIAGGIO;PAMPERO VIAGGI;VIA TRIPOLI 22;No;2105;53;2;109;10136;;POINT (7.649079825749112 45.05063101304788);45.05063101304788;7.649079825749112
AGENZIE AFFARI;;VIA TRIPOLI 25 scala A;No;2113;53;2;90;10136;;POINT (7.649078560754567 45.05004468277705);45.05004468277705;7.649078560754567
AGENZIE AFFARI;;CORSO UNIONE SOVIETICA 605;No;2643;90;2;883;10135;;POINT (7.625356756259795 45.01338013895841);45.01338013895841;7.625356756259795
TRATTENIMENTI;GHERSI;VIA TRIPOLI 37;No;2120;53;2;90;10136;;POINT (7.648337178659741 45.04904953895493);45.04904953895493;7.648337178659741
TRATTENIMENTI;"MUSEO DELL'AUTOMOBILE ""CARLO BISCARETTI DI RUFFIA""";CORSO UNITA' D'ITALIA 40;No;2269;57;8;816;10126;;POINT (7.674254317463597 45.03148605832027);45.03148605832027;7.674254317463597
AGENZIE VIAGGIO;ZENZELE;CORSO UMBRIA 17;No;1131;25;4;349;10144;;POINT (7.66907144337015 45.08325030385531);45.08325030385531;7.66907144337015
AGENZIE AFFARI;;CORSO UMBRIA 30;No;3251;25;4;349;10144;;POINT (7.667414837574411 45.08562785933115);45.08562785933115;7.667414837574411
AGENZIE AFFARI;L'ONORANZA;CORSO TRAIANO 150/D;No;2373;61;2;0;10127;;POINT (7.653875974623383 45.02041766988725);45.02041766988725;7.653875974623383
AGENZIE AFFARI;;CORSO TRAIANO 170/D;No;2374;61;2;0;10127;;POINT (7.655435300194168 45.01986619252462);45.019866192524624;7.655435300194168
AGENZIE AFFARI;;VIA TRIPOLI 192/C;No;2173;55;2;0;10137;;POINT (7.641713086876823 45.03793951710382);45.037939517103815;7.641713086876823
AGENZIE VIAGGIO;LANCASTER VIAGGI;CORSO TRAPANI 69;No;1396;32;3;224;10139;;POINT (7.639853484171448 45.07021208213163);45.07021208213163;7.639853484171448
AGENZIE AFFARI;;CORSO UNIONE SOVIETICA 247/B;No;2217;56;8;0;10134;;POINT (7.647360962271352 45.03303628928915);45.03303628928915;7.647360962271352
AGENZIE VIAGGIO;SETTIMA ONDA;CORSO TRAPANI 144;No;2096;52;3;300;10141;;POINT (7.636498401665484 45.06518623214158);45.06518623214158;7.6364984016654835
AGENZIE AFFARI;;CORSO VERCELLI 299/A;No;2448;68;6;0;10155;;POINT (7.697658673684256 45.11063128345773);45.11063128345773;7.6976586736842565
AGENZIE AFFARI;;STRADA DELLE VALLETTE 185/A;No;3023;65;5;0;10151;;POINT (7.623607976459374 45.10723307483657);45.10723307483657;7.623607976459374
TRATTENIMENTI;BAR BOCCONCINO;VIA GIUSEPPE VERDI 33/G;No;215;06;1;0;10124;;POINT (7.693341449805655 45.06809362230444);45.06809362230444;7.693341449805655
AGENZIE AFFARI;;VIA VEGLIA 4;No;3496;62;2;191;10136;;POINT (7.629237252593558 45.05396688841631);45.05396688841631;7.629237252593558
AGENZIE AFFARI;;VIA GIUSEPPE VERDI 47;No;217;06;1;26;10124;;POINT (7.69565866379267 45.06719707429419);45.067197074294185;7.69565866379267
TRATTENIMENTI;LE GINESTRE;VIA VALPRATO 15;No;1726;39;6;573;10155;;POINT (7.687822880363371 45.09245523761805);45.09245523761805;7.687822880363371
AGENZIE VIAGGIO;KORTOBA TOURS;CORSO VERCELLI 63;No;1731;39;6;573;10155;;POINT (7.688672233878756 45.08999753704127);45.08999753704127;7.688672233878756
